codigo,nombre,origen_municipio_nombre,destino_municipio_nombre,tipo_via_codigo,distancia_km,tiempo_promedio_minutos,estado_transitabilidad
TRM_130_161_0471,Tramo Ruta Nacional RN-1 (Zunil - San Sebastián) - Ref 472,Zunil,San Sebastián,INTERAMERICANA,6.74,9,MALO
TRM_131_162_0472,Tramo RN-15 Sacapulas (Colomba - Santa Cruz Muluá) - Ref 473,Colomba,Santa Cruz Muluá,INTERAMERICANA,20.01,25,BUENO
TRM_132_163_0473,Tramo RN-7 Cobán-Quiché (San Francisco La Unión - San Martín Zapotitlán) - Ref 474,San Francisco La Unión,San Martín Zapotitlán,NACIONAL_ASFALTO,9.35,30,MALO
TRM_133_164_0474,Tramo RN-11 Panajachel (El Palmar - San Felipe) - Ref 475,El Palmar,San Felipe,PEATONAL,71.33,217,REGULAR
TRM_134_165_0475,Tramo RN-15 Sacapulas (Coatepeque - San Andrés Villa Seca) - Ref 476,Coatepeque,San Andrés Villa Seca,INTERAMERICANA,47.07,137,BUENO
TRM_135_166_0476,Tramo Ruta Nacional RN-1 (Génova - Champerico) - Ref 477,Génova,Champerico,NACIONAL_ASFALTO,54.04,71,BUENO
TRM_136_167_0477,Tramo RN-7 Cobán-Quiché (Flores Costa Cuca - Nuevo San Carlos) - Ref 478,Flores Costa Cuca,Nuevo San Carlos,ACUATICA,68.82,222,MALO
TRM_137_168_0478,Tramo RN-7 Cobán-Quiché (La Esperanza - El Asintal) - Ref 479,La Esperanza,El Asintal,TERRACERIA,11.95,34,BUENO
TRM_138_169_0479,Tramo RN-15 Sacapulas (Palestina de Los Altos - San Marcos) - Ref 480,Palestina de Los Altos,San Marcos,TERRACERIA,33.09,44,BUENO
TRM_139_170_0480,Tramo RN-15 Sacapulas (Mazatenango - San Pedro Sacatepéquez) - Ref 481,Mazatenango,San Pedro Sacatepéquez,TERRACERIA,72.57,240,BUENO
TRM_140_171_0481,Tramo Ruta Nacional RN-1 (Cuyotenango - San Antonio Sacatepéquez) - Ref 482,Cuyotenango,San Antonio Sacatepéquez,PEATONAL,6.48,18,BUENO
TRM_141_172_0482,Tramo RN-11 Panajachel (San Francisco Zapotitlán - Comitancillo) - Ref 483,San Francisco Zapotitlán,Comitancillo,TERRACERIA,19.78,32,BUENO
TRM_142_173_0483,Tramo RN-9 Salcajá (San Bernardino - San Miguel Ixtahuacán) - Ref 484,San Bernardino,San Miguel Ixtahuacán,TERRACERIA,65.73,173,BUENO
TRM_143_174_0484,Tramo RN-11 Panajachel (San José El Ídolo - Concepción Tutuapa) - Ref 485,San José El Ídolo,Concepción Tutuapa,NACIONAL_ASFALTO,63.74,134,BLOQUEADO
TRM_144_175_0485,Tramo RN-9 Salcajá (Santo Domingo Suchitepéquez - Tacaná) - Ref 486,Santo Domingo Suchitepéquez,Tacaná,ACUATICA,59.72,139,BUENO
TRM_145_176_0486,Tramo RN-9 Salcajá (San Lorenzo - Sibinal) - Ref 487,San Lorenzo,Sibinal,PEATONAL,67.9,129,BUENO
TRM_146_177_0487,Tramo Ruta Nacional RN-1 (Samayac - Tajumulco) - Ref 488,Samayac,Tajumulco,INTERAMERICANA,49.66,138,BUENO
TRM_147_178_0488,Tramo CA-1 Occidente (San Pablo Jocopilas - Tejutla) - Ref 489,San Pablo Jocopilas,Tejutla,ACUATICA,53.39,125,BUENO
TRM_148_179_0489,Tramo RN-15 Sacapulas (San Antonio Suchitepéquez - San Rafael Pie de la Cuesta) - Ref 490,San Antonio Suchitepéquez,San Rafael Pie de la Cuesta,INTERAMERICANA,44.48,111,BUENO
TRM_149_180_0490,Tramo RN-15 Sacapulas (San Miguel Panán - Nuevo Progreso) - Ref 491,San Miguel Panán,Nuevo Progreso,NACIONAL_ASFALTO,24.17,63,BUENO
TRM_150_181_0491,Tramo RN-9 Salcajá (San Gabriel - El Tumbador) - Ref 492,San Gabriel,El Tumbador,ACUATICA,16.65,48,BUENO
TRM_151_182_0492,Tramo RN-11 Panajachel (Chicacao - El Rodeo) - Ref 493,Chicacao,El Rodeo,TERRACERIA,34.35,111,BUENO
TRM_152_183_0493,Tramo RN-7 Cobán-Quiché (Patulul - Malacatán) - Ref 494,Patulul,Malacatán,TERRACERIA,14.51,44,BUENO
TRM_153_184_0494,Tramo RN-15 Sacapulas (Santa Bárbara - Catarina) - Ref 495,Santa Bárbara,Catarina,ACUATICA,24.59,83,BUENO
TRM_154_185_0495,Tramo RN-9 Salcajá (San Juan Bautista - Ayutla) - Ref 496,San Juan Bautista,Ayutla,NACIONAL_ASFALTO,15.33,36,BUENO
TRM_155_186_0496,Tramo RN-7 Cobán-Quiché (Santo Tomás La Unión - Ocós) - Ref 497,Santo Tomás La Unión,Ocós,TERRACERIA,28.35,40,BUENO
TRM_156_187_0497,Tramo RN-15 Sacapulas (Zunilito - San Pablo) - Ref 498,Zunilito,San Pablo,PEATONAL,47.89,111,BUENO
TRM_157_188_0498,Tramo Ruta Nacional RN-1 (Pueblo Nuevo - El Quetzal) - Ref 499,Pueblo Nuevo,El Quetzal,ACUATICA,44.49,73,BLOQUEADO
TRM_158_189_0499,Tramo RN-11 Panajachel (Río Bravo - La Reforma) - Ref 500,Río Bravo,La Reforma,ACUATICA,36.91,128,BUENO
TRM_159_190_0500,Tramo RN-11 Panajachel (San José La Máquina - Pajapita) - Ref 501,San José La Máquina,Pajapita,INTERAMERICANA,5.81,17,BUENO
TRM_160_191_0501,Tramo RN-9 Salcajá (Retalhuleu - Ixchiguán) - Ref 502,Retalhuleu,Ixchiguán,NACIONAL_ASFALTO,26.56,42,BUENO
TRM_161_192_0502,Tramo RN-7 Cobán-Quiché (San Sebastián - San José Ojetenam) - Ref 503,San Sebastián,San José Ojetenam,PEATONAL,55.04,98,MALO
TRM_162_193_0503,Tramo CA-1 Occidente (Santa Cruz Muluá - San Cristóbal Cucho) - Ref 504,Santa Cruz Muluá,San Cristóbal Cucho,ACUATICA,55.69,104,REGULAR
TRM_163_194_0504,Tramo RN-9 Salcajá (San Martín Zapotitlán - Sipacapa) - Ref 505,San Martín Zapotitlán,Sipacapa,ACUATICA,31.17,47,BUENO
TRM_164_195_0505,Tramo RN-15 Sacapulas (San Felipe - Esquipulas Palo Gordo) - Ref 506,San Felipe,Esquipulas Palo Gordo,NACIONAL_ASFALTO,20.76,32,BUENO
TRM_165_196_0506,Tramo RN-9 Salcajá (San Andrés Villa Seca - Río Blanco) - Ref 507,San Andrés Villa Seca,Río Blanco,NACIONAL_ASFALTO,25.82,62,BUENO
TRM_166_197_0507,Tramo RN-9 Salcajá (Champerico - San Lorenzo) - Ref 508,Champerico,San Lorenzo,NACIONAL_ASFALTO,29.68,37,BUENO
TRM_167_198_0508,Tramo RN-7 Cobán-Quiché (Nuevo San Carlos - La Blanca) - Ref 509,Nuevo San Carlos,La Blanca,PEATONAL,25.95,53,BUENO
TRM_168_199_0509,Tramo RN-15 Sacapulas (El Asintal - Huehuetenango) - Ref 510,El Asintal,Huehuetenango,NACIONAL_ASFALTO,71.37,112,BUENO
TRM_169_200_0510,Tramo RN-11 Panajachel (San Marcos - Chiantla) - Ref 511,San Marcos,Chiantla,INTERAMERICANA,19.74,53,REGULAR
TRM_170_201_0511,Tramo RN-15 Sacapulas (San Pedro Sacatepéquez - Malacatancito) - Ref 512,San Pedro Sacatepéquez,Malacatancito,PEATONAL,52.42,87,BUENO
TRM_171_202_0512,Tramo Ruta Nacional RN-1 (San Antonio Sacatepéquez - Cuilco) - Ref 513,San Antonio Sacatepéquez,Cuilco,ACUATICA,40.85,67,BUENO
TRM_172_203_0513,Tramo RN-9 Salcajá (Comitancillo - Nentón) - Ref 514,Comitancillo,Nentón,INTERAMERICANA,51.46,62,MALO
TRM_173_204_0514,Tramo Ruta Nacional RN-1 (San Miguel Ixtahuacán - San Pedro Necta) - Ref 515,San Miguel Ixtahuacán,San Pedro Necta,TERRACERIA,22.54,68,REGULAR
TRM_174_205_0515,Tramo CA-1 Occidente (Concepción Tutuapa - Jacaltenango) - Ref 516,Concepción Tutuapa,Jacaltenango,PEATONAL,32.54,43,MALO
TRM_175_206_0516,Tramo CA-1 Occidente (Tacaná - Soloma) - Ref 517,Tacaná,Soloma,INTERAMERICANA,35.88,70,BUENO
TRM_176_207_0517,Tramo CA-1 Occidente (Sibinal - Ixtahuacán) - Ref 518,Sibinal,Ixtahuacán,PEATONAL,49.22,143,BLOQUEADO
TRM_177_208_0518,Tramo RN-7 Cobán-Quiché (Tajumulco - Santa Bárbara) - Ref 519,Tajumulco,Santa Bárbara,ACUATICA,44.21,60,BUENO
TRM_178_209_0519,Tramo RN-11 Panajachel (Tejutla - La Libertad) - Ref 520,Tejutla,La Libertad,INTERAMERICANA,25.0,44,BUENO
TRM_179_210_0520,Tramo RN-15 Sacapulas (San Rafael Pie de la Cuesta - La Democracia) - Ref 521,San Rafael Pie de la Cuesta,La Democracia,NACIONAL_ASFALTO,23.45,53,BUENO
TRM_180_211_0521,Tramo RN-15 Sacapulas (Nuevo Progreso - San Miguel Acatán) - Ref 522,Nuevo Progreso,San Miguel Acatán,ACUATICA,68.29,110,REGULAR
TRM_181_212_0522,Tramo RN-7 Cobán-Quiché (El Tumbador - San Rafael La Independencia) - Ref 523,El Tumbador,San Rafael La Independencia,NACIONAL_ASFALTO,8.77,16,BUENO
TRM_182_213_0523,Tramo RN-7 Cobán-Quiché (El Rodeo - Todos Santos Cuchumatán) - Ref 524,El Rodeo,Todos Santos Cuchumatán,INTERAMERICANA,51.27,106,BUENO
TRM_183_214_0524,Tramo RN-11 Panajachel (Malacatán - San Juan Atitán) - Ref 525,Malacatán,San Juan Atitán,NACIONAL_ASFALTO,8.55,16,BUENO
TRM_184_215_0525,Tramo RN-7 Cobán-Quiché (Catarina - Santa Eulalia) - Ref 526,Catarina,Santa Eulalia,ACUATICA,70.66,197,REGULAR
TRM_185_216_0526,Tramo RN-7 Cobán-Quiché (Ayutla - San Mateo Ixtatán) - Ref 527,Ayutla,San Mateo Ixtatán,ACUATICA,27.21,72,BUENO
TRM_186_217_0527,Tramo RN-9 Salcajá (Ocós - Colotenango) - Ref 528,Ocós,Colotenango,PEATONAL,70.38,233,BUENO
TRM_187_218_0528,Tramo RN-11 Panajachel (San Pablo - San Sebastián Huehuetenango) - Ref 529,San Pablo,San Sebastián Huehuetenango,ACUATICA,39.78,66,BUENO
TRM_188_219_0529,Tramo RN-9 Salcajá (El Quetzal - Tectitán) - Ref 530,El Quetzal,Tectitán,TERRACERIA,21.28,30,BUENO
TRM_189_220_0530,Tramo RN-9 Salcajá (La Reforma - Concepción Huista) - Ref 531,La Reforma,Concepción Huista,INTERAMERICANA,51.26,62,MALO
TRM_190_221_0531,Tramo RN-11 Panajachel (Pajapita - San Juan Ixcoy) - Ref 532,Pajapita,San Juan Ixcoy,INTERAMERICANA,17.32,50,REGULAR
TRM_191_222_0532,Tramo Ruta Nacional RN-1 (Ixchiguán - San Antonio Huista) - Ref 533,Ixchiguán,San Antonio Huista,ACUATICA,57.83,194,BUENO
TRM_192_223_0533,Tramo CA-1 Occidente (San José Ojetenam - San Sebastián Coatán) - Ref 534,San José Ojetenam,San Sebastián Coatán,ACUATICA,63.27,115,BUENO
TRM_193_224_0534,Tramo RN-11 Panajachel (San Cristóbal Cucho - Barillas) - Ref 535,San Cristóbal Cucho,Barillas,NACIONAL_ASFALTO,72.68,230,REGULAR
TRM_194_225_0535,Tramo Ruta Nacional RN-1 (Sipacapa - Aguacatán) - Ref 536,Sipacapa,Aguacatán,TERRACERIA,74.64,163,BUENO
TRM_195_226_0536,Tramo CA-1 Occidente (Esquipulas Palo Gordo - San Rafael Petzal) - Ref 537,Esquipulas Palo Gordo,San Rafael Petzal,INTERAMERICANA,38.86,119,BUENO
TRM_196_227_0537,Tramo RN-15 Sacapulas (Río Blanco - San Gaspar Ixchil) - Ref 538,Río Blanco,San Gaspar Ixchil,PEATONAL,11.98,31,BUENO
TRM_197_228_0538,Tramo Ruta Nacional RN-1 (San Lorenzo - Santiago Chimaltenango) - Ref 539,San Lorenzo,Santiago Chimaltenango,PEATONAL,43.29,62,BUENO
TRM_198_229_0539,Tramo CA-1 Occidente (La Blanca - Santa Ana Huista) - Ref 540,La Blanca,Santa Ana Huista,TERRACERIA,6.59,14,BUENO
TRM_199_230_0540,Tramo RN-9 Salcajá (Huehuetenango - Unión Cantinil) - Ref 541,Huehuetenango,Unión Cantinil,ACUATICA,51.53,178,BUENO
TRM_200_231_0541,Tramo RN-11 Panajachel (Chiantla - Petatán) - Ref 542,Chiantla,Petatán,NACIONAL_ASFALTO,10.62,24,BUENO
TRM_201_232_0542,Tramo RN-11 Panajachel (Malacatancito - Santa Cruz del Quiché) - Ref 543,Malacatancito,Santa Cruz del Quiché,ACUATICA,46.08,100,BUENO
TRM_202_233_0543,Tramo Ruta Nacional RN-1 (Cuilco - Chiché) - Ref 544,Cuilco,Chiché,INTERAMERICANA,50.1,157,BUENO
TRM_203_234_0544,Tramo RN-9 Salcajá (Nentón - Chinique) - Ref 545,Nentón,Chinique,INTERAMERICANA,55.96,185,BUENO
TRM_204_235_0545,Tramo RN-11 Panajachel (San Pedro Necta - Zacualpa) - Ref 546,San Pedro Necta,Zacualpa,PEATONAL,37.22,54,BUENO
TRM_205_236_0546,Tramo RN-15 Sacapulas (Jacaltenango - Chajul) - Ref 547,Jacaltenango,Chajul,ACUATICA,14.15,47,BUENO
TRM_206_237_0547,Tramo RN-9 Salcajá (Soloma - Chichicastenango) - Ref 548,Soloma,Chichicastenango,INTERAMERICANA,6.89,22,REGULAR
TRM_207_238_0548,Tramo RN-7 Cobán-Quiché (Ixtahuacán - Patzité) - Ref 549,Ixtahuacán,Patzité,ACUATICA,58.57,188,BUENO
TRM_208_239_0549,Tramo Ruta Nacional RN-1 (Santa Bárbara - San Antonio Ilotenango) - Ref 550,Santa Bárbara,San Antonio Ilotenango,ACUATICA,26.51,44,BUENO
TRM_209_240_0550,Tramo CA-1 Occidente (La Libertad - San Pedro Jocopilas) - Ref 551,La Libertad,San Pedro Jocopilas,TERRACERIA,52.58,94,BUENO
TRM_210_241_0551,Tramo RN-15 Sacapulas (La Democracia - Cunén) - Ref 552,La Democracia,Cunén,INTERAMERICANA,38.87,50,BUENO
TRM_211_242_0552,Tramo CA-1 Occidente (San Miguel Acatán - San Juan Cotzal) - Ref 553,San Miguel Acatán,San Juan Cotzal,ACUATICA,63.76,87,BUENO
TRM_212_243_0553,Tramo RN-7 Cobán-Quiché (San Rafael La Independencia - Joyabaj) - Ref 554,San Rafael La Independencia,Joyabaj,TERRACERIA,14.54,31,BUENO
TRM_213_244_0554,Tramo RN-11 Panajachel (Todos Santos Cuchumatán - Nebaj) - Ref 555,Todos Santos Cuchumatán,Nebaj,INTERAMERICANA,16.84,23,BUENO
TRM_214_245_0555,Tramo Ruta Nacional RN-1 (San Juan Atitán - San Andrés Sajcabajá) - Ref 556,San Juan Atitán,San Andrés Sajcabajá,INTERAMERICANA,16.97,45,BUENO
TRM_215_246_0556,Tramo CA-1 Occidente (Santa Eulalia - Uspantán) - Ref 557,Santa Eulalia,Uspantán,TERRACERIA,27.67,56,MALO
TRM_216_247_0557,Tramo RN-11 Panajachel (San Mateo Ixtatán - Sacapulas) - Ref 558,San Mateo Ixtatán,Sacapulas,INTERAMERICANA,22.03,57,MALO
TRM_217_248_0558,Tramo RN-9 Salcajá (Colotenango - San Bartolomé Jocotenango) - Ref 559,Colotenango,San Bartolomé Jocotenango,NACIONAL_ASFALTO,45.87,67,BUENO
TRM_218_249_0559,Tramo Ruta Nacional RN-1 (San Sebastián Huehuetenango - Canillá) - Ref 560,San Sebastián Huehuetenango,Canillá,PEATONAL,40.38,138,BUENO
TRM_219_250_0560,Tramo RN-9 Salcajá (Tectitán - Chicamán) - Ref 561,Tectitán,Chicamán,ACUATICA,56.83,139,BUENO
TRM_220_251_0561,Tramo RN-7 Cobán-Quiché (Concepción Huista - Ixcán) - Ref 562,Concepción Huista,Ixcán,TERRACERIA,37.62,99,BUENO
TRM_221_252_0562,Tramo Ruta Nacional RN-1 (San Juan Ixcoy - Pachalum) - Ref 563,San Juan Ixcoy,Pachalum,PEATONAL,70.65,132,BUENO
TRM_222_253_0563,Tramo Ruta Nacional RN-1 (San Antonio Huista - Salamá) - Ref 564,San Antonio Huista,Salamá,INTERAMERICANA,35.34,112,BUENO
TRM_223_254_0564,Tramo RN-15 Sacapulas (San Sebastián Coatán - San Miguel Chicaj) - Ref 565,San Sebastián Coatán,San Miguel Chicaj,TERRACERIA,61.48,120,BUENO
TRM_224_255_0565,Tramo RN-15 Sacapulas (Barillas - Rabinal) - Ref 566,Barillas,Rabinal,TERRACERIA,60.7,181,BUENO
TRM_225_256_0566,Tramo RN-11 Panajachel (Aguacatán - Cubulco) - Ref 567,Aguacatán,Cubulco,INTERAMERICANA,58.25,100,REGULAR
TRM_226_257_0567,Tramo RN-7 Cobán-Quiché (San Rafael Petzal - Granados) - Ref 568,San Rafael Petzal,Granados,PEATONAL,66.78,161,BUENO
TRM_227_258_0568,Tramo RN-7 Cobán-Quiché (San Gaspar Ixchil - El Chol) - Ref 569,San Gaspar Ixchil,El Chol,NACIONAL_ASFALTO,31.78,67,BUENO
TRM_228_259_0569,Tramo RN-15 Sacapulas (Santiago Chimaltenango - San Jerónimo) - Ref 570,Santiago Chimaltenango,San Jerónimo,NACIONAL_ASFALTO,73.68,230,MALO
TRM_229_260_0570,Tramo RN-9 Salcajá (Santa Ana Huista - Purulhá) - Ref 571,Santa Ana Huista,Purulhá,ACUATICA,44.15,131,BUENO
TRM_230_261_0571,Tramo RN-15 Sacapulas (Unión Cantinil - Cobán) - Ref 572,Unión Cantinil,Cobán,INTERAMERICANA,43.3,110,BUENO
TRM_231_262_0572,Tramo RN-11 Panajachel (Petatán - Santa Cruz Verapaz) - Ref 573,Petatán,Santa Cruz Verapaz,INTERAMERICANA,31.65,44,BUENO
TRM_232_263_0573,Tramo Ruta Nacional RN-1 (Santa Cruz del Quiché - San Cristóbal Verapaz) - Ref 574,Santa Cruz del Quiché,San Cristóbal Verapaz,PEATONAL,56.58,163,BUENO
TRM_233_264_0574,Tramo CA-1 Occidente (Chiché - Tactic) - Ref 575,Chiché,Tactic,PEATONAL,29.31,89,BUENO
TRM_234_265_0575,Tramo Ruta Nacional RN-1 (Chinique - Tamahú) - Ref 576,Chinique,Tamahú,INTERAMERICANA,25.15,38,BUENO
TRM_235_266_0576,Tramo RN-11 Panajachel (Zacualpa - Tucurú) - Ref 577,Zacualpa,Tucurú,INTERAMERICANA,24.38,81,BUENO
TRM_236_267_0577,Tramo Ruta Nacional RN-1 (Chajul - Panzós) - Ref 578,Chajul,Panzós,NACIONAL_ASFALTO,66.19,202,REGULAR
TRM_237_268_0578,Tramo CA-1 Occidente (Chichicastenango - Senahú) - Ref 579,Chichicastenango,Senahú,NACIONAL_ASFALTO,42.98,115,BUENO
TRM_238_269_0579,Tramo RN-11 Panajachel (Patzité - San Pedro Carchá) - Ref 580,Patzité,San Pedro Carchá,TERRACERIA,20.16,35,BUENO
TRM_239_270_0580,Tramo RN-7 Cobán-Quiché (San Antonio Ilotenango - San Juan Chamelco) - Ref 581,San Antonio Ilotenango,San Juan Chamelco,PEATONAL,47.94,58,BUENO
TRM_240_271_0581,Tramo RN-7 Cobán-Quiché (San Pedro Jocopilas - Lanquín) - Ref 582,San Pedro Jocopilas,Lanquín,INTERAMERICANA,51.11,131,REGULAR
TRM_241_272_0582,Tramo Ruta Nacional RN-1 (Cunén - Cahabón) - Ref 583,Cunén,Cahabón,INTERAMERICANA,65.36,116,BUENO
TRM_242_273_0583,Tramo RN-9 Salcajá (San Juan Cotzal - Chisec) - Ref 584,San Juan Cotzal,Chisec,PEATONAL,25.93,76,REGULAR
TRM_243_274_0584,Tramo RN-9 Salcajá (Joyabaj - Chahal) - Ref 585,Joyabaj,Chahal,INTERAMERICANA,56.59,72,BUENO
TRM_244_275_0585,Tramo CA-1 Occidente (Nebaj - Fray Bartolomé de Las Casas) - Ref 586,Nebaj,Fray Bartolomé de Las Casas,INTERAMERICANA,47.65,148,BUENO
TRM_245_276_0586,Tramo CA-1 Occidente (San Andrés Sajcabajá - Santa Catalina La Tinta) - Ref 587,San Andrés Sajcabajá,Santa Catalina La Tinta,NACIONAL_ASFALTO,17.61,34,BUENO
TRM_246_277_0587,Tramo RN-11 Panajachel (Uspantán - Raxruhá) - Ref 588,Uspantán,Raxruhá,TERRACERIA,24.89,75,BUENO
TRM_247_278_0588,Tramo Ruta Nacional RN-1 (Sacapulas - Flores) - Ref 589,Sacapulas,Flores,INTERAMERICANA,6.26,10,BUENO
TRM_248_279_0589,Tramo RN-11 Panajachel (San Bartolomé Jocotenango - San José) - Ref 590,San Bartolomé Jocotenango,San José,PEATONAL,7.69,9,BUENO
TRM_249_280_0590,Tramo CA-1 Occidente (Canillá - San Benito) - Ref 591,Canillá,San Benito,INTERAMERICANA,11.6,21,BUENO
TRM_250_281_0591,Tramo RN-15 Sacapulas (Chicamán - San Andrés) - Ref 592,Chicamán,San Andrés,ACUATICA,68.09,89,BUENO
TRM_251_282_0592,Tramo CA-1 Occidente (Ixcán - La Libertad) - Ref 593,Ixcán,La Libertad,INTERAMERICANA,17.99,33,BUENO
TRM_252_283_0593,Tramo Ruta Nacional RN-1 (Pachalum - San Francisco) - Ref 594,Pachalum,San Francisco,NACIONAL_ASFALTO,28.66,90,BUENO
TRM_253_284_0594,Tramo RN-9 Salcajá (Salamá - Santa Ana) - Ref 595,Salamá,Santa Ana,TERRACERIA,12.13,27,BUENO
TRM_254_285_0595,Tramo RN-11 Panajachel (San Miguel Chicaj - Dolores) - Ref 596,San Miguel Chicaj,Dolores,PEATONAL,20.19,33,REGULAR
TRM_255_286_0596,Tramo Ruta Nacional RN-1 (Rabinal - San Luis) - Ref 597,Rabinal,San Luis,INTERAMERICANA,18.59,45,BUENO
TRM_256_287_0597,Tramo RN-15 Sacapulas (Cubulco - Sayaxché) - Ref 598,Cubulco,Sayaxché,INTERAMERICANA,42.6,95,REGULAR
TRM_257_288_0598,Tramo RN-7 Cobán-Quiché (Granados - Melchor de Mencos) - Ref 599,Granados,Melchor de Mencos,INTERAMERICANA,65.59,219,BUENO
TRM_258_289_0599,Tramo RN-9 Salcajá (El Chol - Poptún) - Ref 600,El Chol,Poptún,NACIONAL_ASFALTO,69.19,178,BUENO
TRM_259_290_0600,Tramo RN-15 Sacapulas (San Jerónimo - Las Cruces) - Ref 601,San Jerónimo,Las Cruces,NACIONAL_ASFALTO,64.71,140,REGULAR
TRM_260_291_0601,Tramo RN-15 Sacapulas (Purulhá - El Chal) - Ref 602,Purulhá,El Chal,NACIONAL_ASFALTO,8.71,23,REGULAR
TRM_261_292_0602,Tramo Ruta Nacional RN-1 (Cobán - Puerto Barrios) - Ref 603,Cobán,Puerto Barrios,INTERAMERICANA,21.28,70,BUENO
TRM_262_293_0603,Tramo CA-1 Occidente (Santa Cruz Verapaz - Lívingston) - Ref 604,Santa Cruz Verapaz,Lívingston,ACUATICA,53.06,118,BUENO
TRM_263_294_0604,Tramo RN-15 Sacapulas (San Cristóbal Verapaz - El Estor) - Ref 605,San Cristóbal Verapaz,El Estor,NACIONAL_ASFALTO,40.89,49,BUENO
TRM_264_295_0605,Tramo RN-9 Salcajá (Tactic - Morales) - Ref 606,Tactic,Morales,PEATONAL,34.01,108,BUENO
TRM_265_296_0606,Tramo RN-9 Salcajá (Tamahú - Los Amates) - Ref 607,Tamahú,Los Amates,NACIONAL_ASFALTO,69.26,192,BUENO
TRM_266_297_0607,Tramo RN-9 Salcajá (Tucurú - Zacapa) - Ref 608,Tucurú,Zacapa,NACIONAL_ASFALTO,43.87,128,BUENO
TRM_267_298_0608,Tramo RN-7 Cobán-Quiché (Panzós - Estanzuela) - Ref 609,Panzós,Estanzuela,PEATONAL,70.19,158,MALO
TRM_268_299_0609,Tramo CA-1 Occidente (Senahú - Río Hondo) - Ref 610,Senahú,Río Hondo,INTERAMERICANA,57.65,104,BUENO
TRM_269_300_0610,Tramo RN-15 Sacapulas (San Pedro Carchá - Gualán) - Ref 611,San Pedro Carchá,Gualán,ACUATICA,73.88,239,REGULAR
TRM_270_301_0611,Tramo RN-9 Salcajá (San Juan Chamelco - Teculután) - Ref 612,San Juan Chamelco,Teculután,ACUATICA,39.69,125,REGULAR
TRM_271_302_0612,Tramo RN-15 Sacapulas (Lanquín - Usumatlán) - Ref 613,Lanquín,Usumatlán,INTERAMERICANA,57.43,81,BUENO
TRM_272_303_0613,Tramo RN-7 Cobán-Quiché (Cahabón - Cabañas) - Ref 614,Cahabón,Cabañas,PEATONAL,59.0,116,REGULAR
TRM_273_304_0614,Tramo Ruta Nacional RN-1 (Chisec - San Diego) - Ref 615,Chisec,San Diego,TERRACERIA,23.36,53,REGULAR
TRM_274_305_0615,Tramo RN-11 Panajachel (Chahal - La Unión) - Ref 616,Chahal,La Unión,PEATONAL,61.07,108,BUENO
TRM_275_306_0616,Tramo RN-15 Sacapulas (Fray Bartolomé de Las Casas - Huité) - Ref 617,Fray Bartolomé de Las Casas,Huité,INTERAMERICANA,50.41,110,BUENO
TRM_276_307_0617,Tramo RN-7 Cobán-Quiché (Santa Catalina La Tinta - San Jorge) - Ref 618,Santa Catalina La Tinta,San Jorge,PEATONAL,63.16,107,BUENO
TRM_277_308_0618,Tramo Ruta Nacional RN-1 (Raxruhá - Chiquimula) - Ref 619,Raxruhá,Chiquimula,ACUATICA,42.01,121,REGULAR
TRM_278_309_0619,Tramo Ruta Nacional RN-1 (Flores - San José La Arada) - Ref 620,Flores,San José La Arada,TERRACERIA,35.99,73,REGULAR
TRM_279_310_0620,Tramo RN-11 Panajachel (San José - San Juan Ermita) - Ref 621,San José,San Juan Ermita,ACUATICA,50.79,116,BUENO
TRM_280_311_0621,Tramo RN-9 Salcajá (San Benito - Jocotán) - Ref 622,San Benito,Jocotán,ACUATICA,14.2,25,REGULAR
TRM_281_312_0622,Tramo RN-11 Panajachel (San Andrés - Camotán) - Ref 623,San Andrés,Camotán,ACUATICA,9.17,28,REGULAR
TRM_282_313_0623,Tramo CA-1 Occidente (La Libertad - Olopa) - Ref 624,La Libertad,Olopa,NACIONAL_ASFALTO,54.58,189,BUENO
TRM_283_314_0624,Tramo RN-9 Salcajá (San Francisco - Esquipulas) - Ref 625,San Francisco,Esquipulas,INTERAMERICANA,71.52,138,BLOQUEADO
TRM_284_315_0625,Tramo RN-9 Salcajá (Santa Ana - Concepción Las Minas) - Ref 626,Santa Ana,Concepción Las Minas,ACUATICA,61.66,109,BUENO
TRM_285_316_0626,Tramo RN-11 Panajachel (Dolores - Quezaltepeque) - Ref 627,Dolores,Quezaltepeque,PEATONAL,47.1,76,REGULAR
TRM_286_317_0627,Tramo Ruta Nacional RN-1 (San Luis - San Jacinto) - Ref 628,San Luis,San Jacinto,NACIONAL_ASFALTO,66.26,87,REGULAR
TRM_287_318_0628,Tramo RN-15 Sacapulas (Sayaxché - Ipala) - Ref 629,Sayaxché,Ipala,INTERAMERICANA,7.71,26,BUENO
TRM_288_319_0629,Tramo RN-15 Sacapulas (Melchor de Mencos - Jalapa) - Ref 630,Melchor de Mencos,Jalapa,INTERAMERICANA,18.94,64,BLOQUEADO
TRM_289_320_0630,Tramo Ruta Nacional RN-1 (Poptún - San Pedro Pinula) - Ref 631,Poptún,San Pedro Pinula,TERRACERIA,42.79,68,REGULAR
TRM_290_321_0631,Tramo RN-15 Sacapulas (Las Cruces - San Luis Jilotepeque) - Ref 632,Las Cruces,San Luis Jilotepeque,PEATONAL,23.21,32,BUENO
