id_taller,codigo,nombre,representante,departamento_pcode,municipio_pcode,direccion,anio_fundacion,cantidad_miembros,contacto
426,TAL_GT1308_0425,Asociación de Artesanos Cholsamaj Ixchel de Soloma,Maestro Rosa  Fuentes,GT13,GT1308,"Cantón El Carmen, Lote 31",1983,37,+502 5271-1889
427,TAL_GT1309_0426,Taller Familiar de Arte Tradicional Sop en Ixtahuacán,Maestro María Tzoc,GT13,GT1309,"Cantón Centro, Lote 58",1972,27,+502 4552-8144
428,TAL_GT1310_0427,Cooperativa de Producción Artesanal Atitlan de R.L. (Santa Bárbara),Maestro Santiago  Fuentes,GT13,GT1310,"Cantón Tzanjuyup, Lote 93",1984,18,+502 5279-6515
429,TAL_GT1311_0428,Asociación de Artesanos Chup Iximche de La Libertad,Maestro Santiago Tax,GT13,GT1311,"Cantón Pachoc, Lote 28",1992,21,+502 5915-8207
430,TAL_GT1312_0429,Taller Familiar de Arte Tradicional Patzun en La Democracia,Maestro Rosa Tzoc,GT13,GT1312,"Cantón Pachoc, Lote 75",2017,9,+502 5458-9983
431,TAL_GT1313_0430,Cooperativa de Producción Artesanal Jaspe de R.L. (San Miguel Acatán),Maestro Santiago Mazariegos,GT13,GT1313,"Cantón Tzanjuyup, Lote 42",2018,25,+502 5431-7756
432,TAL_GT1314_0431,Asociación de Artesanos Almolonga Hunapu de San Rafael La Independencia,Maestro Santiago Tzoc,GT13,GT1314,"Cantón Tzanjuyup, Lote 36",1978,33,+502 5206-7033
433,TAL_GT1315_0432,Taller Familiar de Arte Tradicional Ixchel en Todos Santos Cuchumatán,Maestro Rosa Ixcol,GT13,GT1315,"Cantón Xabajal, Lote 68",1991,40,+502 4302-5415
434,TAL_GT1316_0433,Cooperativa de Producción Artesanal Kiche de R.L. (San Juan Atitán),Maestro Rosa Tax,GT13,GT1316,"Cantón Xabajal, Lote 1",2007,11,+502 4703-2272
435,TAL_GT1317_0434,Asociación de Artesanos Atitlan Mam de Santa Eulalia,Maestro Juan Tupul,GT13,GT1317,"Cantón Centro, Lote 49",2015,20,+502 5083-2406
436,TAL_GT1318_0435,Taller Familiar de Arte Tradicional Iximche en San Mateo Ixtatán,Maestro Pedro Tax,GT13,GT1318,"Cantón El Carmen, Lote 23",2018,43,+502 4912-3371
437,TAL_GT1319_0436,Cooperativa de Producción Artesanal Qeqchi de R.L. (Colotenango),Maestro Juana  Fuentes,GT13,GT1319,"Cantón El Carmen, Lote 75",1998,39,+502 5796-8183
438,TAL_GT1320_0437,Asociación de Artesanos Jaspe Popol de San Sebastián Huehuetenango,Maestro Juan Tax,GT13,GT1320,"Cantón Tzanjuyup, Lote 22",2003,31,+502 5987-6765
439,TAL_GT1321_0438,Taller Familiar de Arte Tradicional Hunapu en Tectitán,Maestro Juan Tzoc,GT13,GT1321,"Cantón Tzanjuyup, Lote 66",2020,5,+502 4799-6585
440,TAL_GT1322_0439,Cooperativa de Producción Artesanal Xelaju de R.L. (Concepción Huista),Maestro Juana Mazariegos,GT13,GT1322,"Cantón Centro, Lote 11",1972,41,+502 4790-3877
441,TAL_GT1323_0440,Asociación de Artesanos Kiche Utatlan de San Juan Ixcoy,Maestro Tomasa Tzoc,GT13,GT1323,"Cantón El Carmen, Lote 61",2020,8,+502 5988-4695
442,TAL_GT1324_0441,Taller Familiar de Arte Tradicional Mam en San Antonio Huista,Maestro Pedro Mazariegos,GT13,GT1324,"Cantón Centro, Lote 1",2001,42,+502 4040-5777
443,TAL_GT1325_0442,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Sebastián Coatán),Maestro Juana Coché,GT13,GT1325,"Cantón El Carmen, Lote 67",1998,13,+502 5119-2355
444,TAL_GT1326_0443,Asociación de Artesanos Qeqchi Pacaya de Barillas,Maestro Manuel Ixcol,GT13,GT1326,"Cantón Xabajal, Lote 85",2016,25,+502 5133-1539
445,TAL_GT1327_0444,Taller Familiar de Arte Tradicional Popol en Aguacatán,Maestro Rosa Chox,GT13,GT1327,"Cantón Xabajal, Lote 96",1973,26,+502 4555-1496
446,TAL_GT1328_0445,Cooperativa de Producción Artesanal Cholsamaj de R.L. (San Rafael Petzal),Maestro Rosa  Fuentes,GT13,GT1328,"Cantón Xabajal, Lote 83",2022,30,+502 4952-6559
447,TAL_GT1329_0446,Asociación de Artesanos Xelaju Sop de San Gaspar Ixchil,Maestro Manuel Tupul,GT13,GT1329,"Cantón El Carmen, Lote 26",1990,10,+502 4232-8523
448,TAL_GT1330_0447,Taller Familiar de Arte Tradicional Utatlan en Santiago Chimaltenango,Maestro Manuel Coché,GT13,GT1330,"Cantón Xabajal, Lote 81",2002,38,+502 5373-9501
449,TAL_GT1331_0448,Cooperativa de Producción Artesanal Chup de R.L. (Santa Ana Huista),Maestro María Tax,GT13,GT1331,"Cantón Centro, Lote 77",1997,34,+502 5133-9446
450,TAL_GT1332_0449,Asociación de Artesanos Cuchumatanes Patzun de Unión Cantinil,Maestro Juan Ixcol,GT13,GT1332,"Cantón Pachoc, Lote 19",1975,29,+502 5594-1250
451,TAL_GT1333_0450,Taller Familiar de Arte Tradicional Pacaya en Petatán,Maestro Santiago Mazariegos,GT13,GT1333,"Cantón El Carmen, Lote 25",1984,30,+502 4340-4206
452,TAL_GT1401_0451,Cooperativa de Producción Artesanal Almolonga de R.L. (Santa Cruz del Quiché),Maestro Manuel Tupul,GT14,GT1401,"Cantón Centro, Lote 77",2002,35,+502 5916-9253
453,TAL_GT1402_0452,Asociación de Artesanos Cholsamaj Ixchel de Chiché,Maestro Juana Ixcol,GT14,GT1402,"Cantón Centro, Lote 62",2009,28,+502 4485-3930
454,TAL_GT1403_0453,Taller Familiar de Arte Tradicional Sop en Chinique,Maestro Juana Ixcol,GT14,GT1403,"Cantón Tzanjuyup, Lote 26",1989,11,+502 5243-1155
455,TAL_GT1404_0454,Cooperativa de Producción Artesanal Atitlan de R.L. (Zacualpa),Maestro María Tax,GT14,GT1404,"Cantón Centro, Lote 22",2019,16,+502 5607-1978
456,TAL_GT1405_0455,Asociación de Artesanos Chup Iximche de Chajul,Maestro Pedro Mazariegos,GT14,GT1405,"Cantón Tzanjuyup, Lote 23",1976,30,+502 5041-3595
457,TAL_GT1406_0456,Taller Familiar de Arte Tradicional Patzun en Chichicastenango,Maestro Juana Ixcol,GT14,GT1406,"Cantón Centro, Lote 4",1983,45,+502 4763-7688
458,TAL_GT1407_0457,Cooperativa de Producción Artesanal Jaspe de R.L. (Patzité),Maestro Juana  Fuentes,GT14,GT1407,"Cantón El Carmen, Lote 13",1982,41,+502 4829-8195
459,TAL_GT1408_0458,Asociación de Artesanos Almolonga Hunapu de San Antonio Ilotenango,Maestro Pedro Chox,GT14,GT1408,"Cantón Xabajal, Lote 18",1972,29,+502 5676-4605
460,TAL_GT1409_0459,Taller Familiar de Arte Tradicional Ixchel en San Pedro Jocopilas,Maestro María Tax,GT14,GT1409,"Cantón Centro, Lote 66",2006,45,+502 5145-1525
461,TAL_GT1410_0460,Cooperativa de Producción Artesanal Kiche de R.L. (Cunén),Maestro Juan Mazariegos,GT14,GT1410,"Cantón Pachoc, Lote 96",1995,24,+502 4974-2348
462,TAL_GT1411_0461,Asociación de Artesanos Atitlan Mam de San Juan Cotzal,Maestro Juana Ixcol,GT14,GT1411,"Cantón El Carmen, Lote 61",2010,18,+502 5918-5429
463,TAL_GT1412_0462,Taller Familiar de Arte Tradicional Iximche en Joyabaj,Maestro Juan Chox,GT14,GT1412,"Cantón Tzanjuyup, Lote 89",2022,23,+502 4407-5106
464,TAL_GT1413_0463,Cooperativa de Producción Artesanal Qeqchi de R.L. (Nebaj),Maestro Tomasa Ixcol,GT14,GT1413,"Cantón Tzanjuyup, Lote 56",2002,33,+502 4879-7942
465,TAL_GT1414_0464,Asociación de Artesanos Jaspe Popol de San Andrés Sajcabajá,Maestro María Chox,GT14,GT1414,"Cantón Centro, Lote 23",1972,27,+502 4239-7776
466,TAL_GT1415_0465,Taller Familiar de Arte Tradicional Hunapu en Uspantán,Maestro María Tupul,GT14,GT1415,"Cantón Pachoc, Lote 35",2013,11,+502 4972-9599
467,TAL_GT1416_0466,Cooperativa de Producción Artesanal Xelaju de R.L. (Sacapulas),Maestro Pedro Tax,GT14,GT1416,"Cantón Pachoc, Lote 69",1982,12,+502 4755-6603
468,TAL_GT1417_0467,Asociación de Artesanos Kiche Utatlan de San Bartolomé Jocotenango,Maestro Juana Mazariegos,GT14,GT1417,"Cantón Pachoc, Lote 22",1995,16,+502 5239-6231
469,TAL_GT1418_0468,Taller Familiar de Arte Tradicional Mam en Canillá,Maestro Pedro Mazariegos,GT14,GT1418,"Cantón El Carmen, Lote 13",1993,38,+502 5958-1689
470,TAL_GT1419_0469,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Chicamán),Maestro Santiago Tzoc,GT14,GT1419,"Cantón Xabajal, Lote 83",2008,32,+502 5034-2812
471,TAL_GT1420_0470,Asociación de Artesanos Qeqchi Pacaya de Ixcán,Maestro Rosa Tzoc,GT14,GT1420,"Cantón Tzanjuyup, Lote 40",1987,38,+502 5401-1460
472,TAL_GT1421_0471,Taller Familiar de Arte Tradicional Popol en Pachalum,Maestro Santiago Mazariegos,GT14,GT1421,"Cantón Centro, Lote 18",2000,22,+502 5451-1379
473,TAL_GT1501_0472,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Salamá),Maestro Tomasa Tax,GT15,GT1501,"Cantón Centro, Lote 87",2009,18,+502 4027-3224
474,TAL_GT1502_0473,Asociación de Artesanos Xelaju Sop de San Miguel Chicaj,Maestro Tomasa Tzoc,GT15,GT1502,"Cantón Tzanjuyup, Lote 72",1974,15,+502 5960-6533
475,TAL_GT1503_0474,Taller Familiar de Arte Tradicional Utatlan en Rabinal,Maestro Juana Tupul,GT15,GT1503,"Cantón El Carmen, Lote 8",2015,26,+502 4494-4231
476,TAL_GT1504_0475,Cooperativa de Producción Artesanal Chup de R.L. (Cubulco),Maestro Pedro Mazariegos,GT15,GT1504,"Cantón Pachoc, Lote 73",1982,11,+502 4429-1432
477,TAL_GT1505_0476,Asociación de Artesanos Cuchumatanes Patzun de Granados,Maestro Juan Chox,GT15,GT1505,"Cantón Xabajal, Lote 3",2006,29,+502 4337-3680
478,TAL_GT1506_0477,Taller Familiar de Arte Tradicional Pacaya en El Chol,Maestro Pedro Ixcol,GT15,GT1506,"Cantón Pachoc, Lote 85",1970,39,+502 5251-7010
479,TAL_GT1507_0478,Cooperativa de Producción Artesanal Almolonga de R.L. (San Jerónimo),Maestro Santiago  Fuentes,GT15,GT1507,"Cantón Xabajal, Lote 64",2010,32,+502 4926-8500
480,TAL_GT1508_0479,Asociación de Artesanos Cholsamaj Ixchel de Purulhá,Maestro María Coché,GT15,GT1508,"Cantón Tzanjuyup, Lote 87",1990,43,+502 4467-8225
481,TAL_GT0401_0480,Taller Familiar de Arte Tradicional Sop en Chimaltenango,Maestro Juana Tzoc,GT04,GT0401,"Cantón Centro, Lote 42",2019,26,+502 4818-2755
482,TAL_GT0402_0481,Cooperativa de Producción Artesanal Atitlan de R.L. (San José Poaquil),Maestro Juana  Fuentes,GT04,GT0402,"Cantón Pachoc, Lote 7",2012,8,+502 4243-5781
483,TAL_GT0403_0482,Asociación de Artesanos Chup Iximche de San Martín Jilotepeque,Maestro Juan Chox,GT04,GT0403,"Cantón Centro, Lote 54",2004,44,+502 4970-1426
484,TAL_GT0404_0483,Taller Familiar de Arte Tradicional Patzun en Comalapa,Maestro Juana  Fuentes,GT04,GT0404,"Cantón Tzanjuyup, Lote 25",1979,34,+502 5515-4364
485,TAL_GT0405_0484,Cooperativa de Producción Artesanal Jaspe de R.L. (Santa Apolonia),Maestro Santiago Coché,GT04,GT0405,"Cantón Xabajal, Lote 47",1976,18,+502 5353-6625
486,TAL_GT0406_0485,Asociación de Artesanos Almolonga Hunapu de Tecpán Guatemala,Maestro Tomasa Mazariegos,GT04,GT0406,"Cantón El Carmen, Lote 42",2000,27,+502 5772-5191
487,TAL_GT0407_0486,Taller Familiar de Arte Tradicional Ixchel en Patzún,Maestro Juan Tzoc,GT04,GT0407,"Cantón El Carmen, Lote 27",2015,42,+502 4695-6527
488,TAL_GT0408_0487,Cooperativa de Producción Artesanal Kiche de R.L. (Pochuta),Maestro Rosa Chox,GT04,GT0408,"Cantón Xabajal, Lote 34",1996,43,+502 5704-3614
489,TAL_GT0409_0488,Asociación de Artesanos Atitlan Mam de Patzicía,Maestro Santiago Tupul,GT04,GT0409,"Cantón El Carmen, Lote 18",1997,28,+502 5386-8944
490,TAL_GT0410_0489,Taller Familiar de Arte Tradicional Iximche en Santa Cruz Balanyá,Maestro Manuel Chox,GT04,GT0410,"Cantón Pachoc, Lote 12",1977,12,+502 5667-6689
491,TAL_GT0411_0490,Cooperativa de Producción Artesanal Qeqchi de R.L. (Acatenango),Maestro Juana Tax,GT04,GT0411,"Cantón Centro, Lote 2",2022,5,+502 4341-8943
492,TAL_GT0412_0491,Asociación de Artesanos Jaspe Popol de Yepocapa,Maestro Pedro Tzoc,GT04,GT0412,"Cantón Xabajal, Lote 24",1992,30,+502 4410-2123
493,TAL_GT0413_0492,Taller Familiar de Arte Tradicional Hunapu en San Andrés Itzapa,Maestro Manuel Ixcol,GT04,GT0413,"Cantón Centro, Lote 31",1975,10,+502 4425-7213
494,TAL_GT0414_0493,Cooperativa de Producción Artesanal Xelaju de R.L. (Parramos),Maestro Juan Chox,GT04,GT0414,"Cantón Pachoc, Lote 44",2009,8,+502 4361-9037
495,TAL_GT0415_0494,Asociación de Artesanos Kiche Utatlan de Zaragoza,Maestro Rosa Tzoc,GT04,GT0415,"Cantón Tzanjuyup, Lote 21",1980,31,+502 4487-4700
496,TAL_GT0416_0495,Taller Familiar de Arte Tradicional Mam en El Tejar,Maestro María Ixcol,GT04,GT0416,"Cantón Xabajal, Lote 32",2000,26,+502 5549-8451
497,TAL_GT0700_0496,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Lago De Atitlan),Maestro Rosa Tupul,GT07,GT0700,"Cantón Centro, Lote 86",1979,36,+502 4979-5243
498,TAL_GT0701_0497,Asociación de Artesanos Qeqchi Pacaya de Sololá,Maestro Juana Ixcol,GT07,GT0701,"Cantón El Carmen, Lote 93",1971,8,+502 4912-4447
499,TAL_GT0702_0498,Taller Familiar de Arte Tradicional Popol en San José Chacayá,Maestro Rosa Tupul,GT07,GT0702,"Cantón Pachoc, Lote 3",1972,43,+502 5559-3361
500,TAL_GT0703_0499,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Santa María Visitación),Maestro Pedro Tzoc,GT07,GT0703,"Cantón El Carmen, Lote 69",1982,18,+502 4120-8338
501,TAL_GT0704_0500,Asociación de Artesanos Xelaju Sop de Santa Lucía Utatlán,Maestro María Chox,GT07,GT0704,"Cantón Xabajal, Lote 33",2009,24,+502 5658-7454
502,TAL_GT0705_0501,Taller Familiar de Arte Tradicional Utatlan en Nahualá,Maestro Pedro Coché,GT07,GT0705,"Cantón Tzanjuyup, Lote 92",2019,31,+502 5620-3947
503,TAL_GT0706_0502,Cooperativa de Producción Artesanal Chup de R.L. (Santa Catarina Ixtahuacán),Maestro Rosa Tax,GT07,GT0706,"Cantón Pachoc, Lote 11",2014,12,+502 5399-8149
504,TAL_GT0707_0503,Asociación de Artesanos Cuchumatanes Patzun de Santa Clara La Laguna,Maestro Tomasa Chox,GT07,GT0707,"Cantón Tzanjuyup, Lote 73",2014,36,+502 5529-5470
505,TAL_GT0708_0504,Taller Familiar de Arte Tradicional Pacaya en Concepción,Maestro María Tzoc,GT07,GT0708,"Cantón Pachoc, Lote 3",2015,44,+502 4981-8130
506,TAL_GT0709_0505,Cooperativa de Producción Artesanal Almolonga de R.L. (San Andrés Semetabaj),Maestro Tomasa Tzoc,GT07,GT0709,"Cantón Tzanjuyup, Lote 61",2000,44,+502 4862-3361
507,TAL_GT0710_0506,Asociación de Artesanos Cholsamaj Ixchel de Panajachel,Maestro Rosa Coché,GT07,GT0710,"Cantón Tzanjuyup, Lote 51",2016,15,+502 4659-8245
508,TAL_GT0711_0507,Taller Familiar de Arte Tradicional Sop en Santa Catarina Palopó,Maestro Rosa Tax,GT07,GT0711,"Cantón Xabajal, Lote 17",2022,38,+502 4041-1331
509,TAL_GT0712_0508,Cooperativa de Producción Artesanal Atitlan de R.L. (San Antonio Palopó),Maestro Rosa Tupul,GT07,GT0712,"Cantón Xabajal, Lote 30",1979,11,+502 5130-1835
510,TAL_GT0713_0509,Asociación de Artesanos Chup Iximche de San Lucas Tolimán,Maestro Juan Mazariegos,GT07,GT0713,"Cantón Centro, Lote 6",1981,12,+502 5033-6615
511,TAL_GT0714_0510,Taller Familiar de Arte Tradicional Patzun en Santa Cruz La Laguna,Maestro Pedro  Fuentes,GT07,GT0714,"Cantón El Carmen, Lote 80",2011,12,+502 4512-5241
512,TAL_GT0715_0511,Cooperativa de Producción Artesanal Jaspe de R.L. (San Pablo La Laguna),Maestro Pedro Mazariegos,GT07,GT0715,"Cantón Pachoc, Lote 98",2013,9,+502 4648-2614
513,TAL_GT0716_0512,Asociación de Artesanos Almolonga Hunapu de San Marcos La Laguna,Maestro Santiago  Fuentes,GT07,GT0716,"Cantón Xabajal, Lote 44",1975,16,+502 5779-3639
514,TAL_GT0717_0513,Taller Familiar de Arte Tradicional Ixchel en San Juan La Laguna,Maestro Manuel Coché,GT07,GT0717,"Cantón Xabajal, Lote 4",1975,31,+502 5693-3946
515,TAL_GT0718_0514,Cooperativa de Producción Artesanal Kiche de R.L. (San Pedro La Laguna),Maestro Santiago  Fuentes,GT07,GT0718,"Cantón Xabajal, Lote 99",2017,14,+502 5118-9357
516,TAL_GT0719_0515,Asociación de Artesanos Atitlan Mam de Santiago Atitlán,Maestro María Tzoc,GT07,GT0719,"Cantón Centro, Lote 35",2020,11,+502 4528-8672
517,TAL_GT0801_0516,Taller Familiar de Arte Tradicional Iximche en Totonicapán,Maestro Juana Mazariegos,GT08,GT0801,"Cantón Pachoc, Lote 23",1971,7,+502 4460-3438
518,TAL_GT0802_0517,Cooperativa de Producción Artesanal Qeqchi de R.L. (San Cristóbal Totonicapán),Maestro Juan  Fuentes,GT08,GT0802,"Cantón Pachoc, Lote 17",2022,22,+502 4390-2523
519,TAL_GT0803_0518,Asociación de Artesanos Jaspe Popol de San Francisco El Alto,Maestro Rosa Tax,GT08,GT0803,"Cantón Pachoc, Lote 36",2022,35,+502 4796-7169
520,TAL_GT0804_0519,Taller Familiar de Arte Tradicional Hunapu en San Andrés Xecul,Maestro Manuel Tax,GT08,GT0804,"Cantón Xabajal, Lote 26",1987,37,+502 5295-4823
521,TAL_GT0805_0520,Cooperativa de Producción Artesanal Xelaju de R.L. (Momostenango),Maestro Santiago Tax,GT08,GT0805,"Cantón Xabajal, Lote 53",1972,28,+502 4821-1387
522,TAL_GT0806_0521,Asociación de Artesanos Kiche Utatlan de Santa María Chiquimula,Maestro María Tupul,GT08,GT0806,"Cantón El Carmen, Lote 84",1998,14,+502 5924-1815
523,TAL_GT0807_0522,Taller Familiar de Arte Tradicional Mam en Santa Lucía La Reforma,Maestro María Tzoc,GT08,GT0807,"Cantón Tzanjuyup, Lote 8",2021,35,+502 4807-5616
524,TAL_GT0808_0523,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Bartolo),Maestro Tomasa Tax,GT08,GT0808,"Cantón Centro, Lote 65",1970,28,+502 4542-2879
525,TAL_GT0901_0524,Asociación de Artesanos Qeqchi Pacaya de Quetzaltenango,Maestro Pedro Mazariegos,GT09,GT0901,"Cantón Xabajal, Lote 88",1974,17,+502 5134-7371
526,TAL_GT0902_0525,Taller Familiar de Arte Tradicional Popol en Salcajá,Maestro Pedro Mazariegos,GT09,GT0902,"Cantón El Carmen, Lote 47",1972,16,+502 4205-2981
527,TAL_GT0903_0526,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Olintepeque),Maestro Juana Tupul,GT09,GT0903,"Cantón Centro, Lote 73",1983,23,+502 4590-7342
528,TAL_GT0904_0527,Asociación de Artesanos Xelaju Sop de San Carlos Sija,Maestro Rosa Tzoc,GT09,GT0904,"Cantón Xabajal, Lote 79",1971,34,+502 5300-7927
529,TAL_GT0905_0528,Taller Familiar de Arte Tradicional Utatlan en Sibilia,Maestro María Mazariegos,GT09,GT0905,"Cantón Xabajal, Lote 77",1970,11,+502 5451-8896
530,TAL_GT0906_0529,Cooperativa de Producción Artesanal Chup de R.L. (Cabricán),Maestro Rosa Tax,GT09,GT0906,"Cantón Centro, Lote 82",1999,33,+502 4880-9217
531,TAL_GT0907_0530,Asociación de Artesanos Cuchumatanes Patzun de Cajolá,Maestro María Tupul,GT09,GT0907,"Cantón Tzanjuyup, Lote 39",1989,41,+502 5638-3754
532,TAL_GT0908_0531,Taller Familiar de Arte Tradicional Pacaya en San Miguel Sigüila,Maestro Juan Chox,GT09,GT0908,"Cantón Centro, Lote 57",2019,45,+502 5577-4281
533,TAL_GT0909_0532,Cooperativa de Producción Artesanal Almolonga de R.L. (Ostuncalco),Maestro Santiago Tupul,GT09,GT0909,"Cantón Tzanjuyup, Lote 1",1999,17,+502 4769-3594
534,TAL_GT0910_0533,Asociación de Artesanos Cholsamaj Ixchel de San Mateo,Maestro María Chox,GT09,GT0910,"Cantón El Carmen, Lote 91",2005,5,+502 4203-4736
535,TAL_GT0911_0534,Taller Familiar de Arte Tradicional Sop en Concepción Chiquirichapa,Maestro Manuel Ixcol,GT09,GT0911,"Cantón Centro, Lote 52",2016,17,+502 4475-7144
536,TAL_GT0912_0535,Cooperativa de Producción Artesanal Atitlan de R.L. (San Martín Sacatepéquez),Maestro Tomasa  Fuentes,GT09,GT0912,"Cantón Tzanjuyup, Lote 8",1971,22,+502 4698-3593
537,TAL_GT0913_0536,Asociación de Artesanos Chup Iximche de Almolonga,Maestro Santiago Tax,GT09,GT0913,"Cantón Xabajal, Lote 57",1981,8,+502 4918-6624
538,TAL_GT0914_0537,Taller Familiar de Arte Tradicional Patzun en Cantel,Maestro Rosa Mazariegos,GT09,GT0914,"Cantón Tzanjuyup, Lote 10",1983,12,+502 4196-9165
539,TAL_GT0915_0538,Cooperativa de Producción Artesanal Jaspe de R.L. (Huitán),Maestro Tomasa Tax,GT09,GT0915,"Cantón Xabajal, Lote 5",1998,45,+502 5678-6087
540,TAL_GT0916_0539,Asociación de Artesanos Almolonga Hunapu de Zunil,Maestro Manuel Tupul,GT09,GT0916,"Cantón Pachoc, Lote 71",2022,7,+502 5341-1541
541,TAL_GT0917_0540,Taller Familiar de Arte Tradicional Ixchel en Colomba,Maestro María Tzoc,GT09,GT0917,"Cantón Tzanjuyup, Lote 69",1975,23,+502 5518-6213
542,TAL_GT0918_0541,Cooperativa de Producción Artesanal Kiche de R.L. (San Francisco La Unión),Maestro Tomasa Coché,GT09,GT0918,"Cantón Pachoc, Lote 73",2015,11,+502 5303-7148
543,TAL_GT0919_0542,Asociación de Artesanos Atitlan Mam de El Palmar,Maestro María Ixcol,GT09,GT0919,"Cantón El Carmen, Lote 39",1994,10,+502 5024-9893
544,TAL_GT0920_0543,Taller Familiar de Arte Tradicional Iximche en Coatepeque,Maestro Manuel Chox,GT09,GT0920,"Cantón Tzanjuyup, Lote 92",2002,25,+502 5638-9169
545,TAL_GT0921_0544,Cooperativa de Producción Artesanal Qeqchi de R.L. (Génova),Maestro Manuel Tupul,GT09,GT0921,"Cantón El Carmen, Lote 44",1977,26,+502 4646-9571
546,TAL_GT0922_0545,Asociación de Artesanos Jaspe Popol de Flores Costa Cuca,Maestro Santiago Tax,GT09,GT0922,"Cantón Tzanjuyup, Lote 46",1971,12,+502 5967-3117
547,TAL_GT0923_0546,Taller Familiar de Arte Tradicional Hunapu en La Esperanza,Maestro Tomasa Tzoc,GT09,GT0923,"Cantón Centro, Lote 24",1980,12,+502 5562-8550
548,TAL_GT0924_0547,Cooperativa de Producción Artesanal Xelaju de R.L. (Palestina de Los Altos),Maestro Juan Tupul,GT09,GT0924,"Cantón Pachoc, Lote 8",1977,10,+502 5410-4333
549,TAL_GT1201_0548,Asociación de Artesanos Kiche Utatlan de San Marcos,Maestro Santiago Chox,GT12,GT1201,"Cantón Xabajal, Lote 6",2011,31,+502 4296-8984
550,TAL_GT1202_0549,Taller Familiar de Arte Tradicional Mam en San Pedro Sacatepéquez,Maestro Manuel Tax,GT12,GT1202,"Cantón Pachoc, Lote 88",1971,18,+502 4662-2391
551,TAL_GT1203_0550,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Antonio Sacatepéquez),Maestro Manuel Mazariegos,GT12,GT1203,"Cantón Tzanjuyup, Lote 92",1974,13,+502 4086-4969
552,TAL_GT1204_0551,Asociación de Artesanos Qeqchi Pacaya de Comitancillo,Maestro Juana  Fuentes,GT12,GT1204,"Cantón Centro, Lote 89",2003,30,+502 4988-7678
553,TAL_GT1205_0552,Taller Familiar de Arte Tradicional Popol en San Miguel Ixtahuacán,Maestro Juan Mazariegos,GT12,GT1205,"Cantón Tzanjuyup, Lote 87",2018,12,+502 5401-4304
554,TAL_GT1206_0553,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Concepción Tutuapa),Maestro Tomasa Coché,GT12,GT1206,"Cantón Tzanjuyup, Lote 39",1973,25,+502 4007-6333
555,TAL_GT1207_0554,Asociación de Artesanos Xelaju Sop de Tacaná,Maestro Santiago Chox,GT12,GT1207,"Cantón Centro, Lote 96",1977,7,+502 4863-5000
556,TAL_GT1208_0555,Taller Familiar de Arte Tradicional Utatlan en Sibinal,Maestro María  Fuentes,GT12,GT1208,"Cantón El Carmen, Lote 63",2003,44,+502 4256-4899
557,TAL_GT1209_0556,Cooperativa de Producción Artesanal Chup de R.L. (Tajumulco),Maestro Rosa Ixcol,GT12,GT1209,"Cantón Pachoc, Lote 82",1994,18,+502 4510-8090
558,TAL_GT1210_0557,Asociación de Artesanos Cuchumatanes Patzun de Tejutla,Maestro Santiago Tzoc,GT12,GT1210,"Cantón El Carmen, Lote 61",1984,40,+502 5139-3039
559,TAL_GT1211_0558,Taller Familiar de Arte Tradicional Pacaya en San Rafael Pie de la Cuesta,Maestro Pedro  Fuentes,GT12,GT1211,"Cantón Tzanjuyup, Lote 82",2009,35,+502 5008-3698
560,TAL_GT1212_0559,Cooperativa de Producción Artesanal Almolonga de R.L. (Nuevo Progreso),Maestro María Tzoc,GT12,GT1212,"Cantón Pachoc, Lote 45",2013,25,+502 4942-7981
561,TAL_GT1213_0560,Asociación de Artesanos Cholsamaj Ixchel de El Tumbador,Maestro María Mazariegos,GT12,GT1213,"Cantón Centro, Lote 20",1997,9,+502 5489-6826
562,TAL_GT1214_0561,Taller Familiar de Arte Tradicional Sop en El Rodeo,Maestro María Tupul,GT12,GT1214,"Cantón Xabajal, Lote 1",2017,33,+502 5719-7806
563,TAL_GT1215_0562,Cooperativa de Producción Artesanal Atitlan de R.L. (Malacatán),Maestro María Mazariegos,GT12,GT1215,"Cantón Pachoc, Lote 9",1996,20,+502 5252-4849
564,TAL_GT1216_0563,Asociación de Artesanos Chup Iximche de Catarina,Maestro Juan Coché,GT12,GT1216,"Cantón Tzanjuyup, Lote 12",2010,41,+502 4278-5539
565,TAL_GT1217_0564,Taller Familiar de Arte Tradicional Patzun en Ayutla,Maestro Juan Ixcol,GT12,GT1217,"Cantón El Carmen, Lote 80",2011,33,+502 4734-2544
566,TAL_GT1218_0565,Cooperativa de Producción Artesanal Jaspe de R.L. (Ocós),Maestro Juan  Fuentes,GT12,GT1218,"Cantón El Carmen, Lote 41",1986,33,+502 4530-8402
567,TAL_GT1219_0566,Asociación de Artesanos Almolonga Hunapu de San Pablo,Maestro María Chox,GT12,GT1219,"Cantón Pachoc, Lote 39",1994,37,+502 5858-7122
