id_tecnica,codigo,nombre,origen_historico,descripcion
765,BARRO_TORNO_GT1214,Barro en Torno de El Rodeo,Técnica heredada de generación en generación en El Rodeo.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en El Rodeo.
766,TALLADO_CEDRO_GT1214,Tallado en Madera de Cedro de El Rodeo,Técnica heredada de generación en generación en El Rodeo.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en El Rodeo.
767,JADE_PULIDO_GT1214,Pulido de Jade de El Rodeo,Técnica heredada de generación en generación en El Rodeo.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en El Rodeo.
768,AFINACION_ACUSTICA_GT1214,Afinación Acústica de Teclados de El Rodeo,Técnica heredada de generación en generación en El Rodeo.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en El Rodeo.
769,PINTURA_PRIMITIVA_GT1214,Pintura Primitivista de El Rodeo,Técnica heredada de generación en generación en El Rodeo.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en El Rodeo.
770,TEJIDO_MIMBRE_GT1214,Tejido en Fibras de Mimbre de El Rodeo,Técnica heredada de generación en generación en El Rodeo.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en El Rodeo.
771,TELAR_CINTURA_GT1215,Telar de Cintura de Malacatán,Técnica heredada de generación en generación en Malacatán.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Malacatán.
772,TELAR_PIE_GT1215,Telar de Pie de Malacatán,Técnica heredada de generación en generación en Malacatán.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Malacatán.
773,JASPEADO_HILO_GT1215,Jaspeado de Hilos de Malacatán,Técnica heredada de generación en generación en Malacatán.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Malacatán.
774,BARRO_MODELADO_GT1215,Barro Modelado a Mano de Malacatán,Técnica heredada de generación en generación en Malacatán.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Malacatán."
775,BARRO_TORNO_GT1215,Barro en Torno de Malacatán,Técnica heredada de generación en generación en Malacatán.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Malacatán.
776,TALLADO_CEDRO_GT1215,Tallado en Madera de Cedro de Malacatán,Técnica heredada de generación en generación en Malacatán.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Malacatán.
777,JADE_PULIDO_GT1215,Pulido de Jade de Malacatán,Técnica heredada de generación en generación en Malacatán.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Malacatán.
778,AFINACION_ACUSTICA_GT1215,Afinación Acústica de Teclados de Malacatán,Técnica heredada de generación en generación en Malacatán.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Malacatán.
779,PINTURA_PRIMITIVA_GT1215,Pintura Primitivista de Malacatán,Técnica heredada de generación en generación en Malacatán.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Malacatán.
780,TEJIDO_MIMBRE_GT1215,Tejido en Fibras de Mimbre de Malacatán,Técnica heredada de generación en generación en Malacatán.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Malacatán.
781,TELAR_CINTURA_GT1216,Telar de Cintura de Catarina,Técnica heredada de generación en generación en Catarina.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Catarina.
782,TELAR_PIE_GT1216,Telar de Pie de Catarina,Técnica heredada de generación en generación en Catarina.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Catarina.
783,JASPEADO_HILO_GT1216,Jaspeado de Hilos de Catarina,Técnica heredada de generación en generación en Catarina.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Catarina.
784,BARRO_MODELADO_GT1216,Barro Modelado a Mano de Catarina,Técnica heredada de generación en generación en Catarina.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Catarina."
785,BARRO_TORNO_GT1216,Barro en Torno de Catarina,Técnica heredada de generación en generación en Catarina.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Catarina.
786,TALLADO_CEDRO_GT1216,Tallado en Madera de Cedro de Catarina,Técnica heredada de generación en generación en Catarina.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Catarina.
787,JADE_PULIDO_GT1216,Pulido de Jade de Catarina,Técnica heredada de generación en generación en Catarina.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Catarina.
788,AFINACION_ACUSTICA_GT1216,Afinación Acústica de Teclados de Catarina,Técnica heredada de generación en generación en Catarina.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Catarina.
789,PINTURA_PRIMITIVA_GT1216,Pintura Primitivista de Catarina,Técnica heredada de generación en generación en Catarina.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Catarina.
790,TEJIDO_MIMBRE_GT1216,Tejido en Fibras de Mimbre de Catarina,Técnica heredada de generación en generación en Catarina.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Catarina.
791,TELAR_CINTURA_GT1217,Telar de Cintura de Ayutla,Técnica heredada de generación en generación en Ayutla.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Ayutla.
792,TELAR_PIE_GT1217,Telar de Pie de Ayutla,Técnica heredada de generación en generación en Ayutla.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Ayutla.
793,JASPEADO_HILO_GT1217,Jaspeado de Hilos de Ayutla,Técnica heredada de generación en generación en Ayutla.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Ayutla.
794,BARRO_MODELADO_GT1217,Barro Modelado a Mano de Ayutla,Técnica heredada de generación en generación en Ayutla.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Ayutla."
795,BARRO_TORNO_GT1217,Barro en Torno de Ayutla,Técnica heredada de generación en generación en Ayutla.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Ayutla.
796,TALLADO_CEDRO_GT1217,Tallado en Madera de Cedro de Ayutla,Técnica heredada de generación en generación en Ayutla.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Ayutla.
797,JADE_PULIDO_GT1217,Pulido de Jade de Ayutla,Técnica heredada de generación en generación en Ayutla.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Ayutla.
798,AFINACION_ACUSTICA_GT1217,Afinación Acústica de Teclados de Ayutla,Técnica heredada de generación en generación en Ayutla.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Ayutla.
799,PINTURA_PRIMITIVA_GT1217,Pintura Primitivista de Ayutla,Técnica heredada de generación en generación en Ayutla.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Ayutla.
800,TEJIDO_MIMBRE_GT1217,Tejido en Fibras de Mimbre de Ayutla,Técnica heredada de generación en generación en Ayutla.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Ayutla.
801,TELAR_CINTURA_GT1218,Telar de Cintura de Ocós,Técnica heredada de generación en generación en Ocós.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Ocós.
802,TELAR_PIE_GT1218,Telar de Pie de Ocós,Técnica heredada de generación en generación en Ocós.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Ocós.
803,JASPEADO_HILO_GT1218,Jaspeado de Hilos de Ocós,Técnica heredada de generación en generación en Ocós.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Ocós.
804,BARRO_MODELADO_GT1218,Barro Modelado a Mano de Ocós,Técnica heredada de generación en generación en Ocós.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Ocós."
805,BARRO_TORNO_GT1218,Barro en Torno de Ocós,Técnica heredada de generación en generación en Ocós.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Ocós.
806,TALLADO_CEDRO_GT1218,Tallado en Madera de Cedro de Ocós,Técnica heredada de generación en generación en Ocós.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Ocós.
807,JADE_PULIDO_GT1218,Pulido de Jade de Ocós,Técnica heredada de generación en generación en Ocós.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Ocós.
808,AFINACION_ACUSTICA_GT1218,Afinación Acústica de Teclados de Ocós,Técnica heredada de generación en generación en Ocós.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Ocós.
809,PINTURA_PRIMITIVA_GT1218,Pintura Primitivista de Ocós,Técnica heredada de generación en generación en Ocós.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Ocós.
810,TEJIDO_MIMBRE_GT1218,Tejido en Fibras de Mimbre de Ocós,Técnica heredada de generación en generación en Ocós.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Ocós.
811,TELAR_CINTURA_GT1219,Telar de Cintura de San Pablo,Técnica heredada de generación en generación en San Pablo.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Pablo.
812,TELAR_PIE_GT1219,Telar de Pie de San Pablo,Técnica heredada de generación en generación en San Pablo.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Pablo.
813,JASPEADO_HILO_GT1219,Jaspeado de Hilos de San Pablo,Técnica heredada de generación en generación en San Pablo.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Pablo.
814,BARRO_MODELADO_GT1219,Barro Modelado a Mano de San Pablo,Técnica heredada de generación en generación en San Pablo.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Pablo."
815,BARRO_TORNO_GT1219,Barro en Torno de San Pablo,Técnica heredada de generación en generación en San Pablo.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Pablo.
816,TALLADO_CEDRO_GT1219,Tallado en Madera de Cedro de San Pablo,Técnica heredada de generación en generación en San Pablo.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Pablo.
817,JADE_PULIDO_GT1219,Pulido de Jade de San Pablo,Técnica heredada de generación en generación en San Pablo.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Pablo.
818,AFINACION_ACUSTICA_GT1219,Afinación Acústica de Teclados de San Pablo,Técnica heredada de generación en generación en San Pablo.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Pablo.
819,PINTURA_PRIMITIVA_GT1219,Pintura Primitivista de San Pablo,Técnica heredada de generación en generación en San Pablo.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Pablo.
820,TEJIDO_MIMBRE_GT1219,Tejido en Fibras de Mimbre de San Pablo,Técnica heredada de generación en generación en San Pablo.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Pablo.
821,TELAR_CINTURA_GT1220,Telar de Cintura de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en El Quetzal.
822,TELAR_PIE_GT1220,Telar de Pie de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en El Quetzal.
823,JASPEADO_HILO_GT1220,Jaspeado de Hilos de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en El Quetzal.
824,BARRO_MODELADO_GT1220,Barro Modelado a Mano de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en El Quetzal."
825,BARRO_TORNO_GT1220,Barro en Torno de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en El Quetzal.
826,TALLADO_CEDRO_GT1220,Tallado en Madera de Cedro de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en El Quetzal.
827,JADE_PULIDO_GT1220,Pulido de Jade de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en El Quetzal.
828,AFINACION_ACUSTICA_GT1220,Afinación Acústica de Teclados de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en El Quetzal.
829,PINTURA_PRIMITIVA_GT1220,Pintura Primitivista de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en El Quetzal.
830,TEJIDO_MIMBRE_GT1220,Tejido en Fibras de Mimbre de El Quetzal,Técnica heredada de generación en generación en El Quetzal.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en El Quetzal.
831,TELAR_CINTURA_GT1221,Telar de Cintura de La Reforma,Técnica heredada de generación en generación en La Reforma.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en La Reforma.
832,TELAR_PIE_GT1221,Telar de Pie de La Reforma,Técnica heredada de generación en generación en La Reforma.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en La Reforma.
833,JASPEADO_HILO_GT1221,Jaspeado de Hilos de La Reforma,Técnica heredada de generación en generación en La Reforma.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en La Reforma.
834,BARRO_MODELADO_GT1221,Barro Modelado a Mano de La Reforma,Técnica heredada de generación en generación en La Reforma.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en La Reforma."
835,BARRO_TORNO_GT1221,Barro en Torno de La Reforma,Técnica heredada de generación en generación en La Reforma.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en La Reforma.
836,TALLADO_CEDRO_GT1221,Tallado en Madera de Cedro de La Reforma,Técnica heredada de generación en generación en La Reforma.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en La Reforma.
837,JADE_PULIDO_GT1221,Pulido de Jade de La Reforma,Técnica heredada de generación en generación en La Reforma.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en La Reforma.
838,AFINACION_ACUSTICA_GT1221,Afinación Acústica de Teclados de La Reforma,Técnica heredada de generación en generación en La Reforma.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en La Reforma.
839,PINTURA_PRIMITIVA_GT1221,Pintura Primitivista de La Reforma,Técnica heredada de generación en generación en La Reforma.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en La Reforma.
840,TEJIDO_MIMBRE_GT1221,Tejido en Fibras de Mimbre de La Reforma,Técnica heredada de generación en generación en La Reforma.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en La Reforma.
841,TELAR_CINTURA_GT1222,Telar de Cintura de Pajapita,Técnica heredada de generación en generación en Pajapita.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Pajapita.
842,TELAR_PIE_GT1222,Telar de Pie de Pajapita,Técnica heredada de generación en generación en Pajapita.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Pajapita.
843,JASPEADO_HILO_GT1222,Jaspeado de Hilos de Pajapita,Técnica heredada de generación en generación en Pajapita.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Pajapita.
844,BARRO_MODELADO_GT1222,Barro Modelado a Mano de Pajapita,Técnica heredada de generación en generación en Pajapita.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Pajapita."
845,BARRO_TORNO_GT1222,Barro en Torno de Pajapita,Técnica heredada de generación en generación en Pajapita.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Pajapita.
846,TALLADO_CEDRO_GT1222,Tallado en Madera de Cedro de Pajapita,Técnica heredada de generación en generación en Pajapita.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Pajapita.
847,JADE_PULIDO_GT1222,Pulido de Jade de Pajapita,Técnica heredada de generación en generación en Pajapita.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Pajapita.
848,AFINACION_ACUSTICA_GT1222,Afinación Acústica de Teclados de Pajapita,Técnica heredada de generación en generación en Pajapita.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Pajapita.
849,PINTURA_PRIMITIVA_GT1222,Pintura Primitivista de Pajapita,Técnica heredada de generación en generación en Pajapita.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Pajapita.
850,TEJIDO_MIMBRE_GT1222,Tejido en Fibras de Mimbre de Pajapita,Técnica heredada de generación en generación en Pajapita.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Pajapita.
851,TELAR_CINTURA_GT1223,Telar de Cintura de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Ixchiguán.
852,TELAR_PIE_GT1223,Telar de Pie de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Ixchiguán.
853,JASPEADO_HILO_GT1223,Jaspeado de Hilos de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Ixchiguán.
854,BARRO_MODELADO_GT1223,Barro Modelado a Mano de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Ixchiguán."
855,BARRO_TORNO_GT1223,Barro en Torno de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Ixchiguán.
856,TALLADO_CEDRO_GT1223,Tallado en Madera de Cedro de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Ixchiguán.
857,JADE_PULIDO_GT1223,Pulido de Jade de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Ixchiguán.
858,AFINACION_ACUSTICA_GT1223,Afinación Acústica de Teclados de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Ixchiguán.
859,PINTURA_PRIMITIVA_GT1223,Pintura Primitivista de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Ixchiguán.
860,TEJIDO_MIMBRE_GT1223,Tejido en Fibras de Mimbre de Ixchiguán,Técnica heredada de generación en generación en Ixchiguán.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Ixchiguán.
861,TELAR_CINTURA_GT1224,Telar de Cintura de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San José Ojetenam.
862,TELAR_PIE_GT1224,Telar de Pie de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San José Ojetenam.
863,JASPEADO_HILO_GT1224,Jaspeado de Hilos de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San José Ojetenam.
864,BARRO_MODELADO_GT1224,Barro Modelado a Mano de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San José Ojetenam."
865,BARRO_TORNO_GT1224,Barro en Torno de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San José Ojetenam.
866,TALLADO_CEDRO_GT1224,Tallado en Madera de Cedro de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San José Ojetenam.
867,JADE_PULIDO_GT1224,Pulido de Jade de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San José Ojetenam.
868,AFINACION_ACUSTICA_GT1224,Afinación Acústica de Teclados de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San José Ojetenam.
869,PINTURA_PRIMITIVA_GT1224,Pintura Primitivista de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San José Ojetenam.
870,TEJIDO_MIMBRE_GT1224,Tejido en Fibras de Mimbre de San José Ojetenam,Técnica heredada de generación en generación en San José Ojetenam.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San José Ojetenam.
871,TELAR_CINTURA_GT1225,Telar de Cintura de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Cristóbal Cucho.
872,TELAR_PIE_GT1225,Telar de Pie de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Cristóbal Cucho.
873,JASPEADO_HILO_GT1225,Jaspeado de Hilos de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Cristóbal Cucho.
874,BARRO_MODELADO_GT1225,Barro Modelado a Mano de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Cristóbal Cucho."
875,BARRO_TORNO_GT1225,Barro en Torno de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Cristóbal Cucho.
876,TALLADO_CEDRO_GT1225,Tallado en Madera de Cedro de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Cristóbal Cucho.
877,JADE_PULIDO_GT1225,Pulido de Jade de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Cristóbal Cucho.
878,AFINACION_ACUSTICA_GT1225,Afinación Acústica de Teclados de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Cristóbal Cucho.
879,PINTURA_PRIMITIVA_GT1225,Pintura Primitivista de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Cristóbal Cucho.
880,TEJIDO_MIMBRE_GT1225,Tejido en Fibras de Mimbre de San Cristóbal Cucho,Técnica heredada de generación en generación en San Cristóbal Cucho.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Cristóbal Cucho.
881,TELAR_CINTURA_GT1226,Telar de Cintura de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Sipacapa.
882,TELAR_PIE_GT1226,Telar de Pie de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Sipacapa.
883,JASPEADO_HILO_GT1226,Jaspeado de Hilos de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Sipacapa.
884,BARRO_MODELADO_GT1226,Barro Modelado a Mano de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Sipacapa."
885,BARRO_TORNO_GT1226,Barro en Torno de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Sipacapa.
886,TALLADO_CEDRO_GT1226,Tallado en Madera de Cedro de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Sipacapa.
887,JADE_PULIDO_GT1226,Pulido de Jade de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Sipacapa.
888,AFINACION_ACUSTICA_GT1226,Afinación Acústica de Teclados de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Sipacapa.
889,PINTURA_PRIMITIVA_GT1226,Pintura Primitivista de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Sipacapa.
890,TEJIDO_MIMBRE_GT1226,Tejido en Fibras de Mimbre de Sipacapa,Técnica heredada de generación en generación en Sipacapa.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Sipacapa.
891,TELAR_CINTURA_GT1227,Telar de Cintura de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Esquipulas Palo Gordo.
892,TELAR_PIE_GT1227,Telar de Pie de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Esquipulas Palo Gordo.
893,JASPEADO_HILO_GT1227,Jaspeado de Hilos de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Esquipulas Palo Gordo.
894,BARRO_MODELADO_GT1227,Barro Modelado a Mano de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Esquipulas Palo Gordo."
