id_evento,codigo,nombre,fecha_inicio,fecha_fin,departamento_pcode,municipio_pcode,lugar_detallado,organizador
765,EVT_GT1327_0764,Exposición Colectiva de Escultura en Aguacatán - Edición 2021 - Ref 765,2021-11-12,2021-11-15,GT13,GT1327,Plaza Central de Aguacatán,Municipalidad de Aguacatán y Comité de Cultura
766,EVT_GT1328_0765,Feria de la Artesanía Tradicional en San Rafael Petzal - Edición 2021 - Ref 766,2021-11-12,2021-11-15,GT13,GT1328,Plaza Central de San Rafael Petzal,Municipalidad de San Rafael Petzal y Comité de Cultura
767,EVT_GT1329_0766,Festival del Tejido Maya y Jaspe en San Gaspar Ixchil - Edición 2018 - Ref 767,2018-11-12,2018-11-15,GT13,GT1329,Plaza Central de San Gaspar Ixchil,Municipalidad de San Gaspar Ixchil y Comité de Cultura
768,EVT_GT1330_0767,Encuentro Regional de Pintores en Santiago Chimaltenango - Edición 2022 - Ref 768,2022-11-12,2022-11-15,GT13,GT1330,Plaza Central de Santiago Chimaltenango,Municipalidad de Santiago Chimaltenango y Comité de Cultura
769,EVT_GT1331_0768,Festival Nacional de la Marimba en Santa Ana Huista - Edición 2024 - Ref 769,2024-11-12,2024-11-15,GT13,GT1331,Plaza Central de Santa Ana Huista,Municipalidad de Santa Ana Huista y Comité de Cultura
770,EVT_GT1332_0769,Exposición Colectiva de Escultura en Unión Cantinil - Edición 2021 - Ref 770,2021-11-12,2021-11-15,GT13,GT1332,Plaza Central de Unión Cantinil,Municipalidad de Unión Cantinil y Comité de Cultura
771,EVT_GT1333_0770,Feria de la Artesanía Tradicional en Petatán - Edición 2024 - Ref 771,2024-11-12,2024-11-15,GT13,GT1333,Plaza Central de Petatán,Municipalidad de Petatán y Comité de Cultura
772,EVT_GT1401_0771,Festival del Tejido Maya y Jaspe en Santa Cruz del Quiché - Edición 2018 - Ref 772,2018-11-12,2018-11-15,GT14,GT1401,Plaza Central de Santa Cruz del Quiché,Municipalidad de Santa Cruz del Quiché y Comité de Cultura
773,EVT_GT1402_0772,Encuentro Regional de Pintores en Chiché - Edición 2024 - Ref 773,2024-11-12,2024-11-15,GT14,GT1402,Plaza Central de Chiché,Municipalidad de Chiché y Comité de Cultura
774,EVT_GT1403_0773,Festival Nacional de la Marimba en Chinique - Edición 2019 - Ref 774,2019-11-12,2019-11-15,GT14,GT1403,Plaza Central de Chinique,Municipalidad de Chinique y Comité de Cultura
775,EVT_GT1404_0774,Exposición Colectiva de Escultura en Zacualpa - Edición 2024 - Ref 775,2024-11-12,2024-11-15,GT14,GT1404,Plaza Central de Zacualpa,Municipalidad de Zacualpa y Comité de Cultura
776,EVT_GT1405_0775,Feria de la Artesanía Tradicional en Chajul - Edición 2024 - Ref 776,2024-11-12,2024-11-15,GT14,GT1405,Plaza Central de Chajul,Municipalidad de Chajul y Comité de Cultura
777,EVT_GT1406_0776,Festival del Tejido Maya y Jaspe en Chichicastenango - Edición 2025 - Ref 777,2025-11-12,2025-11-15,GT14,GT1406,Plaza Central de Chichicastenango,Municipalidad de Chichicastenango y Comité de Cultura
778,EVT_GT1407_0777,Encuentro Regional de Pintores en Patzité - Edición 2022 - Ref 778,2022-11-12,2022-11-15,GT14,GT1407,Plaza Central de Patzité,Municipalidad de Patzité y Comité de Cultura
779,EVT_GT1408_0778,Festival Nacional de la Marimba en San Antonio Ilotenango - Edición 2022 - Ref 779,2022-11-12,2022-11-15,GT14,GT1408,Plaza Central de San Antonio Ilotenango,Municipalidad de San Antonio Ilotenango y Comité de Cultura
780,EVT_GT1409_0779,Exposición Colectiva de Escultura en San Pedro Jocopilas - Edición 2020 - Ref 780,2020-11-12,2020-11-15,GT14,GT1409,Plaza Central de San Pedro Jocopilas,Municipalidad de San Pedro Jocopilas y Comité de Cultura
781,EVT_GT1410_0780,Feria de la Artesanía Tradicional en Cunén - Edición 2021 - Ref 781,2021-11-12,2021-11-15,GT14,GT1410,Plaza Central de Cunén,Municipalidad de Cunén y Comité de Cultura
782,EVT_GT1411_0781,Festival del Tejido Maya y Jaspe en San Juan Cotzal - Edición 2023 - Ref 782,2023-11-12,2023-11-15,GT14,GT1411,Plaza Central de San Juan Cotzal,Municipalidad de San Juan Cotzal y Comité de Cultura
783,EVT_GT1412_0782,Encuentro Regional de Pintores en Joyabaj - Edición 2019 - Ref 783,2019-11-12,2019-11-15,GT14,GT1412,Plaza Central de Joyabaj,Municipalidad de Joyabaj y Comité de Cultura
784,EVT_GT1413_0783,Festival Nacional de la Marimba en Nebaj - Edición 2025 - Ref 784,2025-11-12,2025-11-15,GT14,GT1413,Plaza Central de Nebaj,Municipalidad de Nebaj y Comité de Cultura
785,EVT_GT1414_0784,Exposición Colectiva de Escultura en San Andrés Sajcabajá - Edición 2025 - Ref 785,2025-11-12,2025-11-15,GT14,GT1414,Plaza Central de San Andrés Sajcabajá,Municipalidad de San Andrés Sajcabajá y Comité de Cultura
786,EVT_GT1415_0785,Feria de la Artesanía Tradicional en Uspantán - Edición 2023 - Ref 786,2023-11-12,2023-11-15,GT14,GT1415,Plaza Central de Uspantán,Municipalidad de Uspantán y Comité de Cultura
787,EVT_GT1416_0786,Festival del Tejido Maya y Jaspe en Sacapulas - Edición 2025 - Ref 787,2025-11-12,2025-11-15,GT14,GT1416,Plaza Central de Sacapulas,Municipalidad de Sacapulas y Comité de Cultura
788,EVT_GT1417_0787,Encuentro Regional de Pintores en San Bartolomé Jocotenango - Edición 2024 - Ref 788,2024-11-12,2024-11-15,GT14,GT1417,Plaza Central de San Bartolomé Jocotenango,Municipalidad de San Bartolomé Jocotenango y Comité de Cultura
789,EVT_GT1418_0788,Festival Nacional de la Marimba en Canillá - Edición 2023 - Ref 789,2023-11-12,2023-11-15,GT14,GT1418,Plaza Central de Canillá,Municipalidad de Canillá y Comité de Cultura
790,EVT_GT1419_0789,Exposición Colectiva de Escultura en Chicamán - Edición 2020 - Ref 790,2020-11-12,2020-11-15,GT14,GT1419,Plaza Central de Chicamán,Municipalidad de Chicamán y Comité de Cultura
791,EVT_GT1420_0790,Feria de la Artesanía Tradicional en Ixcán - Edición 2018 - Ref 791,2018-11-12,2018-11-15,GT14,GT1420,Plaza Central de Ixcán,Municipalidad de Ixcán y Comité de Cultura
792,EVT_GT1421_0791,Festival del Tejido Maya y Jaspe en Pachalum - Edición 2023 - Ref 792,2023-11-12,2023-11-15,GT14,GT1421,Plaza Central de Pachalum,Municipalidad de Pachalum y Comité de Cultura
793,EVT_GT1501_0792,Encuentro Regional de Pintores en Salamá - Edición 2020 - Ref 793,2020-11-12,2020-11-15,GT15,GT1501,Plaza Central de Salamá,Municipalidad de Salamá y Comité de Cultura
794,EVT_GT1502_0793,Festival Nacional de la Marimba en San Miguel Chicaj - Edición 2024 - Ref 794,2024-11-12,2024-11-15,GT15,GT1502,Plaza Central de San Miguel Chicaj,Municipalidad de San Miguel Chicaj y Comité de Cultura
795,EVT_GT1503_0794,Exposición Colectiva de Escultura en Rabinal - Edición 2021 - Ref 795,2021-11-12,2021-11-15,GT15,GT1503,Plaza Central de Rabinal,Municipalidad de Rabinal y Comité de Cultura
796,EVT_GT1504_0795,Feria de la Artesanía Tradicional en Cubulco - Edición 2020 - Ref 796,2020-11-12,2020-11-15,GT15,GT1504,Plaza Central de Cubulco,Municipalidad de Cubulco y Comité de Cultura
797,EVT_GT1505_0796,Festival del Tejido Maya y Jaspe en Granados - Edición 2019 - Ref 797,2019-11-12,2019-11-15,GT15,GT1505,Plaza Central de Granados,Municipalidad de Granados y Comité de Cultura
798,EVT_GT1506_0797,Encuentro Regional de Pintores en El Chol - Edición 2020 - Ref 798,2020-11-12,2020-11-15,GT15,GT1506,Plaza Central de El Chol,Municipalidad de El Chol y Comité de Cultura
799,EVT_GT1507_0798,Festival Nacional de la Marimba en San Jerónimo - Edición 2022 - Ref 799,2022-11-12,2022-11-15,GT15,GT1507,Plaza Central de San Jerónimo,Municipalidad de San Jerónimo y Comité de Cultura
800,EVT_GT1508_0799,Exposición Colectiva de Escultura en Purulhá - Edición 2024 - Ref 800,2024-11-12,2024-11-15,GT15,GT1508,Plaza Central de Purulhá,Municipalidad de Purulhá y Comité de Cultura
801,EVT_GT0401_0800,Feria de la Artesanía Tradicional en Chimaltenango - Edición 2018 - Ref 801,2018-11-12,2018-11-15,GT04,GT0401,Plaza Central de Chimaltenango,Municipalidad de Chimaltenango y Comité de Cultura
802,EVT_GT0402_0801,Festival del Tejido Maya y Jaspe en San José Poaquil - Edición 2021 - Ref 802,2021-11-12,2021-11-15,GT04,GT0402,Plaza Central de San José Poaquil,Municipalidad de San José Poaquil y Comité de Cultura
803,EVT_GT0403_0802,Encuentro Regional de Pintores en San Martín Jilotepeque - Edición 2019 - Ref 803,2019-11-12,2019-11-15,GT04,GT0403,Plaza Central de San Martín Jilotepeque,Municipalidad de San Martín Jilotepeque y Comité de Cultura
804,EVT_GT0404_0803,Festival Nacional de la Marimba en Comalapa - Edición 2018 - Ref 804,2018-11-12,2018-11-15,GT04,GT0404,Plaza Central de Comalapa,Municipalidad de Comalapa y Comité de Cultura
805,EVT_GT0405_0804,Exposición Colectiva de Escultura en Santa Apolonia - Edición 2018 - Ref 805,2018-11-12,2018-11-15,GT04,GT0405,Plaza Central de Santa Apolonia,Municipalidad de Santa Apolonia y Comité de Cultura
806,EVT_GT0406_0805,Feria de la Artesanía Tradicional en Tecpán Guatemala - Edición 2018 - Ref 806,2018-11-12,2018-11-15,GT04,GT0406,Plaza Central de Tecpán Guatemala,Municipalidad de Tecpán Guatemala y Comité de Cultura
807,EVT_GT0407_0806,Festival del Tejido Maya y Jaspe en Patzún - Edición 2018 - Ref 807,2018-11-12,2018-11-15,GT04,GT0407,Plaza Central de Patzún,Municipalidad de Patzún y Comité de Cultura
808,EVT_GT0408_0807,Encuentro Regional de Pintores en Pochuta - Edición 2018 - Ref 808,2018-11-12,2018-11-15,GT04,GT0408,Plaza Central de Pochuta,Municipalidad de Pochuta y Comité de Cultura
809,EVT_GT0409_0808,Festival Nacional de la Marimba en Patzicía - Edición 2023 - Ref 809,2023-11-12,2023-11-15,GT04,GT0409,Plaza Central de Patzicía,Municipalidad de Patzicía y Comité de Cultura
810,EVT_GT0410_0809,Exposición Colectiva de Escultura en Santa Cruz Balanyá - Edición 2020 - Ref 810,2020-11-12,2020-11-15,GT04,GT0410,Plaza Central de Santa Cruz Balanyá,Municipalidad de Santa Cruz Balanyá y Comité de Cultura
811,EVT_GT0411_0810,Feria de la Artesanía Tradicional en Acatenango - Edición 2024 - Ref 811,2024-11-12,2024-11-15,GT04,GT0411,Plaza Central de Acatenango,Municipalidad de Acatenango y Comité de Cultura
812,EVT_GT0412_0811,Festival del Tejido Maya y Jaspe en Yepocapa - Edición 2025 - Ref 812,2025-11-12,2025-11-15,GT04,GT0412,Plaza Central de Yepocapa,Municipalidad de Yepocapa y Comité de Cultura
813,EVT_GT0413_0812,Encuentro Regional de Pintores en San Andrés Itzapa - Edición 2022 - Ref 813,2022-11-12,2022-11-15,GT04,GT0413,Plaza Central de San Andrés Itzapa,Municipalidad de San Andrés Itzapa y Comité de Cultura
814,EVT_GT0414_0813,Festival Nacional de la Marimba en Parramos - Edición 2023 - Ref 814,2023-11-12,2023-11-15,GT04,GT0414,Plaza Central de Parramos,Municipalidad de Parramos y Comité de Cultura
815,EVT_GT0415_0814,Exposición Colectiva de Escultura en Zaragoza - Edición 2021 - Ref 815,2021-11-12,2021-11-15,GT04,GT0415,Plaza Central de Zaragoza,Municipalidad de Zaragoza y Comité de Cultura
816,EVT_GT0416_0815,Feria de la Artesanía Tradicional en El Tejar - Edición 2018 - Ref 816,2018-11-12,2018-11-15,GT04,GT0416,Plaza Central de El Tejar,Municipalidad de El Tejar y Comité de Cultura
817,EVT_GT0700_0816,Festival del Tejido Maya y Jaspe en Lago De Atitlan - Edición 2018 - Ref 817,2018-11-12,2018-11-15,GT07,GT0700,Plaza Central de Lago De Atitlan,Municipalidad de Lago De Atitlan y Comité de Cultura
818,EVT_GT0701_0817,Encuentro Regional de Pintores en Sololá - Edición 2018 - Ref 818,2018-11-12,2018-11-15,GT07,GT0701,Plaza Central de Sololá,Municipalidad de Sololá y Comité de Cultura
819,EVT_GT0702_0818,Festival Nacional de la Marimba en San José Chacayá - Edición 2025 - Ref 819,2025-11-12,2025-11-15,GT07,GT0702,Plaza Central de San José Chacayá,Municipalidad de San José Chacayá y Comité de Cultura
820,EVT_GT0703_0819,Exposición Colectiva de Escultura en Santa María Visitación - Edición 2022 - Ref 820,2022-11-12,2022-11-15,GT07,GT0703,Plaza Central de Santa María Visitación,Municipalidad de Santa María Visitación y Comité de Cultura
821,EVT_GT0704_0820,Feria de la Artesanía Tradicional en Santa Lucía Utatlán - Edición 2025 - Ref 821,2025-11-12,2025-11-15,GT07,GT0704,Plaza Central de Santa Lucía Utatlán,Municipalidad de Santa Lucía Utatlán y Comité de Cultura
822,EVT_GT0705_0821,Festival del Tejido Maya y Jaspe en Nahualá - Edición 2019 - Ref 822,2019-11-12,2019-11-15,GT07,GT0705,Plaza Central de Nahualá,Municipalidad de Nahualá y Comité de Cultura
823,EVT_GT0706_0822,Encuentro Regional de Pintores en Santa Catarina Ixtahuacán - Edición 2023 - Ref 823,2023-11-12,2023-11-15,GT07,GT0706,Plaza Central de Santa Catarina Ixtahuacán,Municipalidad de Santa Catarina Ixtahuacán y Comité de Cultura
824,EVT_GT0707_0823,Festival Nacional de la Marimba en Santa Clara La Laguna - Edición 2024 - Ref 824,2024-11-12,2024-11-15,GT07,GT0707,Plaza Central de Santa Clara La Laguna,Municipalidad de Santa Clara La Laguna y Comité de Cultura
825,EVT_GT0708_0824,Exposición Colectiva de Escultura en Concepción - Edición 2022 - Ref 825,2022-11-12,2022-11-15,GT07,GT0708,Plaza Central de Concepción,Municipalidad de Concepción y Comité de Cultura
826,EVT_GT0709_0825,Feria de la Artesanía Tradicional en San Andrés Semetabaj - Edición 2020 - Ref 826,2020-11-12,2020-11-15,GT07,GT0709,Plaza Central de San Andrés Semetabaj,Municipalidad de San Andrés Semetabaj y Comité de Cultura
827,EVT_GT0710_0826,Festival del Tejido Maya y Jaspe en Panajachel - Edición 2018 - Ref 827,2018-11-12,2018-11-15,GT07,GT0710,Plaza Central de Panajachel,Municipalidad de Panajachel y Comité de Cultura
828,EVT_GT0711_0827,Encuentro Regional de Pintores en Santa Catarina Palopó - Edición 2018 - Ref 828,2018-11-12,2018-11-15,GT07,GT0711,Plaza Central de Santa Catarina Palopó,Municipalidad de Santa Catarina Palopó y Comité de Cultura
829,EVT_GT0712_0828,Festival Nacional de la Marimba en San Antonio Palopó - Edición 2024 - Ref 829,2024-11-12,2024-11-15,GT07,GT0712,Plaza Central de San Antonio Palopó,Municipalidad de San Antonio Palopó y Comité de Cultura
830,EVT_GT0713_0829,Exposición Colectiva de Escultura en San Lucas Tolimán - Edición 2025 - Ref 830,2025-11-12,2025-11-15,GT07,GT0713,Plaza Central de San Lucas Tolimán,Municipalidad de San Lucas Tolimán y Comité de Cultura
831,EVT_GT0714_0830,Feria de la Artesanía Tradicional en Santa Cruz La Laguna - Edición 2018 - Ref 831,2018-11-12,2018-11-15,GT07,GT0714,Plaza Central de Santa Cruz La Laguna,Municipalidad de Santa Cruz La Laguna y Comité de Cultura
832,EVT_GT0715_0831,Festival del Tejido Maya y Jaspe en San Pablo La Laguna - Edición 2018 - Ref 832,2018-11-12,2018-11-15,GT07,GT0715,Plaza Central de San Pablo La Laguna,Municipalidad de San Pablo La Laguna y Comité de Cultura
833,EVT_GT0716_0832,Encuentro Regional de Pintores en San Marcos La Laguna - Edición 2023 - Ref 833,2023-11-12,2023-11-15,GT07,GT0716,Plaza Central de San Marcos La Laguna,Municipalidad de San Marcos La Laguna y Comité de Cultura
834,EVT_GT0717_0833,Festival Nacional de la Marimba en San Juan La Laguna - Edición 2025 - Ref 834,2025-11-12,2025-11-15,GT07,GT0717,Plaza Central de San Juan La Laguna,Municipalidad de San Juan La Laguna y Comité de Cultura
835,EVT_GT0718_0834,Exposición Colectiva de Escultura en San Pedro La Laguna - Edición 2021 - Ref 835,2021-11-12,2021-11-15,GT07,GT0718,Plaza Central de San Pedro La Laguna,Municipalidad de San Pedro La Laguna y Comité de Cultura
836,EVT_GT0719_0835,Feria de la Artesanía Tradicional en Santiago Atitlán - Edición 2022 - Ref 836,2022-11-12,2022-11-15,GT07,GT0719,Plaza Central de Santiago Atitlán,Municipalidad de Santiago Atitlán y Comité de Cultura
837,EVT_GT0801_0836,Festival del Tejido Maya y Jaspe en Totonicapán - Edición 2019 - Ref 837,2019-11-12,2019-11-15,GT08,GT0801,Plaza Central de Totonicapán,Municipalidad de Totonicapán y Comité de Cultura
838,EVT_GT0802_0837,Encuentro Regional de Pintores en San Cristóbal Totonicapán - Edición 2024 - Ref 838,2024-11-12,2024-11-15,GT08,GT0802,Plaza Central de San Cristóbal Totonicapán,Municipalidad de San Cristóbal Totonicapán y Comité de Cultura
839,EVT_GT0803_0838,Festival Nacional de la Marimba en San Francisco El Alto - Edición 2019 - Ref 839,2019-11-12,2019-11-15,GT08,GT0803,Plaza Central de San Francisco El Alto,Municipalidad de San Francisco El Alto y Comité de Cultura
840,EVT_GT0804_0839,Exposición Colectiva de Escultura en San Andrés Xecul - Edición 2021 - Ref 840,2021-11-12,2021-11-15,GT08,GT0804,Plaza Central de San Andrés Xecul,Municipalidad de San Andrés Xecul y Comité de Cultura
841,EVT_GT0805_0840,Feria de la Artesanía Tradicional en Momostenango - Edición 2024 - Ref 841,2024-11-12,2024-11-15,GT08,GT0805,Plaza Central de Momostenango,Municipalidad de Momostenango y Comité de Cultura
842,EVT_GT0806_0841,Festival del Tejido Maya y Jaspe en Santa María Chiquimula - Edición 2019 - Ref 842,2019-11-12,2019-11-15,GT08,GT0806,Plaza Central de Santa María Chiquimula,Municipalidad de Santa María Chiquimula y Comité de Cultura
843,EVT_GT0807_0842,Encuentro Regional de Pintores en Santa Lucía La Reforma - Edición 2018 - Ref 843,2018-11-12,2018-11-15,GT08,GT0807,Plaza Central de Santa Lucía La Reforma,Municipalidad de Santa Lucía La Reforma y Comité de Cultura
844,EVT_GT0808_0843,Festival Nacional de la Marimba en San Bartolo - Edición 2019 - Ref 844,2019-11-12,2019-11-15,GT08,GT0808,Plaza Central de San Bartolo,Municipalidad de San Bartolo y Comité de Cultura
845,EVT_GT0901_0844,Exposición Colectiva de Escultura en Quetzaltenango - Edición 2023 - Ref 845,2023-11-12,2023-11-15,GT09,GT0901,Plaza Central de Quetzaltenango,Municipalidad de Quetzaltenango y Comité de Cultura
846,EVT_GT0902_0845,Feria de la Artesanía Tradicional en Salcajá - Edición 2020 - Ref 846,2020-11-12,2020-11-15,GT09,GT0902,Plaza Central de Salcajá,Municipalidad de Salcajá y Comité de Cultura
847,EVT_GT0903_0846,Festival del Tejido Maya y Jaspe en Olintepeque - Edición 2018 - Ref 847,2018-11-12,2018-11-15,GT09,GT0903,Plaza Central de Olintepeque,Municipalidad de Olintepeque y Comité de Cultura
848,EVT_GT0904_0847,Encuentro Regional de Pintores en San Carlos Sija - Edición 2019 - Ref 848,2019-11-12,2019-11-15,GT09,GT0904,Plaza Central de San Carlos Sija,Municipalidad de San Carlos Sija y Comité de Cultura
849,EVT_GT0905_0848,Festival Nacional de la Marimba en Sibilia - Edición 2020 - Ref 849,2020-11-12,2020-11-15,GT09,GT0905,Plaza Central de Sibilia,Municipalidad de Sibilia y Comité de Cultura
850,EVT_GT0906_0849,Exposición Colectiva de Escultura en Cabricán - Edición 2024 - Ref 850,2024-11-12,2024-11-15,GT09,GT0906,Plaza Central de Cabricán,Municipalidad de Cabricán y Comité de Cultura
851,EVT_GT0907_0850,Feria de la Artesanía Tradicional en Cajolá - Edición 2023 - Ref 851,2023-11-12,2023-11-15,GT09,GT0907,Plaza Central de Cajolá,Municipalidad de Cajolá y Comité de Cultura
852,EVT_GT0908_0851,Festival del Tejido Maya y Jaspe en San Miguel Sigüila - Edición 2023 - Ref 852,2023-11-12,2023-11-15,GT09,GT0908,Plaza Central de San Miguel Sigüila,Municipalidad de San Miguel Sigüila y Comité de Cultura
853,EVT_GT0909_0852,Encuentro Regional de Pintores en Ostuncalco - Edición 2023 - Ref 853,2023-11-12,2023-11-15,GT09,GT0909,Plaza Central de Ostuncalco,Municipalidad de Ostuncalco y Comité de Cultura
854,EVT_GT0910_0853,Festival Nacional de la Marimba en San Mateo - Edición 2024 - Ref 854,2024-11-12,2024-11-15,GT09,GT0910,Plaza Central de San Mateo,Municipalidad de San Mateo y Comité de Cultura
855,EVT_GT0911_0854,Exposición Colectiva de Escultura en Concepción Chiquirichapa - Edición 2025 - Ref 855,2025-11-12,2025-11-15,GT09,GT0911,Plaza Central de Concepción Chiquirichapa,Municipalidad de Concepción Chiquirichapa y Comité de Cultura
856,EVT_GT0912_0855,Feria de la Artesanía Tradicional en San Martín Sacatepéquez - Edición 2024 - Ref 856,2024-11-12,2024-11-15,GT09,GT0912,Plaza Central de San Martín Sacatepéquez,Municipalidad de San Martín Sacatepéquez y Comité de Cultura
857,EVT_GT0913_0856,Festival del Tejido Maya y Jaspe en Almolonga - Edición 2022 - Ref 857,2022-11-12,2022-11-15,GT09,GT0913,Plaza Central de Almolonga,Municipalidad de Almolonga y Comité de Cultura
858,EVT_GT0914_0857,Encuentro Regional de Pintores en Cantel - Edición 2022 - Ref 858,2022-11-12,2022-11-15,GT09,GT0914,Plaza Central de Cantel,Municipalidad de Cantel y Comité de Cultura
859,EVT_GT0915_0858,Festival Nacional de la Marimba en Huitán - Edición 2021 - Ref 859,2021-11-12,2021-11-15,GT09,GT0915,Plaza Central de Huitán,Municipalidad de Huitán y Comité de Cultura
860,EVT_GT0916_0859,Exposición Colectiva de Escultura en Zunil - Edición 2021 - Ref 860,2021-11-12,2021-11-15,GT09,GT0916,Plaza Central de Zunil,Municipalidad de Zunil y Comité de Cultura
861,EVT_GT0917_0860,Feria de la Artesanía Tradicional en Colomba - Edición 2019 - Ref 861,2019-11-12,2019-11-15,GT09,GT0917,Plaza Central de Colomba,Municipalidad de Colomba y Comité de Cultura
862,EVT_GT0918_0861,Festival del Tejido Maya y Jaspe en San Francisco La Unión - Edición 2025 - Ref 862,2025-11-12,2025-11-15,GT09,GT0918,Plaza Central de San Francisco La Unión,Municipalidad de San Francisco La Unión y Comité de Cultura
863,EVT_GT0919_0862,Encuentro Regional de Pintores en El Palmar - Edición 2020 - Ref 863,2020-11-12,2020-11-15,GT09,GT0919,Plaza Central de El Palmar,Municipalidad de El Palmar y Comité de Cultura
864,EVT_GT0920_0863,Festival Nacional de la Marimba en Coatepeque - Edición 2020 - Ref 864,2020-11-12,2020-11-15,GT09,GT0920,Plaza Central de Coatepeque,Municipalidad de Coatepeque y Comité de Cultura
865,EVT_GT0921_0864,Exposición Colectiva de Escultura en Génova - Edición 2020 - Ref 865,2020-11-12,2020-11-15,GT09,GT0921,Plaza Central de Génova,Municipalidad de Génova y Comité de Cultura
866,EVT_GT0922_0865,Feria de la Artesanía Tradicional en Flores Costa Cuca - Edición 2022 - Ref 866,2022-11-12,2022-11-15,GT09,GT0922,Plaza Central de Flores Costa Cuca,Municipalidad de Flores Costa Cuca y Comité de Cultura
867,EVT_GT0923_0866,Festival del Tejido Maya y Jaspe en La Esperanza - Edición 2024 - Ref 867,2024-11-12,2024-11-15,GT09,GT0923,Plaza Central de La Esperanza,Municipalidad de La Esperanza y Comité de Cultura
868,EVT_GT0924_0867,Encuentro Regional de Pintores en Palestina de Los Altos - Edición 2019 - Ref 868,2019-11-12,2019-11-15,GT09,GT0924,Plaza Central de Palestina de Los Altos,Municipalidad de Palestina de Los Altos y Comité de Cultura
869,EVT_GT1201_0868,Festival Nacional de la Marimba en San Marcos - Edición 2018 - Ref 869,2018-11-12,2018-11-15,GT12,GT1201,Plaza Central de San Marcos,Municipalidad de San Marcos y Comité de Cultura
870,EVT_GT1202_0869,Exposición Colectiva de Escultura en San Pedro Sacatepéquez - Edición 2022 - Ref 870,2022-11-12,2022-11-15,GT12,GT1202,Plaza Central de San Pedro Sacatepéquez,Municipalidad de San Pedro Sacatepéquez y Comité de Cultura
871,EVT_GT1203_0870,Feria de la Artesanía Tradicional en San Antonio Sacatepéquez - Edición 2024 - Ref 871,2024-11-12,2024-11-15,GT12,GT1203,Plaza Central de San Antonio Sacatepéquez,Municipalidad de San Antonio Sacatepéquez y Comité de Cultura
872,EVT_GT1204_0871,Festival del Tejido Maya y Jaspe en Comitancillo - Edición 2018 - Ref 872,2018-11-12,2018-11-15,GT12,GT1204,Plaza Central de Comitancillo,Municipalidad de Comitancillo y Comité de Cultura
873,EVT_GT1205_0872,Encuentro Regional de Pintores en San Miguel Ixtahuacán - Edición 2025 - Ref 873,2025-11-12,2025-11-15,GT12,GT1205,Plaza Central de San Miguel Ixtahuacán,Municipalidad de San Miguel Ixtahuacán y Comité de Cultura
874,EVT_GT1206_0873,Festival Nacional de la Marimba en Concepción Tutuapa - Edición 2021 - Ref 874,2021-11-12,2021-11-15,GT12,GT1206,Plaza Central de Concepción Tutuapa,Municipalidad de Concepción Tutuapa y Comité de Cultura
875,EVT_GT1207_0874,Exposición Colectiva de Escultura en Tacaná - Edición 2020 - Ref 875,2020-11-12,2020-11-15,GT12,GT1207,Plaza Central de Tacaná,Municipalidad de Tacaná y Comité de Cultura
876,EVT_GT1208_0875,Feria de la Artesanía Tradicional en Sibinal - Edición 2018 - Ref 876,2018-11-12,2018-11-15,GT12,GT1208,Plaza Central de Sibinal,Municipalidad de Sibinal y Comité de Cultura
877,EVT_GT1209_0876,Festival del Tejido Maya y Jaspe en Tajumulco - Edición 2020 - Ref 877,2020-11-12,2020-11-15,GT12,GT1209,Plaza Central de Tajumulco,Municipalidad de Tajumulco y Comité de Cultura
878,EVT_GT1210_0877,Encuentro Regional de Pintores en Tejutla - Edición 2019 - Ref 878,2019-11-12,2019-11-15,GT12,GT1210,Plaza Central de Tejutla,Municipalidad de Tejutla y Comité de Cultura
879,EVT_GT1211_0878,Festival Nacional de la Marimba en San Rafael Pie de la Cuesta - Edición 2022 - Ref 879,2022-11-12,2022-11-15,GT12,GT1211,Plaza Central de San Rafael Pie de la Cuesta,Municipalidad de San Rafael Pie de la Cuesta y Comité de Cultura
880,EVT_GT1212_0879,Exposición Colectiva de Escultura en Nuevo Progreso - Edición 2019 - Ref 880,2019-11-12,2019-11-15,GT12,GT1212,Plaza Central de Nuevo Progreso,Municipalidad de Nuevo Progreso y Comité de Cultura
881,EVT_GT1213_0880,Feria de la Artesanía Tradicional en El Tumbador - Edición 2024 - Ref 881,2024-11-12,2024-11-15,GT12,GT1213,Plaza Central de El Tumbador,Municipalidad de El Tumbador y Comité de Cultura
882,EVT_GT1214_0881,Festival del Tejido Maya y Jaspe en El Rodeo - Edición 2021 - Ref 882,2021-11-12,2021-11-15,GT12,GT1214,Plaza Central de El Rodeo,Municipalidad de El Rodeo y Comité de Cultura
883,EVT_GT1215_0882,Encuentro Regional de Pintores en Malacatán - Edición 2022 - Ref 883,2022-11-12,2022-11-15,GT12,GT1215,Plaza Central de Malacatán,Municipalidad de Malacatán y Comité de Cultura
884,EVT_GT1216_0883,Festival Nacional de la Marimba en Catarina - Edición 2025 - Ref 884,2025-11-12,2025-11-15,GT12,GT1216,Plaza Central de Catarina,Municipalidad de Catarina y Comité de Cultura
885,EVT_GT1217_0884,Exposición Colectiva de Escultura en Ayutla - Edición 2024 - Ref 885,2024-11-12,2024-11-15,GT12,GT1217,Plaza Central de Ayutla,Municipalidad de Ayutla y Comité de Cultura
