id_material,codigo,nombre,descripcion
479,FIBRA_MIMBRE_GT0916,Fibras de Mimbre Seleccionado de Zunil,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Zunil.
480,PINTURA_ACRILICA_GT0916,Pintura Acrílica Profesional Seleccionado de Zunil,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Zunil.
481,ALGODON_BLANCO_GT0917,Hilo de Algodón Blanco Seleccionado de Colomba,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Colomba.
482,ALGODON_CUYUSCATE_GT0917,Hilo de Algodón Cuyuscate Natural Seleccionado de Colomba,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Colomba.
483,BARRO_ROJO_GT0917,Arcilla de Barro Rojo Seleccionado de Colomba,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Colomba.
484,JADE_JADEITA_GT0917,Jadeita Verde Seleccionado de Colomba,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Colomba.
485,MADERA_HORMIGO_GT0917,Madera de Hormigo Seleccionado de Colomba,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Colomba.
486,MADERA_CEDRO_GT0917,Madera de Cedro Seleccionado de Colomba,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Colomba.
487,TINTE_NATURAL_SACATE_GT0917,Tinte Orgánico de Sacate de Colomba,Tinte de origen vegetal/animal obtenido de Sacate en Colomba.
488,LANA_OVEJA_GT0917,Lana de Oveja Natural Seleccionado de Colomba,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Colomba.
489,FIBRA_MIMBRE_GT0917,Fibras de Mimbre Seleccionado de Colomba,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Colomba.
490,PINTURA_ACRILICA_GT0917,Pintura Acrílica Profesional Seleccionado de Colomba,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Colomba.
491,ALGODON_BLANCO_GT0918,Hilo de Algodón Blanco Seleccionado de San Francisco La Unión,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
492,ALGODON_CUYUSCATE_GT0918,Hilo de Algodón Cuyuscate Natural Seleccionado de San Francisco La Unión,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
493,BARRO_ROJO_GT0918,Arcilla de Barro Rojo Seleccionado de San Francisco La Unión,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
494,JADE_JADEITA_GT0918,Jadeita Verde Seleccionado de San Francisco La Unión,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
495,MADERA_HORMIGO_GT0918,Madera de Hormigo Seleccionado de San Francisco La Unión,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
496,MADERA_CEDRO_GT0918,Madera de Cedro Seleccionado de San Francisco La Unión,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
497,TINTE_NATURAL_CÚRCUMA_GT0918,Tinte Orgánico de Cúrcuma de San Francisco La Unión,Tinte de origen vegetal/animal obtenido de Cúrcuma en San Francisco La Unión.
498,LANA_OVEJA_GT0918,Lana de Oveja Natural Seleccionado de San Francisco La Unión,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
499,FIBRA_MIMBRE_GT0918,Fibras de Mimbre Seleccionado de San Francisco La Unión,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
500,PINTURA_ACRILICA_GT0918,Pintura Acrílica Profesional Seleccionado de San Francisco La Unión,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Francisco La Unión.
501,ALGODON_BLANCO_GT0919,Hilo de Algodón Blanco Seleccionado de El Palmar,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de El Palmar.
502,ALGODON_CUYUSCATE_GT0919,Hilo de Algodón Cuyuscate Natural Seleccionado de El Palmar,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de El Palmar.
503,BARRO_ROJO_GT0919,Arcilla de Barro Rojo Seleccionado de El Palmar,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de El Palmar.
504,JADE_JADEITA_GT0919,Jadeita Verde Seleccionado de El Palmar,Jadeita Verde de alta calidad recolectado en las zonas montañosas de El Palmar.
505,MADERA_HORMIGO_GT0919,Madera de Hormigo Seleccionado de El Palmar,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de El Palmar.
506,MADERA_CEDRO_GT0919,Madera de Cedro Seleccionado de El Palmar,Madera de Cedro de alta calidad recolectado en las zonas montañosas de El Palmar.
507,TINTE_NATURAL_PÚRPURA_GT0919,Tinte Orgánico de Púrpura de El Palmar,Tinte de origen vegetal/animal obtenido de Púrpura en El Palmar.
508,LANA_OVEJA_GT0919,Lana de Oveja Natural Seleccionado de El Palmar,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de El Palmar.
509,FIBRA_MIMBRE_GT0919,Fibras de Mimbre Seleccionado de El Palmar,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de El Palmar.
510,PINTURA_ACRILICA_GT0919,Pintura Acrílica Profesional Seleccionado de El Palmar,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de El Palmar.
511,ALGODON_BLANCO_GT0920,Hilo de Algodón Blanco Seleccionado de Coatepeque,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Coatepeque.
512,ALGODON_CUYUSCATE_GT0920,Hilo de Algodón Cuyuscate Natural Seleccionado de Coatepeque,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Coatepeque.
513,BARRO_ROJO_GT0920,Arcilla de Barro Rojo Seleccionado de Coatepeque,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Coatepeque.
514,JADE_JADEITA_GT0920,Jadeita Verde Seleccionado de Coatepeque,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Coatepeque.
515,MADERA_HORMIGO_GT0920,Madera de Hormigo Seleccionado de Coatepeque,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Coatepeque.
516,MADERA_CEDRO_GT0920,Madera de Cedro Seleccionado de Coatepeque,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Coatepeque.
517,TINTE_NATURAL_GRANA_COCHINILLA_GT0920,Tinte Orgánico de Grana Cochinilla de Coatepeque,Tinte de origen vegetal/animal obtenido de Grana Cochinilla en Coatepeque.
518,LANA_OVEJA_GT0920,Lana de Oveja Natural Seleccionado de Coatepeque,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Coatepeque.
519,FIBRA_MIMBRE_GT0920,Fibras de Mimbre Seleccionado de Coatepeque,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Coatepeque.
520,PINTURA_ACRILICA_GT0920,Pintura Acrílica Profesional Seleccionado de Coatepeque,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Coatepeque.
521,ALGODON_BLANCO_GT0921,Hilo de Algodón Blanco Seleccionado de Génova,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Génova.
522,ALGODON_CUYUSCATE_GT0921,Hilo de Algodón Cuyuscate Natural Seleccionado de Génova,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Génova.
523,BARRO_ROJO_GT0921,Arcilla de Barro Rojo Seleccionado de Génova,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Génova.
524,JADE_JADEITA_GT0921,Jadeita Verde Seleccionado de Génova,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Génova.
525,MADERA_HORMIGO_GT0921,Madera de Hormigo Seleccionado de Génova,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Génova.
526,MADERA_CEDRO_GT0921,Madera de Cedro Seleccionado de Génova,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Génova.
527,TINTE_NATURAL_ACHIOTE_GT0921,Tinte Orgánico de Achiote de Génova,Tinte de origen vegetal/animal obtenido de Achiote en Génova.
528,LANA_OVEJA_GT0921,Lana de Oveja Natural Seleccionado de Génova,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Génova.
529,FIBRA_MIMBRE_GT0921,Fibras de Mimbre Seleccionado de Génova,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Génova.
530,PINTURA_ACRILICA_GT0921,Pintura Acrílica Profesional Seleccionado de Génova,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Génova.
531,ALGODON_BLANCO_GT0922,Hilo de Algodón Blanco Seleccionado de Flores Costa Cuca,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
532,ALGODON_CUYUSCATE_GT0922,Hilo de Algodón Cuyuscate Natural Seleccionado de Flores Costa Cuca,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
533,BARRO_ROJO_GT0922,Arcilla de Barro Rojo Seleccionado de Flores Costa Cuca,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
534,JADE_JADEITA_GT0922,Jadeita Verde Seleccionado de Flores Costa Cuca,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
535,MADERA_HORMIGO_GT0922,Madera de Hormigo Seleccionado de Flores Costa Cuca,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
536,MADERA_CEDRO_GT0922,Madera de Cedro Seleccionado de Flores Costa Cuca,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
537,TINTE_NATURAL_LICHEN_GT0922,Tinte Orgánico de Lichen de Flores Costa Cuca,Tinte de origen vegetal/animal obtenido de Lichen en Flores Costa Cuca.
538,LANA_OVEJA_GT0922,Lana de Oveja Natural Seleccionado de Flores Costa Cuca,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
539,FIBRA_MIMBRE_GT0922,Fibras de Mimbre Seleccionado de Flores Costa Cuca,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
540,PINTURA_ACRILICA_GT0922,Pintura Acrílica Profesional Seleccionado de Flores Costa Cuca,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Flores Costa Cuca.
541,ALGODON_BLANCO_GT0923,Hilo de Algodón Blanco Seleccionado de La Esperanza,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de La Esperanza.
542,ALGODON_CUYUSCATE_GT0923,Hilo de Algodón Cuyuscate Natural Seleccionado de La Esperanza,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de La Esperanza.
543,BARRO_ROJO_GT0923,Arcilla de Barro Rojo Seleccionado de La Esperanza,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de La Esperanza.
544,JADE_JADEITA_GT0923,Jadeita Verde Seleccionado de La Esperanza,Jadeita Verde de alta calidad recolectado en las zonas montañosas de La Esperanza.
545,MADERA_HORMIGO_GT0923,Madera de Hormigo Seleccionado de La Esperanza,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de La Esperanza.
546,MADERA_CEDRO_GT0923,Madera de Cedro Seleccionado de La Esperanza,Madera de Cedro de alta calidad recolectado en las zonas montañosas de La Esperanza.
547,TINTE_NATURAL_OCOTE_GT0923,Tinte Orgánico de Ocote de La Esperanza,Tinte de origen vegetal/animal obtenido de Ocote en La Esperanza.
548,LANA_OVEJA_GT0923,Lana de Oveja Natural Seleccionado de La Esperanza,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de La Esperanza.
549,FIBRA_MIMBRE_GT0923,Fibras de Mimbre Seleccionado de La Esperanza,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de La Esperanza.
550,PINTURA_ACRILICA_GT0923,Pintura Acrílica Profesional Seleccionado de La Esperanza,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de La Esperanza.
551,ALGODON_BLANCO_GT0924,Hilo de Algodón Blanco Seleccionado de Palestina de Los Altos,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
552,ALGODON_CUYUSCATE_GT0924,Hilo de Algodón Cuyuscate Natural Seleccionado de Palestina de Los Altos,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
553,BARRO_ROJO_GT0924,Arcilla de Barro Rojo Seleccionado de Palestina de Los Altos,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
554,JADE_JADEITA_GT0924,Jadeita Verde Seleccionado de Palestina de Los Altos,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
555,MADERA_HORMIGO_GT0924,Madera de Hormigo Seleccionado de Palestina de Los Altos,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
556,MADERA_CEDRO_GT0924,Madera de Cedro Seleccionado de Palestina de Los Altos,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
557,TINTE_NATURAL_AGUACATE_GT0924,Tinte Orgánico de Aguacate de Palestina de Los Altos,Tinte de origen vegetal/animal obtenido de Aguacate en Palestina de Los Altos.
558,LANA_OVEJA_GT0924,Lana de Oveja Natural Seleccionado de Palestina de Los Altos,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
559,FIBRA_MIMBRE_GT0924,Fibras de Mimbre Seleccionado de Palestina de Los Altos,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
560,PINTURA_ACRILICA_GT0924,Pintura Acrílica Profesional Seleccionado de Palestina de Los Altos,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Palestina de Los Altos.
561,ALGODON_BLANCO_GT1201,Hilo de Algodón Blanco Seleccionado de San Marcos,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Marcos.
562,ALGODON_CUYUSCATE_GT1201,Hilo de Algodón Cuyuscate Natural Seleccionado de San Marcos,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Marcos.
563,BARRO_ROJO_GT1201,Arcilla de Barro Rojo Seleccionado de San Marcos,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Marcos.
564,JADE_JADEITA_GT1201,Jadeita Verde Seleccionado de San Marcos,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Marcos.
565,MADERA_HORMIGO_GT1201,Madera de Hormigo Seleccionado de San Marcos,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Marcos.
566,MADERA_CEDRO_GT1201,Madera de Cedro Seleccionado de San Marcos,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Marcos.
567,TINTE_NATURAL_MANZANILLA_GT1201,Tinte Orgánico de Manzanilla de San Marcos,Tinte de origen vegetal/animal obtenido de Manzanilla en San Marcos.
568,LANA_OVEJA_GT1201,Lana de Oveja Natural Seleccionado de San Marcos,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Marcos.
569,FIBRA_MIMBRE_GT1201,Fibras de Mimbre Seleccionado de San Marcos,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Marcos.
570,PINTURA_ACRILICA_GT1201,Pintura Acrílica Profesional Seleccionado de San Marcos,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Marcos.
571,ALGODON_BLANCO_GT1202,Hilo de Algodón Blanco Seleccionado de San Pedro Sacatepéquez,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
572,ALGODON_CUYUSCATE_GT1202,Hilo de Algodón Cuyuscate Natural Seleccionado de San Pedro Sacatepéquez,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
573,BARRO_ROJO_GT1202,Arcilla de Barro Rojo Seleccionado de San Pedro Sacatepéquez,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
574,JADE_JADEITA_GT1202,Jadeita Verde Seleccionado de San Pedro Sacatepéquez,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
575,MADERA_HORMIGO_GT1202,Madera de Hormigo Seleccionado de San Pedro Sacatepéquez,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
576,MADERA_CEDRO_GT1202,Madera de Cedro Seleccionado de San Pedro Sacatepéquez,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
577,TINTE_NATURAL_MORAS_GT1202,Tinte Orgánico de Moras de San Pedro Sacatepéquez,Tinte de origen vegetal/animal obtenido de Moras en San Pedro Sacatepéquez.
578,LANA_OVEJA_GT1202,Lana de Oveja Natural Seleccionado de San Pedro Sacatepéquez,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
579,FIBRA_MIMBRE_GT1202,Fibras de Mimbre Seleccionado de San Pedro Sacatepéquez,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
580,PINTURA_ACRILICA_GT1202,Pintura Acrílica Profesional Seleccionado de San Pedro Sacatepéquez,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Pedro Sacatepéquez.
581,ALGODON_BLANCO_GT1203,Hilo de Algodón Blanco Seleccionado de San Antonio Sacatepéquez,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
582,ALGODON_CUYUSCATE_GT1203,Hilo de Algodón Cuyuscate Natural Seleccionado de San Antonio Sacatepéquez,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
583,BARRO_ROJO_GT1203,Arcilla de Barro Rojo Seleccionado de San Antonio Sacatepéquez,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
584,JADE_JADEITA_GT1203,Jadeita Verde Seleccionado de San Antonio Sacatepéquez,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
585,MADERA_HORMIGO_GT1203,Madera de Hormigo Seleccionado de San Antonio Sacatepéquez,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
586,MADERA_CEDRO_GT1203,Madera de Cedro Seleccionado de San Antonio Sacatepéquez,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
587,TINTE_NATURAL_CAMPANILLA_GT1203,Tinte Orgánico de Campanilla de San Antonio Sacatepéquez,Tinte de origen vegetal/animal obtenido de Campanilla en San Antonio Sacatepéquez.
588,LANA_OVEJA_GT1203,Lana de Oveja Natural Seleccionado de San Antonio Sacatepéquez,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
589,FIBRA_MIMBRE_GT1203,Fibras de Mimbre Seleccionado de San Antonio Sacatepéquez,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
590,PINTURA_ACRILICA_GT1203,Pintura Acrílica Profesional Seleccionado de San Antonio Sacatepéquez,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Antonio Sacatepéquez.
591,ALGODON_BLANCO_GT1204,Hilo de Algodón Blanco Seleccionado de Comitancillo,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Comitancillo.
592,ALGODON_CUYUSCATE_GT1204,Hilo de Algodón Cuyuscate Natural Seleccionado de Comitancillo,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Comitancillo.
593,BARRO_ROJO_GT1204,Arcilla de Barro Rojo Seleccionado de Comitancillo,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Comitancillo.
594,JADE_JADEITA_GT1204,Jadeita Verde Seleccionado de Comitancillo,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Comitancillo.
595,MADERA_HORMIGO_GT1204,Madera de Hormigo Seleccionado de Comitancillo,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Comitancillo.
596,MADERA_CEDRO_GT1204,Madera de Cedro Seleccionado de Comitancillo,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Comitancillo.
597,TINTE_NATURAL_CANELA_GT1204,Tinte Orgánico de Canela de Comitancillo,Tinte de origen vegetal/animal obtenido de Canela en Comitancillo.
598,LANA_OVEJA_GT1204,Lana de Oveja Natural Seleccionado de Comitancillo,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Comitancillo.
599,FIBRA_MIMBRE_GT1204,Fibras de Mimbre Seleccionado de Comitancillo,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Comitancillo.
600,PINTURA_ACRILICA_GT1204,Pintura Acrílica Profesional Seleccionado de Comitancillo,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Comitancillo.
601,ALGODON_BLANCO_GT1205,Hilo de Algodón Blanco Seleccionado de San Miguel Ixtahuacán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
602,ALGODON_CUYUSCATE_GT1205,Hilo de Algodón Cuyuscate Natural Seleccionado de San Miguel Ixtahuacán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
603,BARRO_ROJO_GT1205,Arcilla de Barro Rojo Seleccionado de San Miguel Ixtahuacán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
604,JADE_JADEITA_GT1205,Jadeita Verde Seleccionado de San Miguel Ixtahuacán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
605,MADERA_HORMIGO_GT1205,Madera de Hormigo Seleccionado de San Miguel Ixtahuacán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
606,MADERA_CEDRO_GT1205,Madera de Cedro Seleccionado de San Miguel Ixtahuacán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
607,TINTE_NATURAL_COCHINILLA_GT1205,Tinte Orgánico de Cochinilla de San Miguel Ixtahuacán,Tinte de origen vegetal/animal obtenido de Cochinilla en San Miguel Ixtahuacán.
608,LANA_OVEJA_GT1205,Lana de Oveja Natural Seleccionado de San Miguel Ixtahuacán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
609,FIBRA_MIMBRE_GT1205,Fibras de Mimbre Seleccionado de San Miguel Ixtahuacán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
610,PINTURA_ACRILICA_GT1205,Pintura Acrílica Profesional Seleccionado de San Miguel Ixtahuacán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Miguel Ixtahuacán.
611,ALGODON_BLANCO_GT1206,Hilo de Algodón Blanco Seleccionado de Concepción Tutuapa,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
612,ALGODON_CUYUSCATE_GT1206,Hilo de Algodón Cuyuscate Natural Seleccionado de Concepción Tutuapa,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
613,BARRO_ROJO_GT1206,Arcilla de Barro Rojo Seleccionado de Concepción Tutuapa,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
614,JADE_JADEITA_GT1206,Jadeita Verde Seleccionado de Concepción Tutuapa,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
615,MADERA_HORMIGO_GT1206,Madera de Hormigo Seleccionado de Concepción Tutuapa,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
616,MADERA_CEDRO_GT1206,Madera de Cedro Seleccionado de Concepción Tutuapa,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
617,TINTE_NATURAL_AÑIL_GT1206,Tinte Orgánico de Añil de Concepción Tutuapa,Tinte de origen vegetal/animal obtenido de Añil en Concepción Tutuapa.
618,LANA_OVEJA_GT1206,Lana de Oveja Natural Seleccionado de Concepción Tutuapa,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
619,FIBRA_MIMBRE_GT1206,Fibras de Mimbre Seleccionado de Concepción Tutuapa,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
620,PINTURA_ACRILICA_GT1206,Pintura Acrílica Profesional Seleccionado de Concepción Tutuapa,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Concepción Tutuapa.
621,ALGODON_BLANCO_GT1207,Hilo de Algodón Blanco Seleccionado de Tacaná,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Tacaná.
622,ALGODON_CUYUSCATE_GT1207,Hilo de Algodón Cuyuscate Natural Seleccionado de Tacaná,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Tacaná.
623,BARRO_ROJO_GT1207,Arcilla de Barro Rojo Seleccionado de Tacaná,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Tacaná.
624,JADE_JADEITA_GT1207,Jadeita Verde Seleccionado de Tacaná,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Tacaná.
625,MADERA_HORMIGO_GT1207,Madera de Hormigo Seleccionado de Tacaná,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Tacaná.
626,MADERA_CEDRO_GT1207,Madera de Cedro Seleccionado de Tacaná,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Tacaná.
627,TINTE_NATURAL_PALO_DE_CAMPECHE_GT1207,Tinte Orgánico de Palo de Campeche de Tacaná,Tinte de origen vegetal/animal obtenido de Palo de Campeche en Tacaná.
628,LANA_OVEJA_GT1207,Lana de Oveja Natural Seleccionado de Tacaná,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Tacaná.
629,FIBRA_MIMBRE_GT1207,Fibras de Mimbre Seleccionado de Tacaná,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Tacaná.
630,PINTURA_ACRILICA_GT1207,Pintura Acrílica Profesional Seleccionado de Tacaná,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Tacaná.
631,ALGODON_BLANCO_GT1208,Hilo de Algodón Blanco Seleccionado de Sibinal,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Sibinal.
632,ALGODON_CUYUSCATE_GT1208,Hilo de Algodón Cuyuscate Natural Seleccionado de Sibinal,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Sibinal.
633,BARRO_ROJO_GT1208,Arcilla de Barro Rojo Seleccionado de Sibinal,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Sibinal.
634,JADE_JADEITA_GT1208,Jadeita Verde Seleccionado de Sibinal,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Sibinal.
635,MADERA_HORMIGO_GT1208,Madera de Hormigo Seleccionado de Sibinal,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Sibinal.
636,MADERA_CEDRO_GT1208,Madera de Cedro Seleccionado de Sibinal,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Sibinal.
637,TINTE_NATURAL_SACCHIL_GT1208,Tinte Orgánico de Sacchil de Sibinal,Tinte de origen vegetal/animal obtenido de Sacchil en Sibinal.
638,LANA_OVEJA_GT1208,Lana de Oveja Natural Seleccionado de Sibinal,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Sibinal.
