núm_corre,año_denuncia,Reg_mes,día_denuncia,día_sem_denuncia,año_hecho,mes_hecho,día_hecho,dia_sem_hecho,depto_ocu_hecho,mupio_ocu_hecho,zona_ocu_hecho,sexo_per,edad_sind,g_edad_60ymás,g_edad_80ymás,g_edad_de0_80ymás,est_conyugal,delito_com,hora_denuncia,g_hora_denuncia,g_hora_denuncia_mañ.tar.noch,principales_delitos
761,2023,Marzo,31,Viernes,2023,Marzo,30,Sábado,Jalapa,Monjas,Ignorada,Mujer,20,20-24,20-24,20 - 24,Ignorado,Lesiones leves,15,12:00 a 17:59,12:00 a 17:59,Lesiones leves
762,2023,Enero,2,Lunes,2023,Enero,2,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,54,50-54,50-54,50 - 54,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
763,2023,Enero,3,Martes,2022,Diciembre,3,Miercoles,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
764,2023,Enero,12,Jueves,2022,Diciembre,29,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,7,06:00 a 11:59,00:00 a 11:59,Amenazas
765,2023,Enero,12,Jueves,2022,Diciembre,29,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Mujer,27,25-29,25-29,25 - 29,Ignorado,Amenazas,7,06:00 a 11:59,00:00 a 11:59,Amenazas
766,2023,Enero,16,Lunes,2023,Enero,15,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,37,35-39,35-39,35 - 39,Ignorado,Amenazas,13,12:00 a 17:59,12:00 a 17:59,Amenazas
767,2023,Enero,26,Jueves,2023,Enero,25,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,10,06:00 a 11:59,00:00 a 11:59,Lesiones leves
768,2023,Enero,26,Jueves,2019,Enero,26,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
769,2023,Enero,30,Lunes,2023,Enero,20,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,21,20-24,20-24,20 - 24,Ignorado,Estafa propia,10,06:00 a 11:59,00:00 a 11:59,Otros
770,2023,Enero,30,Lunes,2023,Enero,20,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,19,15-19,15-19,15 - 19,Ignorado,Estafa propia,10,06:00 a 11:59,00:00 a 11:59,Otros
771,2023,Enero,30,Lunes,2023,Enero,20,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,19,15-19,15-19,15 - 19,Ignorado,Estafa propia,10,06:00 a 11:59,00:00 a 11:59,Otros
772,2023,Enero,30,Lunes,2023,Enero,20,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,20,20-24,20-24,20 - 24,Ignorado,Estafa propia,10,06:00 a 11:59,00:00 a 11:59,Otros
773,2023,Enero,30,Lunes,2023,Enero,24,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
774,2023,Enero,30,Lunes,2023,Enero,24,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
775,2023,Enero,30,Lunes,2023,Enero,27,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
776,2023,Enero,30,Lunes,2023,Enero,20,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
777,2023,Febrero,2,Jueves,2023,Enero,29,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,46,45-49,45-49,45 - 49,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
778,2023,Febrero,3,Viernes,2022,Diciembre,20,Sábado,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,11,06:00 a 11:59,00:00 a 11:59,Hurto agravado
779,2023,Febrero,8,Miercoles,2023,Febrero,6,Jueves,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Extorsión,12,12:00 a 17:59,12:00 a 17:59,Extorsión
780,2023,Febrero,8,Miercoles,2023,Febrero,8,Jueves,Retalhuleu,Retalhuleu,Ignorada,Hombre,25,25-29,25-29,25 - 29,Casado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
781,2023,Febrero,20,Lunes,2023,Febrero,16,Martes,Retalhuleu,San Felipe,Ignorada,Ignorado,16,15-19,15-19,15 - 19,Ignorado,Hurto agravado,9,06:00 a 11:59,00:00 a 11:59,Hurto agravado
782,2023,Febrero,21,Martes,2023,Febrero,18,Miercoles,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,17,15-19,15-19,15 - 19,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
783,2023,Marzo,2,Jueves,2023,Febrero,21,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,16,12:00 a 17:59,12:00 a 17:59,Amenazas
784,2023,Marzo,3,Viernes,2023,Enero,31,Sábado,Guatemala,Petapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto de fluidos,9,06:00 a 11:59,00:00 a 11:59,Otros
785,2023,Marzo,3,Viernes,2023,Marzo,3,Sábado,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
786,2023,Marzo,3,Viernes,2023,Febrero,18,Sábado,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,24,20-24,20-24,20 - 24,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
787,2023,Marzo,7,Martes,2023,Febrero,27,Miercoles,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
788,2023,Marzo,9,Jueves,2023,Marzo,8,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,30,30-34,30-34,30 - 34,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
789,2023,Marzo,9,Jueves,2023,Marzo,8,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,70,60-100,70-74,70 - 74,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
790,2023,Marzo,15,Miercoles,2023,Marzo,5,Jueves,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,12,12:00 a 17:59,12:00 a 17:59,Hurto agravado
791,2023,Marzo,15,Miercoles,2023,Marzo,6,Jueves,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,20,20-24,20-24,20 - 24,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
792,2023,Marzo,20,Lunes,2023,Marzo,16,Martes,Suchitepéquez,Mazatenango,Ignorada,Hombre,35,35-39,35-39,35 - 39,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
793,2023,Marzo,20,Lunes,2023,Marzo,18,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,37,35-39,35-39,35 - 39,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
794,2023,Marzo,22,Miercoles,2023,Marzo,21,Jueves,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,34,30-34,30-34,30 - 34,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
795,2023,Marzo,23,Jueves,2023,Marzo,22,Viernes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,23,20-24,20-24,20 - 24,Ignorado,Lesiones culposas,11,06:00 a 11:59,00:00 a 11:59,Lesiones culposas
796,2023,Marzo,24,Viernes,2023,Marzo,24,Sábado,Retalhuleu,San Felipe,Ignorada,Hombre,51,50-54,50-54,50 - 54,Soltero,Explotación ilegal de recursos naturales,13,12:00 a 17:59,12:00 a 17:59,Otros
797,2023,Marzo,27,Lunes,2023,Marzo,26,Martes,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,38,35-39,35-39,35 - 39,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
798,2023,Marzo,29,Miercoles,2022,Diciembre,28,Jueves,Quetzaltenango,Salcajá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Casos especiales de estafa,11,06:00 a 11:59,00:00 a 11:59,Otros
799,2023,Marzo,29,Miercoles,2023,Marzo,25,Jueves,Retalhuleu,San Martín Zapotitlán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Chantaje,16,12:00 a 17:59,12:00 a 17:59,Otros
800,2023,Enero,4,Miercoles,2022,Diciembre,23,Jueves,Alta Verapaz,San Pedro Carchá,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,13,12:00 a 17:59,12:00 a 17:59,Otros
801,2023,Enero,4,Miercoles,2022,Diciembre,23,Jueves,Alta Verapaz,San Pedro Carchá,Ignorada,Mujer,53,50-54,50-54,50 - 54,Ignorado,Contra los recursos forestales,13,12:00 a 17:59,12:00 a 17:59,Otros
802,2023,Enero,9,Lunes,2023,Enero,6,Martes,Izabal,Puerto Barrios,Ignorada,Ignorado,33,30-34,30-34,30 - 34,Ignorado,Contra los recursos forestales,9,06:00 a 11:59,00:00 a 11:59,Otros
803,2023,Enero,10,Martes,2023,Enero,9,Miercoles,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,44,40-44,40-44,40 - 44,Soltero,Tráfico ilegal de flora y fauna,7,06:00 a 11:59,00:00 a 11:59,Otros
804,2023,Enero,17,Martes,2023,Enero,17,Miercoles,Guatemala,San José del Golfo,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,9,06:00 a 11:59,00:00 a 11:59,Otros
805,2023,Enero,17,Martes,2023,Enero,9,Miercoles,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Mujer,61,60-100,60-64,60 - 64,Soltero,Atentado contra el patrimonio natural y cultural de la nación,11,06:00 a 11:59,00:00 a 11:59,Otros
806,2023,Enero,17,Martes,2023,Enero,9,Miercoles,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,51,50-54,50-54,50 - 54,Soltero,Atentado contra el patrimonio natural y cultural de la nación,11,06:00 a 11:59,00:00 a 11:59,Otros
807,2023,Enero,18,Miercoles,2023,Enero,17,Jueves,El Progreso,Sanarate,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,12,12:00 a 17:59,12:00 a 17:59,Otros
808,2023,Enero,18,Miercoles,2023,Enero,14,Jueves,Chimaltenango,Patzicía,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Usurpación,12,12:00 a 17:59,12:00 a 17:59,Otros
809,2023,Enero,18,Miercoles,2023,Enero,14,Jueves,Chimaltenango,Patzicía,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Usurpación,12,12:00 a 17:59,12:00 a 17:59,Otros
810,2023,Enero,18,Miercoles,2023,Enero,16,Jueves,Sacatepéquez,San Lucas Sacatepéquez,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación industrial,15,12:00 a 17:59,12:00 a 17:59,Otros
811,2023,Enero,18,Miercoles,2023,Enero,16,Jueves,Sacatepéquez,San Lucas Sacatepéquez,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación industrial,15,12:00 a 17:59,12:00 a 17:59,Otros
812,2023,Enero,19,Jueves,2023,Enero,18,Viernes,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,12,12:00 a 17:59,12:00 a 17:59,Otros
813,2023,Enero,20,Viernes,2023,Enero,16,Sábado,Petén,La Libertad,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Cambio del uso de la tierra sin autorización,14,12:00 a 17:59,12:00 a 17:59,Otros
814,2023,Enero,20,Viernes,2023,Enero,20,Sábado,Guatemala,Guatemala,24,Hombre,43,40-44,40-44,40 - 44,Soltero,Explotación ilegal de recursos naturales,14,12:00 a 17:59,12:00 a 17:59,Otros
815,2023,Enero,20,Viernes,2023,Enero,20,Sábado,Guatemala,Guatemala,24,Mujer,26,25-29,25-29,25 - 29,Soltero,Explotación ilegal de recursos naturales,14,12:00 a 17:59,12:00 a 17:59,Otros
816,2023,Enero,23,Lunes,2022,Agosto,6,Martes,Petén,San Benito,Ignorada,Hombre,49,45-49,45-49,45 - 49,Ignorado,Contaminación,9,06:00 a 11:59,00:00 a 11:59,Otros
817,2023,Enero,23,Lunes,2023,Enero,19,Martes,Guatemala,San José Pinula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,9,06:00 a 11:59,00:00 a 11:59,Otros
818,2023,Enero,23,Lunes,2022,Enero,19,Martes,Guatemala,Mixco,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,11,06:00 a 11:59,00:00 a 11:59,Otros
819,2023,Enero,23,Lunes,2022,Enero,19,Martes,Guatemala,Mixco,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,11,06:00 a 11:59,00:00 a 11:59,Otros
820,2023,Enero,23,Lunes,2022,Enero,19,Martes,Guatemala,Mixco,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,11,06:00 a 11:59,00:00 a 11:59,Otros
821,2023,Enero,23,Lunes,2022,Enero,19,Martes,Guatemala,Mixco,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,11,06:00 a 11:59,00:00 a 11:59,Otros
822,2023,Enero,24,Martes,2023,Enero,19,Miercoles,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,8,06:00 a 11:59,00:00 a 11:59,Otros
823,2023,Enero,24,Martes,2023,Enero,19,Miercoles,Huehuetenango,Huehuetenango,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,9,06:00 a 11:59,00:00 a 11:59,Otros
824,2023,Enero,24,Martes,2023,Enero,19,Miercoles,Huehuetenango,Huehuetenango,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,9,06:00 a 11:59,00:00 a 11:59,Otros
825,2023,Enero,24,Martes,2023,Enero,19,Miercoles,Huehuetenango,Huehuetenango,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,9,06:00 a 11:59,00:00 a 11:59,Otros
826,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Quetzaltenango,Ostuncalco,Ignorada,Hombre,47,45-49,45-49,45 - 49,Casado,Explotación ilegal de recursos naturales,8,06:00 a 11:59,00:00 a 11:59,Otros
827,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,San Juan Sacatepéquez,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,10,06:00 a 11:59,00:00 a 11:59,Otros
828,2023,Enero,27,Viernes,2023,Enero,21,Sábado,Alta Verapaz,Chisec,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,15,12:00 a 17:59,12:00 a 17:59,Otros
829,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
830,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Casado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
831,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Casado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
832,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Mujer,22,20-24,20-24,20 - 24,Soltero,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
833,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Hombre,45,45-49,45-49,45 - 49,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
834,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Mujer,42,40-44,40-44,40 - 44,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
835,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Ignorado,24,20-24,20-24,20 - 24,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
836,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Hombre,26,25-29,25-29,25 - 29,Soltero,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
837,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Mujer,20,20-24,20-24,20 - 24,Soltero,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
838,2023,Enero,29,Domingo,2023,Enero,29,Lunes,Petén,La Libertad,Ignorada,Hombre,53,50-54,50-54,50 - 54,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
839,2023,Febrero,1,Miercoles,2023,Enero,17,Jueves,Petén,Flores,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
840,2023,Febrero,1,Miercoles,2023,Enero,17,Jueves,Petén,Flores,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
841,2023,Febrero,1,Miercoles,2023,Enero,17,Jueves,Petén,Flores,Ignorada,Hombre,37,35-39,35-39,35 - 39,Soltero,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
842,2023,Febrero,1,Miercoles,2023,Enero,17,Jueves,Petén,Flores,Ignorada,Hombre,34,30-34,30-34,30 - 34,Ignorado,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
843,2023,Febrero,1,Miercoles,2023,Enero,17,Jueves,Petén,Flores,Ignorada,Hombre,71,60-100,70-74,70 - 74,Ignorado,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
844,2023,Febrero,2,Jueves,2023,Febrero,2,Viernes,Petén,Melchor de Mencos,Ignorada,Hombre,34,30-34,30-34,30 - 34,Soltero,Tráfico ilegal de flora y fauna,17,12:00 a 17:59,12:00 a 17:59,Otros
845,2023,Febrero,6,Lunes,2023,Enero,30,Martes,Petén,La Libertad,Ignorada,Ignorado,61,60-100,60-64,60 - 64,Ignorado,Usurpación a áreas protegidas,15,12:00 a 17:59,12:00 a 17:59,Otros
846,2023,Febrero,6,Lunes,2023,Enero,30,Martes,Petén,La Libertad,Ignorada,Ignorado,69,60-100,65-69,65 - 69,Ignorado,Usurpación a áreas protegidas,15,12:00 a 17:59,12:00 a 17:59,Otros
847,2023,Febrero,8,Miercoles,2022,Noviembre,1,Jueves,Alta Verapaz,Cobán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,11,06:00 a 11:59,00:00 a 11:59,Otros
848,2023,Febrero,9,Jueves,2023,Febrero,8,Viernes,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Ignorado,24,20-24,20-24,20 - 24,Ignorado,"Recolección, utilización y comercialización de productos forestal",9,06:00 a 11:59,00:00 a 11:59,Otros
849,2023,Febrero,13,Lunes,2023,Enero,25,Martes,Izabal,Puerto Barrios,Ignorada,Ignorado,55,55-59,55-59,55 - 59,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,9,06:00 a 11:59,00:00 a 11:59,Otros
850,2023,Febrero,13,Lunes,2023,Febrero,13,Martes,Guatemala,San José Pinula,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
851,2023,Febrero,13,Lunes,2023,Febrero,13,Martes,Escuintla,Nueva Concepción,Ignorada,Ignorado,59,55-59,55-59,55 - 59,Ignorado,Contaminación,16,12:00 a 17:59,12:00 a 17:59,Otros
852,2023,Febrero,15,Miercoles,2023,Febrero,5,Jueves,Petén,Flores,Ignorada,Mujer,33,30-34,30-34,30 - 34,Soltero,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
853,2023,Febrero,15,Miercoles,2023,Febrero,14,Jueves,Petén,La Libertad,Ignorada,Hombre,24,20-24,20-24,20 - 24,Soltero,Usurpación a áreas protegidas,14,12:00 a 17:59,12:00 a 17:59,Otros
854,2023,Febrero,15,Miercoles,2023,Febrero,14,Jueves,Petén,La Libertad,Ignorada,Hombre,50,50-54,50-54,50 - 54,Soltero,Usurpación a áreas protegidas,14,12:00 a 17:59,12:00 a 17:59,Otros
855,2023,Febrero,15,Miercoles,2023,Febrero,14,Jueves,Petén,La Libertad,Ignorada,Hombre,24,20-24,20-24,20 - 24,Soltero,Atentado contra el patrimonio natural y cultural de la nación,14,12:00 a 17:59,12:00 a 17:59,Otros
856,2023,Febrero,15,Miercoles,2023,Febrero,14,Jueves,Petén,La Libertad,Ignorada,Hombre,50,50-54,50-54,50 - 54,Soltero,Atentado contra el patrimonio natural y cultural de la nación,14,12:00 a 17:59,12:00 a 17:59,Otros
857,2023,Febrero,16,Jueves,2023,Febrero,15,Viernes,Escuintla,Guanagazapa,Ignorada,Ignorado,37,35-39,35-39,35 - 39,Ignorado,Tráfico ilegal de flora y fauna,8,06:00 a 11:59,00:00 a 11:59,Otros
858,2023,Febrero,16,Jueves,2023,Febrero,15,Viernes,Escuintla,Guanagazapa,Ignorada,Ignorado,47,45-49,45-49,45 - 49,Ignorado,Tráfico ilegal de flora y fauna,8,06:00 a 11:59,00:00 a 11:59,Otros
859,2023,Febrero,16,Jueves,2023,Febrero,13,Viernes,Petén,Dolores,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,15,12:00 a 17:59,12:00 a 17:59,Otros
860,2023,Febrero,17,Viernes,2023,Febrero,16,Sábado,Guatemala,Amatitlán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación industrial,11,06:00 a 11:59,00:00 a 11:59,Otros
861,2023,Febrero,20,Lunes,2023,Febrero,20,Martes,Guatemala,Guatemala,17,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
862,2023,Febrero,20,Lunes,2023,Febrero,16,Martes,Petén,San Benito,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Explotación ilegal de recursos naturales,17,12:00 a 17:59,12:00 a 17:59,Otros
863,2023,Febrero,23,Jueves,2023,Febrero,21,Viernes,Jutiapa,Comapa,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,12,12:00 a 17:59,12:00 a 17:59,Hurto
864,2023,Febrero,23,Jueves,2023,Febrero,22,Viernes,Chimaltenango,Zaragoza,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
865,2023,Febrero,23,Jueves,2023,Febrero,15,Viernes,Baja Verapaz,Purulhá,Ignorada,Hombre,21,20-24,20-24,20 - 24,Soltero,"Recolección, utilización y comercialización de productos forestal",13,12:00 a 17:59,12:00 a 17:59,Otros
866,2023,Febrero,27,Lunes,2023,Febrero,21,Martes,Escuintla,San Vicente Pacaya,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,12,12:00 a 17:59,12:00 a 17:59,Otros
867,2023,Febrero,27,Lunes,2023,Febrero,21,Martes,Escuintla,San Vicente Pacaya,Ignorada,Ignorado,53,50-54,50-54,50 - 54,Ignorado,Contra los recursos forestales,12,12:00 a 17:59,12:00 a 17:59,Otros
868,2023,Febrero,27,Lunes,2023,Febrero,23,Martes,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,"Recolección, utilización y comercialización de productos forestal",12,12:00 a 17:59,12:00 a 17:59,Otros
869,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Guatemala,Guatemala,17,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación industrial,12,12:00 a 17:59,12:00 a 17:59,Otros
870,2023,Marzo,1,Miercoles,2023,Febrero,27,Jueves,Petén,Dolores,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,15,12:00 a 17:59,12:00 a 17:59,Otros
871,2023,Marzo,6,Lunes,2023,Marzo,6,Martes,Petén,San Benito,Ignorada,Mujer,57,55-59,55-59,55 - 59,Casado,Atentado contra el patrimonio natural y cultural de la nación,15,12:00 a 17:59,12:00 a 17:59,Otros
872,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Petén,San Andrés,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,16,12:00 a 17:59,12:00 a 17:59,Otros
873,2023,Marzo,7,Martes,2023,Marzo,7,Miercoles,Petén,La Libertad,Ignorada,Hombre,41,40-44,40-44,40 - 44,Casado,Atentado contra el patrimonio natural y cultural de la nación,13,12:00 a 17:59,12:00 a 17:59,Otros
874,2023,Marzo,7,Martes,2023,Marzo,7,Miercoles,Petén,La Libertad,Ignorada,Hombre,41,40-44,40-44,40 - 44,Casado,Atentado contra el patrimonio natural y cultural de la nación,13,12:00 a 17:59,12:00 a 17:59,Otros
