núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
426,2023,Enero,4,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Suchitepéquez,San Lorenzo,Ignorada,Hombre,48,45-49,45-49,45 - 49,Portación ilegal arma de fuego,Otras causas
427,2023,Enero,4,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Urbano,Retalhuleu,Retalhuleu,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
428,2023,Enero,4,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Urbano,Retalhuleu,San Sebastián,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a peatones,Contra el patrimonio
429,2023,Enero,4,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Mujer,58,55-59,55-59,55 - 59,Orden de captura,Otras causas
430,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
431,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Colomba,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
432,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Colomba,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
433,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Colomba,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otras causas,Otras causas
434,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Colomba,Ignorada,Hombre,63,60 y más,60-64,60 - 64,Otras causas,Otras causas
435,2023,Enero,4,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
436,2023,Enero,4,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,Ayutla,Ignorada,Hombre,22,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
437,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Ocós,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
438,2023,Enero,4,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,San Marcos,San Marcos,Ignorada,Hombre,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
439,2023,Enero,4,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,46,45-49,45-49,45 - 49,Robo a residencias,Contra el patrimonio
440,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Nentón,Ignorada,Hombre,41,40-44,40-44,40 - 44,Portación ilegal arma de fuego,Otras causas
441,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Nentón,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
442,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Nentón,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
443,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Nentón,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
444,2023,Enero,4,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,La Libertad,Ignorada,Hombre,37,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
445,2023,Enero,4,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Totonicapán,Totonicapán,Ignorada,Hombre,62,60 y más,60-64,60 - 64,Delitos forestales,Otras causas
446,2023,Enero,4,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Totonicapán,Totonicapán,Ignorada,Hombre,52,50-54,50-54,50 - 54,Delitos forestales,Otras causas
447,2023,Enero,4,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Totonicapán,San Cristóbal Totonicapán,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
448,2023,Enero,4,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Totonicapán,Momostenango,Ignorada,Hombre,25,25-29,25-29,25 - 29,Portación ilegal arma de fuego,Otras causas
449,2023,Enero,4,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
450,2023,Enero,4,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Alta Verapaz,San Juan Chamelco,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
451,2023,Enero,4,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Fray Bartolomé de las Casas,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
452,2023,Enero,4,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,29,25-29,25-29,25 - 29,Robo a peatones,Contra el patrimonio
453,2023,Enero,4,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,49,45-49,45-49,45 - 49,Orden de captura,Otras causas
454,2023,Enero,4,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Chisec,Ignorada,Hombre,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
455,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
456,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,37,35-39,35-39,35 - 39,Otras causas,Otras causas
457,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,San Juan Chamelco,Ignorada,Hombre,69,60 y más,65-69,65 - 69,Orden de captura,Otras causas
458,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Cobán,Ignorada,Mujer,48,45-49,45-49,45 - 49,Orden de captura,Otras causas
459,2023,Enero,4,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,Salamá,Ignorada,Hombre,50,50-54,50-54,50 - 54,Otras causas,Otras causas
460,2023,Enero,4,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
461,2023,Enero,4,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Izabal,Puerto Barrios,Ignorada,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
462,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Petén,La Libertad,Ignorada,Hombre,47,45-49,45-49,45 - 49,Ebriedad y escándalo,Otras causas
463,2023,Enero,4,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Petén,San Luis,Ignorada,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
464,2023,Enero,4,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Francisco,Ignorada,Hombre,51,50-54,50-54,50 - 54,Orden de captura,Otras causas
465,2023,Enero,4,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Poptún,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
466,2023,Enero,4,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Chajul,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
467,2023,Enero,4,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Sololá,Panajachel,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
468,2023,Enero,4,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Chimaltenango,Yepocapa,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
469,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Santo Domingo Xenacoj,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
470,2023,Enero,4,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,Ciudad Vieja,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
471,2023,Enero,4,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
472,2023,Enero,5,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,3,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
473,2023,Enero,5,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,3,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
474,2023,Enero,5,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,9,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
475,2023,Enero,5,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,9,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
476,2023,Enero,5,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,9,Mujer,64,60 y más,60-64,60 - 64,Orden de captura,Otras causas
477,2023,Enero,5,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,9,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
478,2023,Enero,5,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,24,Hombre,62,60 y más,60-64,60 - 64,Otras causas,Otras causas
479,2023,Enero,5,Jueves,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,17,Hombre,52,50-54,50-54,50 - 54,Otras causas,Otras causas
480,2023,Enero,5,Jueves,5,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
481,2023,Enero,5,Jueves,5,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
482,2023,Enero,5,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
483,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,15,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
484,2023,Enero,5,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,44,40-44,40-44,40 - 44,Robo de vehículos,Contra el patrimonio
485,2023,Enero,5,Jueves,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,11,Mujer,19,15-19,15-19,15 - 19,Orden de captura,Otras causas
486,2023,Enero,5,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,12,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
487,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Canales,Ignorada,Hombre,52,50-54,50-54,50 - 54,Orden de captura,Otras causas
488,2023,Enero,5,Jueves,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Orden de captura,Otras causas
489,2023,Enero,5,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,40,40-44,40-44,40 - 44,Orden de captura,Otras causas
490,2023,Enero,5,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,40,40-44,40-44,40 - 44,Orden de captura,Otras causas
491,2023,Enero,5,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,55,55-59,55-59,55 - 59,Otras causas,Otras causas
492,2023,Enero,5,Jueves,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
493,2023,Enero,5,Jueves,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,19,Mujer,38,35-39,35-39,35 - 39,Otras causas,Otras causas
494,2023,Enero,5,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,El Progreso,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
495,2023,Enero,5,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Agua Blanca,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
496,2023,Enero,5,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Zapotitlán,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
497,2023,Enero,5,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Jalapa,San Luis Jilotepeque,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
498,2023,Enero,5,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Chiquimula,Chiquimula,Ignorada,Mujer,34,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
499,2023,Enero,5,Jueves,1,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
500,2023,Enero,5,Jueves,6,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
501,2023,Enero,5,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
502,2023,Enero,5,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,16,15-19,15-19,15 - 19,Otras causas,Otras causas
503,2023,Enero,5,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,47,45-49,45-49,45 - 49,Orden de captura,Otras causas
504,2023,Enero,5,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
505,2023,Enero,5,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
506,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Retalhuleu,Retalhuleu,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
507,2023,Enero,5,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Mujer,35,35-39,35-39,35 - 39,Orden de captura,Otras causas
508,2023,Enero,5,Jueves,3,00:00 a 05:59,00:00 a 11:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
509,2023,Enero,5,Jueves,3,00:00 a 05:59,00:00 a 11:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
510,2023,Enero,5,Jueves,4,00:00 a 05:59,00:00 a 11:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
511,2023,Enero,5,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,27,25-29,25-29,25 - 29,Riña,Otras causas
512,2023,Enero,5,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,32,30-34,30-34,30 - 34,Riña,Otras causas
513,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
514,2023,Enero,5,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Coatepeque,Ignorada,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
515,2023,Enero,5,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,San Carlos Sija,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
516,2023,Enero,5,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,Coatepeque,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
517,2023,Enero,5,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,San Pablo,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
518,2023,Enero,5,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otros robos y hurtos,Contra el patrimonio
519,2023,Enero,5,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Santa Eulalia,Ignorada,Hombre,38,35-39,35-39,35 - 39,Agresión,Otras causas
520,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,San Juan Ixcoy,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
521,2023,Enero,5,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Chiantla,Ignorada,Hombre,50,50-54,50-54,50 - 54,Ebriedad y escándalo,Otras causas
522,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,San Mateo Ixtatán,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
523,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Santa Bárbara,Ignorada,Hombre,48,45-49,45-49,45 - 49,Agresión,Otras causas
524,2023,Enero,5,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,56,55-59,55-59,55 - 59,Orden de captura,Otras causas
525,2023,Enero,5,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,53,50-54,50-54,50 - 54,Otras causas,Otras causas
526,2023,Enero,5,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Mujer,32,30-34,30-34,30 - 34,Otras causas,Otras causas
527,2023,Enero,5,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,San Juan Ixcoy,Ignorada,Hombre,27,25-29,25-29,25 - 29,Allanamiento de morada,Otras causas
528,2023,Enero,5,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
529,2023,Enero,5,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Cahabón,Ignorada,Hombre,19,15-19,15-19,15 - 19,Allanamiento de morada,Otras causas
530,2023,Enero,5,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,San Juan Chamelco,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
531,2023,Enero,5,Jueves,1,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Fray Bartolomé de las Casas,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
532,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,San Juan Chamelco,Ignorada,Hombre,44,40-44,40-44,40 - 44,Orden de captura,Otras causas
533,2023,Enero,5,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
534,2023,Enero,5,Jueves,22,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,16,15-19,15-19,15 - 19,Otras causas,Otras causas
535,2023,Enero,5,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,San Jerónimo,Ignorada,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
536,2023,Enero,5,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,Purulhá,Ignorada,Hombre,64,60 y más,60-64,60 - 64,Otras causas,Otras causas
537,2023,Enero,5,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,Purulhá,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
538,2023,Enero,5,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,Purulhá,Ignorada,Mujer,49,45-49,45-49,45 - 49,Otras causas,Otras causas
539,2023,Enero,5,Jueves,7,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
540,2023,Enero,5,Jueves,6,06:00 a 11:59,00:00 a 11:59,Rural,Izabal,Livingston,Ignorada,Hombre,36,35-39,35-39,35 - 39,En allanamientos judiciales,Otras causas
541,2023,Enero,5,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Petén,La Libertad,Ignorada,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
542,2023,Enero,5,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Sayaxché,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
543,2023,Enero,5,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Sayaxché,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
544,2023,Enero,5,Jueves,2,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Poptún,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otras causas,Otras causas
545,2023,Enero,5,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Flores,Ignorada,Hombre,44,40-44,40-44,40 - 44,Otras causas,Otras causas
546,2023,Enero,5,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Petén,La Libertad,Ignorada,Hombre,40,40-44,40-44,40 - 44,Orden de captura,Otras causas
547,2023,Enero,5,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San José,Ignorada,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
548,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,Ixcán,Ignorada,Mujer,18,15-19,15-19,15 - 19,Otras causas,Otras causas
549,2023,Enero,5,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Quiché,Chichicastenango,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
550,2023,Enero,5,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Joyabaj,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
551,2023,Enero,5,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Joyabaj,Ignorada,Hombre,53,50-54,50-54,50 - 54,Ebriedad y escándalo,Otras causas
552,2023,Enero,5,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,Sololá,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
553,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Sololá,Sololá,Ignorada,Hombre,60,60 y más,60-64,60 - 64,Orden de captura,Otras causas
554,2023,Enero,5,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Sololá,Sololá,Ignorada,Hombre,32,30-34,30-34,30 - 34,Robo a comercios,Contra el patrimonio
555,2023,Enero,5,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Sololá,Sololá,Ignorada,Hombre,32,30-34,30-34,30 - 34,Robo a comercios,Contra el patrimonio
556,2023,Enero,5,Jueves,22,18:00 a 23:59,18:00 a 23:59,Rural,Sololá,Santa María Visitación,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
557,2023,Enero,5,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Sololá,San Pablo la Laguna,Ignorada,Hombre,37,35-39,35-39,35 - 39,Otras causas,Otras causas
558,2023,Enero,5,Jueves,6,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,25,25-29,25-29,25 - 29,En allanamientos judiciales,Otras causas
559,2023,Enero,5,Jueves,6,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Mujer,27,25-29,25-29,25 - 29,En allanamientos judiciales,Otras causas
560,2023,Enero,5,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,San Martín Jilotepeque,Ignorada,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
561,2023,Enero,5,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Acatenango,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
562,2023,Enero,5,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Daños,Otras causas
563,2023,Enero,5,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,Ciudad Vieja,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
564,2023,Enero,5,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
565,2023,Enero,5,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Sacatepéquez,Sumpango,Ignorada,Hombre,48,45-49,45-49,45 - 49,Orden de captura,Otras causas
566,2023,Enero,6,Viernes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
