núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
33322,2023,Septiembre,12,Martes,16,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Santa Eulalia,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
33323,2023,Septiembre,12,Martes,21,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,San Rafael La Independencia,Ignorada,Hombre,24,20-24,20-24,20 - 24,Agresión,Otras causas
33324,2023,Septiembre,12,Martes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33325,2023,Septiembre,12,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
33326,2023,Septiembre,12,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,36,35-39,35-39,35 - 39,Estafa,Otras causas
33327,2023,Septiembre,12,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Alta Verapaz,Cobán,Ignorada,Mujer,22,20-24,20-24,20 - 24,Estafa,Otras causas
33328,2023,Septiembre,12,Martes,23,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,El Chol,Ignorada,Hombre,23,20-24,20-24,20 - 24,Agresión,Otras causas
33329,2023,Septiembre,12,Martes,20,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,Salamá,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
33330,2023,Septiembre,12,Martes,10,06:00 a 11:59,00:00 a 11:59,Rural,Izabal,Los Amates,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
33331,2023,Septiembre,12,Martes,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Benito,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
33332,2023,Septiembre,12,Martes,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Benito,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
33333,2023,Septiembre,12,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Luis,Ignorada,Hombre,44,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
33334,2023,Septiembre,12,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,Santa María Nebaj,Ignorada,Hombre,77,60 y más,75-79,75 - 79,Orden de captura,Otras causas
33335,2023,Septiembre,12,Martes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Quiché,Santa Cruz del Quiché,Ignorada,Mujer,44,40-44,40-44,40 - 44,En allanamientos judiciales,Otras causas
33336,2023,Septiembre,12,Martes,20,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
33337,2023,Septiembre,12,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
33338,2023,Septiembre,12,Martes,6,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,63,60 y más,60-64,60 - 64,Orden de captura,Otras causas
33339,2023,Septiembre,12,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Sololá,Nahualá,Ignorada,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
33340,2023,Septiembre,12,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,San Andrés Itzapa,Ignorada,Mujer,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
33341,2023,Septiembre,12,Martes,16,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Patzicía,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
33342,2023,Septiembre,12,Martes,16,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Patzicía,Ignorada,Hombre,69,60 y más,65-69,65 - 69,Otras causas,Otras causas
33343,2023,Septiembre,12,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
33344,2023,Septiembre,12,Martes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Sacatepéquez,Santo Domingo Xenacoj,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
33345,2023,Septiembre,12,Martes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Sacatepéquez,Santiago Sacatepéquez,Ignorada,Hombre,14,Menor de 15,Menor de 15,10 - 14,Otras causas,Otras causas
33346,2023,Septiembre,12,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,Pastores,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
33347,2023,Septiembre,13,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
33348,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,23,20-24,20-24,20 - 24,Robo a peatones,Contra el patrimonio
33349,2023,Septiembre,13,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,18,Hombre,23,20-24,20-24,20 - 24,Robo de motocicletas,Contra el patrimonio
33350,2023,Septiembre,13,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,18,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
33351,2023,Septiembre,13,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
33352,2023,Septiembre,13,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,13,Hombre,72,60 y más,70-74,70 - 74,Robo a comercios,Contra el patrimonio
33353,2023,Septiembre,13,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,5,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
33354,2023,Septiembre,13,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,5,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
33355,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,13,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33356,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
33357,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,11,Hombre,46,45-49,45-49,45 - 49,Otros robos y hurtos,Contra el patrimonio
33358,2023,Septiembre,13,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Tráfico de droga,Otras causas
33359,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,7,Mujer,36,35-39,35-39,35 - 39,Orden de captura,Otras causas
33360,2023,Septiembre,13,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Mujer,30,30-34,30-34,30 - 34,Riña,Otras causas
33361,2023,Septiembre,13,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Mujer,32,30-34,30-34,30 - 34,Riña,Otras causas
33362,2023,Septiembre,13,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Nueva,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
33363,2023,Septiembre,13,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Nueva,Ignorada,Hombre,50,50-54,50-54,50 - 54,Otras causas,Otras causas
33364,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
33365,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
33366,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
33367,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
33368,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,19,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33369,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,19,Mujer,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33370,2023,Septiembre,13,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Mujer,37,35-39,35-39,35 - 39,Otras causas,Otras causas
33371,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Santa Catarina Mita,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
33372,2023,Septiembre,13,Miercoles,3,00:00 a 05:59,00:00 a 11:59,Urbano,Jalapa,Jalapa,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
33373,2023,Septiembre,13,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Urbano,Chiquimula,Chiquimula,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
33374,2023,Septiembre,13,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Rural,Zacapa,Huité,Ignorada,Hombre,31,30-34,30-34,30 - 34,Homicidio por arma blanca,Homicidios
33375,2023,Septiembre,13,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
33376,2023,Septiembre,13,Miercoles,3,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Masagua,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
33377,2023,Septiembre,13,Miercoles,3,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
33378,2023,Septiembre,13,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
33379,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
33380,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33381,2023,Septiembre,13,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Guanagazapa,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33382,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Iztapa,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33383,2023,Septiembre,13,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33384,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
33385,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
33386,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
33387,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
33388,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Santa María Ixhuatán,Ignorada,Hombre,22,20-24,20-24,20 - 24,Tenencia de droga,Otras causas
33389,2023,Septiembre,13,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Cuilapa,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Otras causas,Otras causas
33390,2023,Septiembre,13,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
33391,2023,Septiembre,13,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Francisco Zapotitlán,Ignorada,Hombre,30,30-34,30-34,30 - 34,Robo a peatones,Contra el patrimonio
33392,2023,Septiembre,13,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Retalhuleu,Champerico,Ignorada,Hombre,35,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
33393,2023,Septiembre,13,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,Palestina de los Altos,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33394,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,San Juan Ostuncalco,Ignorada,Hombre,39,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
33395,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,San Juan Ostuncalco,Ignorada,Mujer,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33396,2023,Septiembre,13,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,53,50-54,50-54,50 - 54,Orden de captura,Otras causas
33397,2023,Septiembre,13,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,La Blanca,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
33398,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,San Marcos,San Antonio Sacatepéquez,Ignorada,Hombre,21,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
33399,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,San Marcos,San Antonio Sacatepéquez,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a comercios,Contra el patrimonio
33400,2023,Septiembre,13,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,Ayutla,Ignorada,Hombre,21,20-24,20-24,20 - 24,Tenencia de droga,Otras causas
33401,2023,Septiembre,13,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Huehuetenango,Barrillas,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
33402,2023,Septiembre,13,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,41,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
33403,2023,Septiembre,13,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,57,55-59,55-59,55 - 59,Ebriedad y escándalo,Otras causas
33404,2023,Septiembre,13,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Huehuetenango,San Gaspar Ixchil,Ignorada,Hombre,16,15-19,15-19,15 - 19,En allanamientos judiciales,Otras causas
33405,2023,Septiembre,13,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
33406,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,22,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
33407,2023,Septiembre,13,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,Salamá,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
33408,2023,Septiembre,13,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
33409,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,El Progreso,El Jícaro,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
33410,2023,Septiembre,13,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Puerto Barrios,Ignorada,Hombre,27,25-29,25-29,25 - 29,Allanamiento de morada,Otras causas
33411,2023,Septiembre,13,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Poptún,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33412,2023,Septiembre,13,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Sayaxché,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
33413,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Flores,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33414,2023,Septiembre,13,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Flores,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
33415,2023,Septiembre,13,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Poptún,Ignorada,Hombre,24,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
33416,2023,Septiembre,13,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Ixcán,Ignorada,Hombre,81,60 y más,80 y más,80 y más,Otras causas,Otras causas
33417,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
33418,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,San Juan Cotzal,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33419,2023,Septiembre,13,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Ixcán,Ignorada,Hombre,18,15-19,15-19,15 - 19,Portación ilegal arma de fuego,Otras causas
33420,2023,Septiembre,13,Miercoles,4,00:00 a 05:59,00:00 a 11:59,Rural,Sololá,Sololá,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
33421,2023,Septiembre,13,Miercoles,4,00:00 a 05:59,00:00 a 11:59,Rural,Sololá,Sololá,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33422,2023,Septiembre,13,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Sololá,Santa Lucía Utatlán,Ignorada,Hombre,44,40-44,40-44,40 - 44,En allanamientos judiciales,Otras causas
33423,2023,Septiembre,13,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,Panajachel,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33424,2023,Septiembre,13,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Sololá,Sololá,Ignorada,Hombre,69,60 y más,65-69,65 - 69,Otros robos y hurtos,Contra el patrimonio
33425,2023,Septiembre,13,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Sololá,Panajachel,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
33426,2023,Septiembre,13,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
33427,2023,Septiembre,13,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,San Andrés Itzapa,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33428,2023,Septiembre,13,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
33429,2023,Septiembre,13,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
33430,2023,Septiembre,14,Jueves,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
33431,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,3,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
33432,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,3,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
33433,2023,Septiembre,14,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Orden de captura,Otras causas
33434,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,4,Mujer,24,20-24,20-24,20 - 24,Tráfico de droga,Otras causas
33435,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,17,Hombre,48,45-49,45-49,45 - 49,Portación ilegal arma de fuego,Otras causas
33436,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,18,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
33437,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,6,Mujer,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
33438,2023,Septiembre,14,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
33439,2023,Septiembre,14,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,13,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
33440,2023,Septiembre,14,Jueves,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,13,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
33441,2023,Septiembre,14,Jueves,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,13,Hombre,31,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
33442,2023,Septiembre,14,Jueves,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,13,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
33443,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,5,Hombre,43,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
33444,2023,Septiembre,14,Jueves,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,5,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33445,2023,Septiembre,14,Jueves,22,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
33446,2023,Septiembre,14,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,13,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
33447,2023,Septiembre,14,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,22,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
33448,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,7,Hombre,54,50-54,50-54,50 - 54,Ebriedad y escándalo,Otras causas
33449,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,18,15-19,15-19,15 - 19,Otras causas,Otras causas
33450,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
33451,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33452,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Mujer,21,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33453,2023,Septiembre,14,Jueves,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
33454,2023,Septiembre,14,Jueves,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,7,Mujer,29,25-29,25-29,25 - 29,En allanamientos judiciales,Otras causas
33455,2023,Septiembre,14,Jueves,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,7,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,En allanamientos judiciales,Otras causas
33456,2023,Septiembre,14,Jueves,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
33457,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Canales,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33458,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Nueva,Ignorada,Hombre,21,20-24,20-24,20 - 24,Extorsión,Extorsión
33459,2023,Septiembre,14,Jueves,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
