núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,sexo_per,zona_ocu,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
34212,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,San Bernardino,Hombre,Ignorada,37,35-39,35-39,35 - 39,Extorsión a comercios,Extorsión
34213,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,39,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34214,2023,Septiembre,31,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,46,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34215,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San José el Ídolo,Hombre,Ignorada,42,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34216,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Mujer,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34217,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,Santa Bárbara,Mujer,Ignorada,37,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34218,2023,Septiembre,31,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Mujer,Ignorada,30,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34219,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,Mazatenango,Hombre,Ignorada,47,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34220,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Cuyotenango,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a comercios,Extorsión
34221,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Pueblo Nuevo,Hombre,Ignorada,25,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34222,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Patulul,Mujer,Ignorada,31,30-34,30-34,30 - 34,Extorsión a comercios,Extorsión
34223,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Francisco Zapotitlán,Mujer,Ignorada,56,55-59,55-59,55 - 59,Extorsión a residencias,Extorsión
34224,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Santo Domingo Suchitepéquez,Hombre,Ignorada,31,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34225,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Cuyotenango,Mujer,Ignorada,19,15-19,15-19,15 - 19,Extorsión a comercios,Extorsión
34226,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,San Miguel Panán,Mujer,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34227,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Patulul,Hombre,Ignorada,19,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34228,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,39,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34229,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Santo Domingo Suchitepéquez,Mujer,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34230,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Chicacao,Hombre,Ignorada,46,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34231,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Gabriel,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a residencias,Extorsión
34232,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,San Bernardino,Mujer,Ignorada,37,35-39,35-39,35 - 39,Extorsión a comercios,Extorsión
34233,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,62,60 y más,60-64,60 - 64,Extorsión a residencias,Extorsión
34234,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a comercios,Extorsión
34235,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Chicacao,Mujer,Ignorada,56,55-59,55-59,55 - 59,Extorsión a residencias,Extorsión
34236,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,San Gabriel,Mujer,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34237,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,Santo Domingo Suchitepéquez,Mujer,Ignorada,44,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34238,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,Samayac,Mujer,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34239,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,33,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34240,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,19,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34241,2023,Septiembre,31,Jueves,22,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Patulul,Hombre,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34242,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Mazatenango,Mujer,Ignorada,34,30-34,30-34,30 - 34,Extorsión a comercios,Extorsión
34243,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Santo Domingo Suchitepéquez,Mujer,Ignorada,18,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34244,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Mazatenango,Mujer,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a residencias,Extorsión
34245,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Cuyotenango,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a comercios,Extorsión
34246,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Zunilito,Mujer,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a residencias,Extorsión
34247,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Mazatenango,Mujer,Ignorada,26,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34248,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,29,25-29,25-29,25 - 29,Extorsión a comercios,Extorsión
34249,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Patulul,Hombre,Ignorada,34,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34250,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Suchitepéquez,Patulul,Mujer,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34251,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Samayac,Hombre,Ignorada,39,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34252,2023,Septiembre,31,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Mazatenango,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a buses urbanos,Extorsión
34253,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,44,40-44,40-44,40 - 44,Extorsión a comercios,Extorsión
34254,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Patulul,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34255,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,San Antonio Suchitepéquez,Mujer,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34256,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Mujer,Ignorada,22,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34257,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Mazatenango,Mujer,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a comercios,Extorsión
34258,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,44,40-44,40-44,40 - 44,Extorsión a comercios,Extorsión
34259,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Santo Domingo Suchitepéquez,Mujer,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a comercios,Extorsión
34260,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34261,2023,Septiembre,31,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Suchitepéquez,Río Bravo,Hombre,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34262,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Patulul,Hombre,Ignorada,27,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34263,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Bernardino,Hombre,Ignorada,56,55-59,55-59,55 - 59,Extorsión a comercios,Extorsión
34264,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San José el Ídolo,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34265,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Suchitepéquez,Santo Tomas la Unión,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34266,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,San Antonio Suchitepéquez,Hombre,Ignorada,60,60 y más,60-64,60 - 64,Extorsión a residencias,Extorsión
34267,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,San Lorenzo,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34268,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,36,35-39,35-39,35 - 39,Extorsión a buses urbanos,Extorsión
34269,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Mujer,Ignorada,22,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34270,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34271,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,San José el Ídolo,Hombre,Ignorada,36,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34272,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Cuyotenango,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34273,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Santo Domingo Suchitepéquez,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34274,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,27,25-29,25-29,25 - 29,Extorsión a comercios,Extorsión
34275,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Mazatenango,Mujer,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34276,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Retalhuleu,Retalhuleu,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a buses extraurbanos,Extorsión
34277,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,Sololá,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34278,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,San Francisco Zapotitlán,Hombre,Ignorada,47,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34279,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,San Francisco Zapotitlán,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34280,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,Santo Domingo Suchitepéquez,Mujer,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a residencias,Extorsión
34281,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Río Bravo,Hombre,Ignorada,37,35-39,35-39,35 - 39,Extorsión a taxis,Extorsión
34282,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Patulul,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a taxis,Extorsión
34283,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Cuyotenango,Hombre,Ignorada,45,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34284,2023,Septiembre,31,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Mujer,Ignorada,43,40-44,40-44,40 - 44,Extorsión a centro educativo,Extorsión
34285,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,San Martín Jilotepeque,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a comercios,Extorsión
34286,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Comalapa,Hombre,Ignorada,58,55-59,55-59,55 - 59,Extorsión a residencias,Extorsión
34287,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Santa Cruz Balanyá,Hombre,Ignorada,34,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34288,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Mujer,Ignorada,32,30-34,30-34,30 - 34,Extorsión a comercios,Extorsión
34289,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,70,60 y más,70-74,70 - 74,Extorsión a comercios,Extorsión
34290,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a comercios,Extorsión
34291,2023,Septiembre,31,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a residencias,Extorsión
34292,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,San Andrés Itzapa,Mujer,Ignorada,43,40-44,40-44,40 - 44,Extorsión a centro educativo,Extorsión
34293,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34294,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Comalapa,Mujer,Ignorada,30,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34295,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Chimaltenango,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34296,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Chimaltenango,Hombre,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34297,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Chimaltenango,Mujer,Ignorada,36,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34298,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,San Andrés Itzapa,Mujer,Ignorada,49,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34299,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Zaragoza,Mujer,Ignorada,26,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34300,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Santa Apolonia,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34301,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Patzún,Hombre,Ignorada,30,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34302,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Patzicía,Hombre,Ignorada,29,25-29,25-29,25 - 29,Extorsión a buses extraurbanos,Extorsión
34303,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,San José  Poaquíl,Hombre,Ignorada,21,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34304,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Santa Cruz Balanyá,Hombre,Ignorada,27,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34305,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Santa Cruz Balanyá,Hombre,Ignorada,35,35-39,35-39,35 - 39,Extorsión a comercios,Extorsión
34306,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Mujer,Ignorada,33,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34307,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Santa Cruz Balanyá,Mujer,Ignorada,27,25-29,25-29,25 - 29,Extorsión a comercios,Extorsión
34308,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,El Tejar,Mujer,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34309,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Mujer,Ignorada,35,35-39,35-39,35 - 39,Extorsión a comercios,Extorsión
34310,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,16,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34311,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Chimaltenango,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34312,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Zaragoza,Mujer,Ignorada,30,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34313,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Mujer,Ignorada,60,60 y más,60-64,60 - 64,Extorsión a residencias,Extorsión
34314,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,El Tejar,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34315,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Patzún,Mujer,Ignorada,60,60 y más,60-64,60 - 64,Extorsión a residencias,Extorsión
34316,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,33,30-34,30-34,30 - 34,Extorsión a comercios,Extorsión
34317,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Mujer,Ignorada,69,60 y más,65-69,65 - 69,Extorsión a comercios,Extorsión
34318,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a comercios,Extorsión
34319,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Chimaltenango,Mujer,Ignorada,34,30-34,30-34,30 - 34,Extorsión a comercios,Extorsión
34320,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,San Miguel Pochuta,Mujer,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34321,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Patzicía,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a comercios,Extorsión
34322,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Tecpán Guatemala,Hombre,Ignorada,31,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34323,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Patzicía,Hombre,Ignorada,30,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34324,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34325,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Pasaco,Mujer,Ignorada,36,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34326,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Mujer,Ignorada,26,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34327,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34328,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Hombre,Ignorada,36,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34329,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Comapa,Hombre,Ignorada,45,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34330,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34331,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Comapa,Hombre,Ignorada,50,50-54,50-54,50 - 54,Extorsión a residencias,Extorsión
34332,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34333,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jalpatagua,Hombre,Ignorada,24,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34334,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Zapotitlán,Mujer,Ignorada,25,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34335,2023,Septiembre,31,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Quesada,Mujer,Ignorada,65,60 y más,65-69,65 - 69,Extorsión a residencias,Extorsión
34336,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Jalpatagua,Mujer,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34337,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Asunción Mita,Mujer,Ignorada,67,60 y más,65-69,65 - 69,Extorsión a residencias,Extorsión
34338,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,El Progreso,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34339,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Hombre,Ignorada,21,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34340,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jalpatagua,Hombre,Ignorada,52,50-54,50-54,50 - 54,Extorsión a residencias,Extorsión
34341,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Agua Blanca,Hombre,Ignorada,56,55-59,55-59,55 - 59,Extorsión a residencias,Extorsión
