nombre,siglas,municipio_pcode,cobertura,descripcion
Cooperativa Integral de Producción Agrícola de Cobán R.L.,COOP-GT1601-A,GT1601,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Cobán.
Cooperativa Integral de Ahorro y Crédito de Cobán R.L.,COOP-GT1601-B,GT1601,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Cobán.
Asociación de Productores y Comercializadores de Cobán,ASO-GT1601-C,GT1601,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Cobán.
Cooperativa Integral de Producción Agrícola de Santa Cruz Verapaz R.L.,COOP-GT1602-A,GT1602,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Cruz Verapaz.
Cooperativa Integral de Ahorro y Crédito de Santa Cruz Verapaz R.L.,COOP-GT1602-B,GT1602,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Cruz Verapaz.
Asociación de Productores y Comercializadores de Santa Cruz Verapaz,ASO-GT1602-C,GT1602,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Cruz Verapaz.
Cooperativa Integral de Producción Agrícola de San Cristóbal Verapaz R.L.,COOP-GT1603-A,GT1603,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Cristóbal Verapaz.
Cooperativa Integral de Ahorro y Crédito de San Cristóbal Verapaz R.L.,COOP-GT1603-B,GT1603,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Cristóbal Verapaz.
Asociación de Productores y Comercializadores de San Cristóbal Verapaz,ASO-GT1603-C,GT1603,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Cristóbal Verapaz.
Cooperativa Integral de Producción Agrícola de Tactic R.L.,COOP-GT1604-A,GT1604,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Tactic.
Cooperativa Integral de Ahorro y Crédito de Tactic R.L.,COOP-GT1604-B,GT1604,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Tactic.
Asociación de Productores y Comercializadores de Tactic,ASO-GT1604-C,GT1604,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Tactic.
Cooperativa Integral de Producción Agrícola de Tamahú R.L.,COOP-GT1605-A,GT1605,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Tamahú.
Cooperativa Integral de Ahorro y Crédito de Tamahú R.L.,COOP-GT1605-B,GT1605,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Tamahú.
Asociación de Productores y Comercializadores de Tamahú,ASO-GT1605-C,GT1605,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Tamahú.
Cooperativa Integral de Producción Agrícola de Tucurú R.L.,COOP-GT1606-A,GT1606,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Tucurú.
Cooperativa Integral de Ahorro y Crédito de Tucurú R.L.,COOP-GT1606-B,GT1606,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Tucurú.
Asociación de Productores y Comercializadores de Tucurú,ASO-GT1606-C,GT1606,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Tucurú.
Cooperativa Integral de Producción Agrícola de Panzós R.L.,COOP-GT1607-A,GT1607,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Panzós.
Cooperativa Integral de Ahorro y Crédito de Panzós R.L.,COOP-GT1607-B,GT1607,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Panzós.
Asociación de Productores y Comercializadores de Panzós,ASO-GT1607-C,GT1607,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Panzós.
Cooperativa Integral de Producción Agrícola de Senahú R.L.,COOP-GT1608-A,GT1608,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Senahú.
Cooperativa Integral de Ahorro y Crédito de Senahú R.L.,COOP-GT1608-B,GT1608,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Senahú.
Asociación de Productores y Comercializadores de Senahú,ASO-GT1608-C,GT1608,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Senahú.
Cooperativa Integral de Producción Agrícola de San Pedro Carchá R.L.,COOP-GT1609-A,GT1609,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Pedro Carchá.
Cooperativa Integral de Ahorro y Crédito de San Pedro Carchá R.L.,COOP-GT1609-B,GT1609,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Pedro Carchá.
Asociación de Productores y Comercializadores de San Pedro Carchá,ASO-GT1609-C,GT1609,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Pedro Carchá.
Cooperativa Integral de Producción Agrícola de San Juan Chamelco R.L.,COOP-GT1610-A,GT1610,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Juan Chamelco.
Cooperativa Integral de Ahorro y Crédito de San Juan Chamelco R.L.,COOP-GT1610-B,GT1610,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Juan Chamelco.
Asociación de Productores y Comercializadores de San Juan Chamelco,ASO-GT1610-C,GT1610,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Juan Chamelco.
Cooperativa Integral de Producción Agrícola de Lanquín R.L.,COOP-GT1611-A,GT1611,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Lanquín.
Cooperativa Integral de Ahorro y Crédito de Lanquín R.L.,COOP-GT1611-B,GT1611,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Lanquín.
Asociación de Productores y Comercializadores de Lanquín,ASO-GT1611-C,GT1611,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Lanquín.
Cooperativa Integral de Producción Agrícola de Cahabón R.L.,COOP-GT1612-A,GT1612,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Cahabón.
Cooperativa Integral de Ahorro y Crédito de Cahabón R.L.,COOP-GT1612-B,GT1612,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Cahabón.
Asociación de Productores y Comercializadores de Cahabón,ASO-GT1612-C,GT1612,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Cahabón.
Cooperativa Integral de Producción Agrícola de Chisec R.L.,COOP-GT1613-A,GT1613,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chisec.
Cooperativa Integral de Ahorro y Crédito de Chisec R.L.,COOP-GT1613-B,GT1613,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chisec.
Asociación de Productores y Comercializadores de Chisec,ASO-GT1613-C,GT1613,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chisec.
Cooperativa Integral de Producción Agrícola de Chahal R.L.,COOP-GT1614-A,GT1614,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chahal.
Cooperativa Integral de Ahorro y Crédito de Chahal R.L.,COOP-GT1614-B,GT1614,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chahal.
Asociación de Productores y Comercializadores de Chahal,ASO-GT1614-C,GT1614,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chahal.
Cooperativa Integral de Producción Agrícola de Fray Bartolomé de Las Casas R.L.,COOP-GT1615-A,GT1615,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Fray Bartolomé de Las Casas.
Cooperativa Integral de Ahorro y Crédito de Fray Bartolomé de Las Casas R.L.,COOP-GT1615-B,GT1615,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Fray Bartolomé de Las Casas.
Asociación de Productores y Comercializadores de Fray Bartolomé de Las Casas,ASO-GT1615-C,GT1615,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Fray Bartolomé de Las Casas.
Cooperativa Integral de Producción Agrícola de Santa Catalina La Tinta R.L.,COOP-GT1616-A,GT1616,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Catalina La Tinta.
Cooperativa Integral de Ahorro y Crédito de Santa Catalina La Tinta R.L.,COOP-GT1616-B,GT1616,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Catalina La Tinta.
Asociación de Productores y Comercializadores de Santa Catalina La Tinta,ASO-GT1616-C,GT1616,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Catalina La Tinta.
Cooperativa Integral de Producción Agrícola de Raxruhá R.L.,COOP-GT1617-A,GT1617,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Raxruhá.
Cooperativa Integral de Ahorro y Crédito de Raxruhá R.L.,COOP-GT1617-B,GT1617,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Raxruhá.
Asociación de Productores y Comercializadores de Raxruhá,ASO-GT1617-C,GT1617,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Raxruhá.
Cooperativa Integral de Producción Agrícola de Flores R.L.,COOP-GT1701-A,GT1701,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Flores.
Cooperativa Integral de Ahorro y Crédito de Flores R.L.,COOP-GT1701-B,GT1701,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Flores.
Asociación de Productores y Comercializadores de Flores,ASO-GT1701-C,GT1701,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Flores.
Cooperativa Integral de Producción Agrícola de San José R.L.,COOP-GT1702-A,GT1702,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San José.
Cooperativa Integral de Ahorro y Crédito de San José R.L.,COOP-GT1702-B,GT1702,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San José.
Asociación de Productores y Comercializadores de San José,ASO-GT1702-C,GT1702,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San José.
Cooperativa Integral de Producción Agrícola de San Benito R.L.,COOP-GT1703-A,GT1703,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Benito.
Cooperativa Integral de Ahorro y Crédito de San Benito R.L.,COOP-GT1703-B,GT1703,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Benito.
Asociación de Productores y Comercializadores de San Benito,ASO-GT1703-C,GT1703,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Benito.
Cooperativa Integral de Producción Agrícola de San Andrés R.L.,COOP-GT1704-A,GT1704,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Andrés.
Cooperativa Integral de Ahorro y Crédito de San Andrés R.L.,COOP-GT1704-B,GT1704,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Andrés.
Asociación de Productores y Comercializadores de San Andrés,ASO-GT1704-C,GT1704,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Andrés.
Cooperativa Integral de Producción Agrícola de La Libertad R.L.,COOP-GT1705-A,GT1705,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de La Libertad.
Cooperativa Integral de Ahorro y Crédito de La Libertad R.L.,COOP-GT1705-B,GT1705,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de La Libertad.
Asociación de Productores y Comercializadores de La Libertad,ASO-GT1705-C,GT1705,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de La Libertad.
Cooperativa Integral de Producción Agrícola de San Francisco R.L.,COOP-GT1706-A,GT1706,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Francisco.
Cooperativa Integral de Ahorro y Crédito de San Francisco R.L.,COOP-GT1706-B,GT1706,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Francisco.
Asociación de Productores y Comercializadores de San Francisco,ASO-GT1706-C,GT1706,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Francisco.
Cooperativa Integral de Producción Agrícola de Santa Ana R.L.,COOP-GT1707-A,GT1707,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Ana.
Cooperativa Integral de Ahorro y Crédito de Santa Ana R.L.,COOP-GT1707-B,GT1707,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Ana.
Asociación de Productores y Comercializadores de Santa Ana,ASO-GT1707-C,GT1707,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Ana.
Cooperativa Integral de Producción Agrícola de Dolores R.L.,COOP-GT1708-A,GT1708,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Dolores.
Cooperativa Integral de Ahorro y Crédito de Dolores R.L.,COOP-GT1708-B,GT1708,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Dolores.
Asociación de Productores y Comercializadores de Dolores,ASO-GT1708-C,GT1708,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Dolores.
Cooperativa Integral de Producción Agrícola de San Luis R.L.,COOP-GT1709-A,GT1709,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Luis.
Cooperativa Integral de Ahorro y Crédito de San Luis R.L.,COOP-GT1709-B,GT1709,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Luis.
Asociación de Productores y Comercializadores de San Luis,ASO-GT1709-C,GT1709,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Luis.
Cooperativa Integral de Producción Agrícola de Sayaxché R.L.,COOP-GT1710-A,GT1710,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Sayaxché.
Cooperativa Integral de Ahorro y Crédito de Sayaxché R.L.,COOP-GT1710-B,GT1710,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Sayaxché.
Asociación de Productores y Comercializadores de Sayaxché,ASO-GT1710-C,GT1710,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Sayaxché.
Cooperativa Integral de Producción Agrícola de Melchor de Mencos R.L.,COOP-GT1711-A,GT1711,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Melchor de Mencos.
Cooperativa Integral de Ahorro y Crédito de Melchor de Mencos R.L.,COOP-GT1711-B,GT1711,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Melchor de Mencos.
Asociación de Productores y Comercializadores de Melchor de Mencos,ASO-GT1711-C,GT1711,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Melchor de Mencos.
Cooperativa Integral de Producción Agrícola de Poptún R.L.,COOP-GT1712-A,GT1712,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Poptún.
Cooperativa Integral de Ahorro y Crédito de Poptún R.L.,COOP-GT1712-B,GT1712,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Poptún.
Asociación de Productores y Comercializadores de Poptún,ASO-GT1712-C,GT1712,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Poptún.
Cooperativa Integral de Producción Agrícola de Las Cruces R.L.,COOP-GT1713-A,GT1713,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Las Cruces.
Cooperativa Integral de Ahorro y Crédito de Las Cruces R.L.,COOP-GT1713-B,GT1713,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Las Cruces.
Asociación de Productores y Comercializadores de Las Cruces,ASO-GT1713-C,GT1713,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Las Cruces.
Cooperativa Integral de Producción Agrícola de El Chal R.L.,COOP-GT1714-A,GT1714,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de El Chal.
Cooperativa Integral de Ahorro y Crédito de El Chal R.L.,COOP-GT1714-B,GT1714,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de El Chal.
Asociación de Productores y Comercializadores de El Chal,ASO-GT1714-C,GT1714,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de El Chal.
Cooperativa Integral de Producción Agrícola de Puerto Barrios R.L.,COOP-GT1801-A,GT1801,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Puerto Barrios.
Cooperativa Integral de Ahorro y Crédito de Puerto Barrios R.L.,COOP-GT1801-B,GT1801,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Puerto Barrios.
Asociación de Productores y Comercializadores de Puerto Barrios,ASO-GT1801-C,GT1801,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Puerto Barrios.
Cooperativa Integral de Producción Agrícola de Lívingston R.L.,COOP-GT1802-A,GT1802,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Lívingston.
Cooperativa Integral de Ahorro y Crédito de Lívingston R.L.,COOP-GT1802-B,GT1802,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Lívingston.
Asociación de Productores y Comercializadores de Lívingston,ASO-GT1802-C,GT1802,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Lívingston.
Cooperativa Integral de Producción Agrícola de El Estor R.L.,COOP-GT1803-A,GT1803,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de El Estor.
Cooperativa Integral de Ahorro y Crédito de El Estor R.L.,COOP-GT1803-B,GT1803,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de El Estor.
Asociación de Productores y Comercializadores de El Estor,ASO-GT1803-C,GT1803,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de El Estor.
Cooperativa Integral de Producción Agrícola de Morales R.L.,COOP-GT1804-A,GT1804,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Morales.
Cooperativa Integral de Ahorro y Crédito de Morales R.L.,COOP-GT1804-B,GT1804,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Morales.
Asociación de Productores y Comercializadores de Morales,ASO-GT1804-C,GT1804,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Morales.
Cooperativa Integral de Producción Agrícola de Los Amates R.L.,COOP-GT1805-A,GT1805,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Los Amates.
Cooperativa Integral de Ahorro y Crédito de Los Amates R.L.,COOP-GT1805-B,GT1805,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Los Amates.
Asociación de Productores y Comercializadores de Los Amates,ASO-GT1805-C,GT1805,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Los Amates.
Cooperativa Integral de Producción Agrícola de Zacapa R.L.,COOP-GT1901-A,GT1901,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Zacapa.
Cooperativa Integral de Ahorro y Crédito de Zacapa R.L.,COOP-GT1901-B,GT1901,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Zacapa.
Asociación de Productores y Comercializadores de Zacapa,ASO-GT1901-C,GT1901,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Zacapa.
Cooperativa Integral de Producción Agrícola de Estanzuela R.L.,COOP-GT1902-A,GT1902,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Estanzuela.
Cooperativa Integral de Ahorro y Crédito de Estanzuela R.L.,COOP-GT1902-B,GT1902,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Estanzuela.
Asociación de Productores y Comercializadores de Estanzuela,ASO-GT1902-C,GT1902,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Estanzuela.
Cooperativa Integral de Producción Agrícola de Río Hondo R.L.,COOP-GT1903-A,GT1903,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Río Hondo.
Cooperativa Integral de Ahorro y Crédito de Río Hondo R.L.,COOP-GT1903-B,GT1903,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Río Hondo.
Asociación de Productores y Comercializadores de Río Hondo,ASO-GT1903-C,GT1903,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Río Hondo.
Cooperativa Integral de Producción Agrícola de Gualán R.L.,COOP-GT1904-A,GT1904,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Gualán.
Cooperativa Integral de Ahorro y Crédito de Gualán R.L.,COOP-GT1904-B,GT1904,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Gualán.
Asociación de Productores y Comercializadores de Gualán,ASO-GT1904-C,GT1904,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Gualán.
Cooperativa Integral de Producción Agrícola de Teculután R.L.,COOP-GT1905-A,GT1905,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Teculután.
Cooperativa Integral de Ahorro y Crédito de Teculután R.L.,COOP-GT1905-B,GT1905,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Teculután.
Asociación de Productores y Comercializadores de Teculután,ASO-GT1905-C,GT1905,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Teculután.
Cooperativa Integral de Producción Agrícola de Usumatlán R.L.,COOP-GT1906-A,GT1906,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Usumatlán.
Cooperativa Integral de Ahorro y Crédito de Usumatlán R.L.,COOP-GT1906-B,GT1906,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Usumatlán.
Asociación de Productores y Comercializadores de Usumatlán,ASO-GT1906-C,GT1906,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Usumatlán.
Cooperativa Integral de Producción Agrícola de Cabañas R.L.,COOP-GT1907-A,GT1907,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Cabañas.
Cooperativa Integral de Ahorro y Crédito de Cabañas R.L.,COOP-GT1907-B,GT1907,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Cabañas.
Asociación de Productores y Comercializadores de Cabañas,ASO-GT1907-C,GT1907,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Cabañas.
Cooperativa Integral de Producción Agrícola de San Diego R.L.,COOP-GT1908-A,GT1908,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Diego.
Cooperativa Integral de Ahorro y Crédito de San Diego R.L.,COOP-GT1908-B,GT1908,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Diego.
Asociación de Productores y Comercializadores de San Diego,ASO-GT1908-C,GT1908,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Diego.
Cooperativa Integral de Producción Agrícola de La Unión R.L.,COOP-GT1909-A,GT1909,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de La Unión.
Cooperativa Integral de Ahorro y Crédito de La Unión R.L.,COOP-GT1909-B,GT1909,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de La Unión.
Asociación de Productores y Comercializadores de La Unión,ASO-GT1909-C,GT1909,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de La Unión.
Cooperativa Integral de Producción Agrícola de Huité R.L.,COOP-GT1910-A,GT1910,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Huité.
Cooperativa Integral de Ahorro y Crédito de Huité R.L.,COOP-GT1910-B,GT1910,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Huité.
Asociación de Productores y Comercializadores de Huité,ASO-GT1910-C,GT1910,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Huité.
Cooperativa Integral de Producción Agrícola de San Jorge R.L.,COOP-GT1911-A,GT1911,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Jorge.
Cooperativa Integral de Ahorro y Crédito de San Jorge R.L.,COOP-GT1911-B,GT1911,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Jorge.
Asociación de Productores y Comercializadores de San Jorge,ASO-GT1911-C,GT1911,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Jorge.
Cooperativa Integral de Producción Agrícola de Chiquimula R.L.,COOP-GT2001-A,GT2001,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chiquimula.
Cooperativa Integral de Ahorro y Crédito de Chiquimula R.L.,COOP-GT2001-B,GT2001,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chiquimula.
Asociación de Productores y Comercializadores de Chiquimula,ASO-GT2001-C,GT2001,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chiquimula.
Cooperativa Integral de Producción Agrícola de San José La Arada R.L.,COOP-GT2002-A,GT2002,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San José La Arada.
Cooperativa Integral de Ahorro y Crédito de San José La Arada R.L.,COOP-GT2002-B,GT2002,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San José La Arada.
Asociación de Productores y Comercializadores de San José La Arada,ASO-GT2002-C,GT2002,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San José La Arada.
Cooperativa Integral de Producción Agrícola de San Juan Ermita R.L.,COOP-GT2003-A,GT2003,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Juan Ermita.
Cooperativa Integral de Ahorro y Crédito de San Juan Ermita R.L.,COOP-GT2003-B,GT2003,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Juan Ermita.
Asociación de Productores y Comercializadores de San Juan Ermita,ASO-GT2003-C,GT2003,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Juan Ermita.
Cooperativa Integral de Producción Agrícola de Jocotán R.L.,COOP-GT2004-A,GT2004,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Jocotán.
Cooperativa Integral de Ahorro y Crédito de Jocotán R.L.,COOP-GT2004-B,GT2004,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Jocotán.
Asociación de Productores y Comercializadores de Jocotán,ASO-GT2004-C,GT2004,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Jocotán.
Cooperativa Integral de Producción Agrícola de Camotán R.L.,COOP-GT2005-A,GT2005,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Camotán.
Cooperativa Integral de Ahorro y Crédito de Camotán R.L.,COOP-GT2005-B,GT2005,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Camotán.
Asociación de Productores y Comercializadores de Camotán,ASO-GT2005-C,GT2005,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Camotán.
Cooperativa Integral de Producción Agrícola de Olopa R.L.,COOP-GT2006-A,GT2006,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Olopa.
Cooperativa Integral de Ahorro y Crédito de Olopa R.L.,COOP-GT2006-B,GT2006,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Olopa.
Asociación de Productores y Comercializadores de Olopa,ASO-GT2006-C,GT2006,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Olopa.
Cooperativa Integral de Producción Agrícola de Esquipulas R.L.,COOP-GT2007-A,GT2007,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Esquipulas.
