nombre,origen,descripcion
Semilla de Maíz de San Antonio Ilotenango,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Antonio Ilotenango.
Semilla de Frijol de San Antonio Ilotenango,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Antonio Ilotenango.
Abono Orgánico de San Antonio Ilotenango,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Antonio Ilotenango.
Semilla de Maíz de San Pedro Jocopilas,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Pedro Jocopilas.
Semilla de Frijol de San Pedro Jocopilas,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Pedro Jocopilas.
Abono Orgánico de San Pedro Jocopilas,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Pedro Jocopilas.
Semilla de Maíz de Cunén,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Cunén.
Semilla de Frijol de Cunén,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Cunén.
Abono Orgánico de Cunén,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Cunén.
Semilla de Maíz de San Juan Cotzal,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Juan Cotzal.
Semilla de Frijol de San Juan Cotzal,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Juan Cotzal.
Abono Orgánico de San Juan Cotzal,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Juan Cotzal.
Semilla de Maíz de Joyabaj,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Joyabaj.
Semilla de Frijol de Joyabaj,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Joyabaj.
Abono Orgánico de Joyabaj,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Joyabaj.
Semilla de Maíz de Nebaj,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Nebaj.
Semilla de Frijol de Nebaj,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Nebaj.
Abono Orgánico de Nebaj,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Nebaj.
Semilla de Maíz de San Andrés Sajcabajá,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Andrés Sajcabajá.
Semilla de Frijol de San Andrés Sajcabajá,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Andrés Sajcabajá.
Abono Orgánico de San Andrés Sajcabajá,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Andrés Sajcabajá.
Semilla de Maíz de Uspantán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Uspantán.
Semilla de Frijol de Uspantán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Uspantán.
Abono Orgánico de Uspantán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Uspantán.
Semilla de Maíz de Sacapulas,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Sacapulas.
Semilla de Frijol de Sacapulas,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Sacapulas.
Abono Orgánico de Sacapulas,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Sacapulas.
Semilla de Maíz de San Bartolomé Jocotenango,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Bartolomé Jocotenango.
Semilla de Frijol de San Bartolomé Jocotenango,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Bartolomé Jocotenango.
Abono Orgánico de San Bartolomé Jocotenango,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Bartolomé Jocotenango.
Semilla de Maíz de Canillá,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Canillá.
Semilla de Frijol de Canillá,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Canillá.
Abono Orgánico de Canillá,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Canillá.
Semilla de Maíz de Chicamán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Chicamán.
Semilla de Frijol de Chicamán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Chicamán.
Abono Orgánico de Chicamán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Chicamán.
Semilla de Maíz de Ixcán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Ixcán.
Semilla de Frijol de Ixcán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Ixcán.
Abono Orgánico de Ixcán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Ixcán.
Semilla de Maíz de Pachalum,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Pachalum.
Semilla de Frijol de Pachalum,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Pachalum.
Abono Orgánico de Pachalum,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Pachalum.
Semilla de Maíz de Salamá,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Salamá.
Semilla de Frijol de Salamá,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Salamá.
Abono Orgánico de Salamá,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Salamá.
Semilla de Maíz de San Miguel Chicaj,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Miguel Chicaj.
Semilla de Frijol de San Miguel Chicaj,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Miguel Chicaj.
Abono Orgánico de San Miguel Chicaj,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Miguel Chicaj.
Semilla de Maíz de Rabinal,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Rabinal.
Semilla de Frijol de Rabinal,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Rabinal.
Abono Orgánico de Rabinal,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Rabinal.
Semilla de Maíz de Cubulco,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Cubulco.
Semilla de Frijol de Cubulco,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Cubulco.
Abono Orgánico de Cubulco,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Cubulco.
Semilla de Maíz de Granados,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Granados.
Semilla de Frijol de Granados,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Granados.
Abono Orgánico de Granados,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Granados.
Semilla de Maíz de El Chol,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de El Chol.
Semilla de Frijol de El Chol,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en El Chol.
Abono Orgánico de El Chol,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en El Chol.
Semilla de Maíz de San Jerónimo,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Jerónimo.
Semilla de Frijol de San Jerónimo,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Jerónimo.
Abono Orgánico de San Jerónimo,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Jerónimo.
Semilla de Maíz de Purulhá,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Purulhá.
Semilla de Frijol de Purulhá,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Purulhá.
Abono Orgánico de Purulhá,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Purulhá.
Semilla de Maíz de Cobán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Cobán.
Semilla de Frijol de Cobán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Cobán.
Abono Orgánico de Cobán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Cobán.
Semilla de Maíz de Santa Cruz Verapaz,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Santa Cruz Verapaz.
Semilla de Frijol de Santa Cruz Verapaz,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Santa Cruz Verapaz.
Abono Orgánico de Santa Cruz Verapaz,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Santa Cruz Verapaz.
Semilla de Maíz de San Cristóbal Verapaz,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Cristóbal Verapaz.
Semilla de Frijol de San Cristóbal Verapaz,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Cristóbal Verapaz.
Abono Orgánico de San Cristóbal Verapaz,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Cristóbal Verapaz.
Semilla de Maíz de Tactic,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Tactic.
Semilla de Frijol de Tactic,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Tactic.
Abono Orgánico de Tactic,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Tactic.
Semilla de Maíz de Tamahú,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Tamahú.
Semilla de Frijol de Tamahú,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Tamahú.
Abono Orgánico de Tamahú,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Tamahú.
Semilla de Maíz de Tucurú,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Tucurú.
Semilla de Frijol de Tucurú,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Tucurú.
Abono Orgánico de Tucurú,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Tucurú.
Semilla de Maíz de Panzós,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Panzós.
Semilla de Frijol de Panzós,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Panzós.
Abono Orgánico de Panzós,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Panzós.
Semilla de Maíz de Senahú,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Senahú.
Semilla de Frijol de Senahú,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Senahú.
Abono Orgánico de Senahú,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Senahú.
Semilla de Maíz de San Pedro Carchá,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Pedro Carchá.
Semilla de Frijol de San Pedro Carchá,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Pedro Carchá.
Abono Orgánico de San Pedro Carchá,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Pedro Carchá.
Semilla de Maíz de San Juan Chamelco,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Juan Chamelco.
Semilla de Frijol de San Juan Chamelco,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Juan Chamelco.
Abono Orgánico de San Juan Chamelco,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Juan Chamelco.
Semilla de Maíz de Lanquín,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Lanquín.
Semilla de Frijol de Lanquín,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Lanquín.
Abono Orgánico de Lanquín,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Lanquín.
Semilla de Maíz de Cahabón,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Cahabón.
Semilla de Frijol de Cahabón,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Cahabón.
Abono Orgánico de Cahabón,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Cahabón.
Semilla de Maíz de Chisec,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Chisec.
Semilla de Frijol de Chisec,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Chisec.
Abono Orgánico de Chisec,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Chisec.
Semilla de Maíz de Chahal,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Chahal.
Semilla de Frijol de Chahal,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Chahal.
Abono Orgánico de Chahal,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Chahal.
Semilla de Maíz de Fray Bartolomé de Las Casas,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Fray Bartolomé de Las Casas.
Semilla de Frijol de Fray Bartolomé de Las Casas,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Fray Bartolomé de Las Casas.
Abono Orgánico de Fray Bartolomé de Las Casas,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Fray Bartolomé de Las Casas.
Semilla de Maíz de Santa Catalina La Tinta,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Santa Catalina La Tinta.
Semilla de Frijol de Santa Catalina La Tinta,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Santa Catalina La Tinta.
Abono Orgánico de Santa Catalina La Tinta,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Santa Catalina La Tinta.
Semilla de Maíz de Raxruhá,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Raxruhá.
Semilla de Frijol de Raxruhá,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Raxruhá.
Abono Orgánico de Raxruhá,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Raxruhá.
Semilla de Maíz de Flores,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Flores.
Semilla de Frijol de Flores,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Flores.
Abono Orgánico de Flores,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Flores.
Semilla de Maíz de San José,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San José.
Semilla de Frijol de San José,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San José.
Abono Orgánico de San José,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San José.
Semilla de Maíz de San Benito,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Benito.
Semilla de Frijol de San Benito,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Benito.
Abono Orgánico de San Benito,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Benito.
Semilla de Maíz de San Andrés,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Andrés.
Semilla de Frijol de San Andrés,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Andrés.
Abono Orgánico de San Andrés,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Andrés.
Semilla de Maíz de La Libertad,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de La Libertad.
Semilla de Frijol de La Libertad,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en La Libertad.
Abono Orgánico de La Libertad,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en La Libertad.
Semilla de Maíz de San Francisco,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Francisco.
Semilla de Frijol de San Francisco,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Francisco.
Abono Orgánico de San Francisco,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Francisco.
Semilla de Maíz de Santa Ana,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Santa Ana.
Semilla de Frijol de Santa Ana,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Santa Ana.
Abono Orgánico de Santa Ana,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Santa Ana.
Semilla de Maíz de Dolores,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Dolores.
Semilla de Frijol de Dolores,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Dolores.
Abono Orgánico de Dolores,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Dolores.
Semilla de Maíz de San Luis,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Luis.
Semilla de Frijol de San Luis,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Luis.
Abono Orgánico de San Luis,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Luis.
Semilla de Maíz de Sayaxché,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Sayaxché.
Semilla de Frijol de Sayaxché,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Sayaxché.
Abono Orgánico de Sayaxché,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Sayaxché.
Semilla de Maíz de Melchor de Mencos,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Melchor de Mencos.
Semilla de Frijol de Melchor de Mencos,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Melchor de Mencos.
Abono Orgánico de Melchor de Mencos,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Melchor de Mencos.
Semilla de Maíz de Poptún,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Poptún.
Semilla de Frijol de Poptún,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Poptún.
Abono Orgánico de Poptún,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Poptún.
Semilla de Maíz de Las Cruces,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Las Cruces.
Semilla de Frijol de Las Cruces,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Las Cruces.
Abono Orgánico de Las Cruces,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Las Cruces.
Semilla de Maíz de El Chal,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de El Chal.
Semilla de Frijol de El Chal,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en El Chal.
Abono Orgánico de El Chal,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en El Chal.
Semilla de Maíz de Puerto Barrios,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Puerto Barrios.
Semilla de Frijol de Puerto Barrios,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Puerto Barrios.
Abono Orgánico de Puerto Barrios,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Puerto Barrios.
Semilla de Maíz de Lívingston,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Lívingston.
Semilla de Frijol de Lívingston,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Lívingston.
Abono Orgánico de Lívingston,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Lívingston.
Semilla de Maíz de El Estor,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de El Estor.
Semilla de Frijol de El Estor,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en El Estor.
Abono Orgánico de El Estor,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en El Estor.
Semilla de Maíz de Morales,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Morales.
Semilla de Frijol de Morales,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Morales.
Abono Orgánico de Morales,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Morales.
Semilla de Maíz de Los Amates,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Los Amates.
Semilla de Frijol de Los Amates,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Los Amates.
Abono Orgánico de Los Amates,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Los Amates.
Semilla de Maíz de Zacapa,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Zacapa.
Semilla de Frijol de Zacapa,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Zacapa.
Abono Orgánico de Zacapa,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Zacapa.
Semilla de Maíz de Estanzuela,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Estanzuela.
Semilla de Frijol de Estanzuela,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Estanzuela.
Abono Orgánico de Estanzuela,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Estanzuela.
Semilla de Maíz de Río Hondo,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Río Hondo.
Semilla de Frijol de Río Hondo,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Río Hondo.
Abono Orgánico de Río Hondo,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Río Hondo.
Semilla de Maíz de Gualán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Gualán.
Semilla de Frijol de Gualán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Gualán.
Abono Orgánico de Gualán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Gualán.
Semilla de Maíz de Teculután,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Teculután.
Semilla de Frijol de Teculután,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Teculután.
Abono Orgánico de Teculután,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Teculután.
Semilla de Maíz de Usumatlán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Usumatlán.
Semilla de Frijol de Usumatlán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Usumatlán.
Abono Orgánico de Usumatlán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Usumatlán.
Semilla de Maíz de Cabañas,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Cabañas.
Semilla de Frijol de Cabañas,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Cabañas.
Abono Orgánico de Cabañas,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Cabañas.
Semilla de Maíz de San Diego,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Diego.
Semilla de Frijol de San Diego,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Diego.
Abono Orgánico de San Diego,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Diego.
Semilla de Maíz de La Unión,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de La Unión.
Semilla de Frijol de La Unión,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en La Unión.
Abono Orgánico de La Unión,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en La Unión.
Semilla de Maíz de Huité,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Huité.
Semilla de Frijol de Huité,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Huité.
Abono Orgánico de Huité,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Huité.
Semilla de Maíz de San Jorge,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Jorge.
Semilla de Frijol de San Jorge,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Jorge.
Abono Orgánico de San Jorge,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Jorge.
Semilla de Maíz de Chiquimula,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Chiquimula.
Semilla de Frijol de Chiquimula,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Chiquimula.
Abono Orgánico de Chiquimula,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Chiquimula.
Semilla de Maíz de San José La Arada,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San José La Arada.
Semilla de Frijol de San José La Arada,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San José La Arada.
Abono Orgánico de San José La Arada,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San José La Arada.
Semilla de Maíz de San Juan Ermita,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Juan Ermita.
Semilla de Frijol de San Juan Ermita,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Juan Ermita.
Abono Orgánico de San Juan Ermita,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Juan Ermita.
Semilla de Maíz de Jocotán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Jocotán.
Semilla de Frijol de Jocotán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Jocotán.
Abono Orgánico de Jocotán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Jocotán.
Semilla de Maíz de Camotán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Camotán.
Semilla de Frijol de Camotán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Camotán.
Abono Orgánico de Camotán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Camotán.
Semilla de Maíz de Olopa,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Olopa.
Semilla de Frijol de Olopa,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Olopa.
Abono Orgánico de Olopa,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Olopa.
Semilla de Maíz de Esquipulas,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Esquipulas.
Semilla de Frijol de Esquipulas,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Esquipulas.
Abono Orgánico de Esquipulas,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Esquipulas.
Semilla de Maíz de Concepción Las Minas,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Concepción Las Minas.
Semilla de Frijol de Concepción Las Minas,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Concepción Las Minas.
Abono Orgánico de Concepción Las Minas,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Concepción Las Minas.
Semilla de Maíz de Quezaltepeque,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Quezaltepeque.
Semilla de Frijol de Quezaltepeque,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Quezaltepeque.
Abono Orgánico de Quezaltepeque,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Quezaltepeque.
Semilla de Maíz de San Jacinto,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Jacinto.
Semilla de Frijol de San Jacinto,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Jacinto.
Abono Orgánico de San Jacinto,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Jacinto.
Semilla de Maíz de Ipala,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Ipala.
Semilla de Frijol de Ipala,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Ipala.
Abono Orgánico de Ipala,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Ipala.
Semilla de Maíz de Jalapa,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Jalapa.
Semilla de Frijol de Jalapa,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Jalapa.
Abono Orgánico de Jalapa,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Jalapa.
Semilla de Maíz de San Pedro Pinula,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Pedro Pinula.
Semilla de Frijol de San Pedro Pinula,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Pedro Pinula.
Abono Orgánico de San Pedro Pinula,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Pedro Pinula.
Semilla de Maíz de San Luis Jilotepeque,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Luis Jilotepeque.
Semilla de Frijol de San Luis Jilotepeque,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Luis Jilotepeque.
Abono Orgánico de San Luis Jilotepeque,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Luis Jilotepeque.
Semilla de Maíz de San Manuel Chaparrón,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Manuel Chaparrón.
Semilla de Frijol de San Manuel Chaparrón,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Manuel Chaparrón.
Abono Orgánico de San Manuel Chaparrón,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Manuel Chaparrón.
