origen_municipio_pcode,destino_municipio_pcode,puerto_salida,medio_transporte,distancia_km,tiempo_estimado_horas,producto_principal
GT1711,,Frontera El Florido,Terrestre - Camión de Carga,340.00,7.00,Café y Cardamomo Especial
GT1712,GT1701,,Terrestre - Camión de Carga,34.00,1.00,Maíz y Frijol Negro
GT1712,GT0101,,Terrestre - Camión de Carga,123.00,3.00,Hortalizas y Artesanías
GT1712,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,213.00,9.00,Café y Cardamomo Especial
GT1713,GT1701,,Terrestre - Camión de Carga,39.00,3.00,Maíz y Frijol Negro
GT1713,GT0101,,Terrestre - Camión de Carga,149.00,3.00,Hortalizas y Artesanías
GT1713,,Puerto Quetzal,Terrestre - Camión de Carga,213.00,10.00,Café y Cardamomo Especial
GT1714,GT1701,,Terrestre - Camión de Carga,20.00,3.00,Maíz y Frijol Negro
GT1714,GT0101,,Terrestre - Camión de Carga,289.00,5.00,Hortalizas y Artesanías
GT1714,,Frontera Tecún Umán,Terrestre - Camión de Carga,268.00,12.00,Café y Cardamomo Especial
GT1801,GT1801,,Terrestre - Camión de Carga,57.00,1.00,Maíz y Frijol Negro
GT1801,GT0101,,Terrestre - Camión de Carga,308.00,5.00,Hortalizas y Artesanías
GT1801,,Frontera El Florido,Terrestre - Camión de Carga,451.00,12.00,Café y Cardamomo Especial
GT1802,GT1801,,Terrestre - Camión de Carga,27.00,1.00,Maíz y Frijol Negro
GT1802,GT0101,,Terrestre - Camión de Carga,139.00,3.00,Hortalizas y Artesanías
GT1802,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,216.00,11.00,Café y Cardamomo Especial
GT1803,GT1801,,Terrestre - Camión de Carga,11.00,2.00,Maíz y Frijol Negro
GT1803,GT0101,,Terrestre - Camión de Carga,195.00,3.00,Hortalizas y Artesanías
GT1803,,Puerto Quetzal,Terrestre - Camión de Carga,303.00,8.00,Café y Cardamomo Especial
GT1804,GT1801,,Terrestre - Camión de Carga,18.00,1.00,Maíz y Frijol Negro
GT1804,GT0101,,Terrestre - Camión de Carga,202.00,6.00,Hortalizas y Artesanías
GT1804,,Frontera Tecún Umán,Terrestre - Camión de Carga,450.00,10.00,Café y Cardamomo Especial
GT1805,GT1801,,Terrestre - Camión de Carga,68.00,1.00,Maíz y Frijol Negro
GT1805,GT0101,,Terrestre - Camión de Carga,199.00,5.00,Hortalizas y Artesanías
GT1805,,Frontera El Florido,Terrestre - Camión de Carga,221.00,11.00,Café y Cardamomo Especial
GT1901,GT1901,,Terrestre - Camión de Carga,50.00,2.00,Maíz y Frijol Negro
GT1901,GT0101,,Terrestre - Camión de Carga,246.00,7.00,Hortalizas y Artesanías
GT1901,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,492.00,5.00,Café y Cardamomo Especial
GT1902,GT1901,,Terrestre - Camión de Carga,76.00,1.00,Maíz y Frijol Negro
GT1902,GT0101,,Terrestre - Camión de Carga,205.00,5.00,Hortalizas y Artesanías
GT1902,,Puerto Quetzal,Terrestre - Camión de Carga,221.00,8.00,Café y Cardamomo Especial
GT1903,GT1901,,Terrestre - Camión de Carga,76.00,3.00,Maíz y Frijol Negro
GT1903,GT0101,,Terrestre - Camión de Carga,191.00,7.00,Hortalizas y Artesanías
GT1903,,Frontera Tecún Umán,Terrestre - Camión de Carga,220.00,11.00,Café y Cardamomo Especial
GT1904,GT1901,,Terrestre - Camión de Carga,76.00,3.00,Maíz y Frijol Negro
GT1904,GT0101,,Terrestre - Camión de Carga,102.00,3.00,Hortalizas y Artesanías
GT1904,,Frontera El Florido,Terrestre - Camión de Carga,349.00,12.00,Café y Cardamomo Especial
GT1905,GT1901,,Terrestre - Camión de Carga,60.00,2.00,Maíz y Frijol Negro
GT1905,GT0101,,Terrestre - Camión de Carga,288.00,4.00,Hortalizas y Artesanías
GT1905,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,436.00,7.00,Café y Cardamomo Especial
GT1906,GT1901,,Terrestre - Camión de Carga,64.00,2.00,Maíz y Frijol Negro
GT1906,GT0101,,Terrestre - Camión de Carga,246.00,2.00,Hortalizas y Artesanías
GT1906,,Puerto Quetzal,Terrestre - Camión de Carga,464.00,7.00,Café y Cardamomo Especial
GT1907,GT1901,,Terrestre - Camión de Carga,69.00,3.00,Maíz y Frijol Negro
GT1907,GT0101,,Terrestre - Camión de Carga,205.00,2.00,Hortalizas y Artesanías
GT1907,,Frontera Tecún Umán,Terrestre - Camión de Carga,456.00,6.00,Café y Cardamomo Especial
GT1908,GT1901,,Terrestre - Camión de Carga,33.00,3.00,Maíz y Frijol Negro
GT1908,GT0101,,Terrestre - Camión de Carga,318.00,7.00,Hortalizas y Artesanías
GT1908,,Frontera El Florido,Terrestre - Camión de Carga,479.00,7.00,Café y Cardamomo Especial
GT1909,GT1901,,Terrestre - Camión de Carga,60.00,2.00,Maíz y Frijol Negro
GT1909,GT0101,,Terrestre - Camión de Carga,172.00,5.00,Hortalizas y Artesanías
GT1909,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,212.00,7.00,Café y Cardamomo Especial
GT1910,GT1901,,Terrestre - Camión de Carga,68.00,3.00,Maíz y Frijol Negro
GT1910,GT0101,,Terrestre - Camión de Carga,319.00,7.00,Hortalizas y Artesanías
GT1910,,Puerto Quetzal,Terrestre - Camión de Carga,303.00,12.00,Café y Cardamomo Especial
GT1911,GT1901,,Terrestre - Camión de Carga,21.00,2.00,Maíz y Frijol Negro
GT1911,GT0101,,Terrestre - Camión de Carga,172.00,7.00,Hortalizas y Artesanías
GT1911,,Frontera Tecún Umán,Terrestre - Camión de Carga,283.00,6.00,Café y Cardamomo Especial
GT2001,GT2001,,Terrestre - Camión de Carga,21.00,1.00,Maíz y Frijol Negro
GT2001,GT0101,,Terrestre - Camión de Carga,270.00,5.00,Hortalizas y Artesanías
GT2001,,Frontera El Florido,Terrestre - Camión de Carga,385.00,6.00,Café y Cardamomo Especial
GT2002,GT2001,,Terrestre - Camión de Carga,77.00,3.00,Maíz y Frijol Negro
GT2002,GT0101,,Terrestre - Camión de Carga,188.00,7.00,Hortalizas y Artesanías
GT2002,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,461.00,7.00,Café y Cardamomo Especial
GT2003,GT2001,,Terrestre - Camión de Carga,58.00,3.00,Maíz y Frijol Negro
GT2003,GT0101,,Terrestre - Camión de Carga,187.00,2.00,Hortalizas y Artesanías
GT2003,,Puerto Quetzal,Terrestre - Camión de Carga,287.00,10.00,Café y Cardamomo Especial
GT2004,GT2001,,Terrestre - Camión de Carga,29.00,1.00,Maíz y Frijol Negro
GT2004,GT0101,,Terrestre - Camión de Carga,312.00,3.00,Hortalizas y Artesanías
GT2004,,Frontera Tecún Umán,Terrestre - Camión de Carga,291.00,5.00,Café y Cardamomo Especial
GT2005,GT2001,,Terrestre - Camión de Carga,63.00,2.00,Maíz y Frijol Negro
GT2005,GT0101,,Terrestre - Camión de Carga,169.00,7.00,Hortalizas y Artesanías
GT2005,,Frontera El Florido,Terrestre - Camión de Carga,428.00,9.00,Café y Cardamomo Especial
GT2006,GT2001,,Terrestre - Camión de Carga,33.00,1.00,Maíz y Frijol Negro
GT2006,GT0101,,Terrestre - Camión de Carga,320.00,3.00,Hortalizas y Artesanías
GT2006,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,303.00,5.00,Café y Cardamomo Especial
GT2007,GT2001,,Terrestre - Camión de Carga,42.00,1.00,Maíz y Frijol Negro
GT2007,GT0101,,Terrestre - Camión de Carga,207.00,5.00,Hortalizas y Artesanías
GT2007,,Puerto Quetzal,Terrestre - Camión de Carga,455.00,5.00,Café y Cardamomo Especial
GT2008,GT2001,,Terrestre - Camión de Carga,73.00,1.00,Maíz y Frijol Negro
GT2008,GT0101,,Terrestre - Camión de Carga,145.00,6.00,Hortalizas y Artesanías
GT2008,,Frontera Tecún Umán,Terrestre - Camión de Carga,443.00,12.00,Café y Cardamomo Especial
GT2009,GT2001,,Terrestre - Camión de Carga,62.00,2.00,Maíz y Frijol Negro
GT2009,GT0101,,Terrestre - Camión de Carga,110.00,6.00,Hortalizas y Artesanías
GT2009,,Frontera El Florido,Terrestre - Camión de Carga,203.00,8.00,Café y Cardamomo Especial
GT2010,GT2001,,Terrestre - Camión de Carga,80.00,2.00,Maíz y Frijol Negro
GT2010,GT0101,,Terrestre - Camión de Carga,248.00,7.00,Hortalizas y Artesanías
GT2010,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,485.00,8.00,Café y Cardamomo Especial
GT2011,GT2001,,Terrestre - Camión de Carga,16.00,1.00,Maíz y Frijol Negro
GT2011,GT0101,,Terrestre - Camión de Carga,127.00,2.00,Hortalizas y Artesanías
GT2011,,Puerto Quetzal,Terrestre - Camión de Carga,378.00,5.00,Café y Cardamomo Especial
GT2101,GT2101,,Terrestre - Camión de Carga,28.00,1.00,Maíz y Frijol Negro
GT2101,GT0101,,Terrestre - Camión de Carga,260.00,6.00,Hortalizas y Artesanías
GT2101,,Frontera Tecún Umán,Terrestre - Camión de Carga,352.00,10.00,Café y Cardamomo Especial
GT2102,GT2101,,Terrestre - Camión de Carga,21.00,1.00,Maíz y Frijol Negro
GT2102,GT0101,,Terrestre - Camión de Carga,117.00,5.00,Hortalizas y Artesanías
GT2102,,Frontera El Florido,Terrestre - Camión de Carga,291.00,7.00,Café y Cardamomo Especial
GT2103,GT2101,,Terrestre - Camión de Carga,46.00,3.00,Maíz y Frijol Negro
GT2103,GT0101,,Terrestre - Camión de Carga,259.00,7.00,Hortalizas y Artesanías
GT2103,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,493.00,7.00,Café y Cardamomo Especial
GT2104,GT2101,,Terrestre - Camión de Carga,68.00,3.00,Maíz y Frijol Negro
GT2104,GT0101,,Terrestre - Camión de Carga,238.00,4.00,Hortalizas y Artesanías
GT2104,,Puerto Quetzal,Terrestre - Camión de Carga,218.00,6.00,Café y Cardamomo Especial
GT2105,GT2101,,Terrestre - Camión de Carga,48.00,2.00,Maíz y Frijol Negro
GT2105,GT0101,,Terrestre - Camión de Carga,184.00,5.00,Hortalizas y Artesanías
GT2105,,Frontera Tecún Umán,Terrestre - Camión de Carga,234.00,11.00,Café y Cardamomo Especial
GT2106,GT2101,,Terrestre - Camión de Carga,80.00,1.00,Maíz y Frijol Negro
GT2106,GT0101,,Terrestre - Camión de Carga,164.00,5.00,Hortalizas y Artesanías
GT2106,,Frontera El Florido,Terrestre - Camión de Carga,268.00,6.00,Café y Cardamomo Especial
GT2107,GT2101,,Terrestre - Camión de Carga,45.00,2.00,Maíz y Frijol Negro
GT2107,GT0101,,Terrestre - Camión de Carga,224.00,5.00,Hortalizas y Artesanías
GT2107,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,468.00,8.00,Café y Cardamomo Especial
GT2201,GT2201,,Terrestre - Camión de Carga,36.00,3.00,Maíz y Frijol Negro
GT2201,GT0101,,Terrestre - Camión de Carga,104.00,2.00,Hortalizas y Artesanías
GT2201,,Puerto Quetzal,Terrestre - Camión de Carga,492.00,6.00,Café y Cardamomo Especial
GT2202,GT2201,,Terrestre - Camión de Carga,71.00,3.00,Maíz y Frijol Negro
GT2202,GT0101,,Terrestre - Camión de Carga,266.00,6.00,Hortalizas y Artesanías
GT2202,,Frontera Tecún Umán,Terrestre - Camión de Carga,347.00,11.00,Café y Cardamomo Especial
GT2203,GT2201,,Terrestre - Camión de Carga,50.00,2.00,Maíz y Frijol Negro
GT2203,GT0101,,Terrestre - Camión de Carga,224.00,6.00,Hortalizas y Artesanías
GT2203,,Frontera El Florido,Terrestre - Camión de Carga,381.00,7.00,Café y Cardamomo Especial
GT2204,GT2201,,Terrestre - Camión de Carga,73.00,3.00,Maíz y Frijol Negro
GT2204,GT0101,,Terrestre - Camión de Carga,276.00,7.00,Hortalizas y Artesanías
GT2204,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,454.00,12.00,Café y Cardamomo Especial
GT2205,GT2201,,Terrestre - Camión de Carga,33.00,3.00,Maíz y Frijol Negro
GT2205,GT0101,,Terrestre - Camión de Carga,149.00,7.00,Hortalizas y Artesanías
GT2205,,Puerto Quetzal,Terrestre - Camión de Carga,348.00,8.00,Café y Cardamomo Especial
GT2206,GT2201,,Terrestre - Camión de Carga,10.00,1.00,Maíz y Frijol Negro
GT2206,GT0101,,Terrestre - Camión de Carga,96.00,5.00,Hortalizas y Artesanías
GT2206,,Frontera Tecún Umán,Terrestre - Camión de Carga,260.00,8.00,Café y Cardamomo Especial
GT2207,GT2201,,Terrestre - Camión de Carga,63.00,2.00,Maíz y Frijol Negro
GT2207,GT0101,,Terrestre - Camión de Carga,101.00,4.00,Hortalizas y Artesanías
GT2207,,Frontera El Florido,Terrestre - Camión de Carga,379.00,8.00,Café y Cardamomo Especial
GT2208,GT2201,,Terrestre - Camión de Carga,11.00,3.00,Maíz y Frijol Negro
GT2208,GT0101,,Terrestre - Camión de Carga,141.00,7.00,Hortalizas y Artesanías
GT2208,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,344.00,9.00,Café y Cardamomo Especial
GT2209,GT2201,,Terrestre - Camión de Carga,18.00,2.00,Maíz y Frijol Negro
GT2209,GT0101,,Terrestre - Camión de Carga,166.00,6.00,Hortalizas y Artesanías
GT2209,,Puerto Quetzal,Terrestre - Camión de Carga,481.00,10.00,Café y Cardamomo Especial
GT2210,GT2201,,Terrestre - Camión de Carga,10.00,1.00,Maíz y Frijol Negro
GT2210,GT0101,,Terrestre - Camión de Carga,265.00,4.00,Hortalizas y Artesanías
GT2210,,Frontera Tecún Umán,Terrestre - Camión de Carga,374.00,11.00,Café y Cardamomo Especial
GT2211,GT2201,,Terrestre - Camión de Carga,13.00,1.00,Maíz y Frijol Negro
GT2211,GT0101,,Terrestre - Camión de Carga,139.00,4.00,Hortalizas y Artesanías
GT2211,,Frontera El Florido,Terrestre - Camión de Carga,373.00,12.00,Café y Cardamomo Especial
GT2212,GT2201,,Terrestre - Camión de Carga,70.00,1.00,Maíz y Frijol Negro
GT2212,GT0101,,Terrestre - Camión de Carga,255.00,3.00,Hortalizas y Artesanías
GT2212,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,446.00,7.00,Café y Cardamomo Especial
GT2213,GT2201,,Terrestre - Camión de Carga,68.00,3.00,Maíz y Frijol Negro
GT2213,GT0101,,Terrestre - Camión de Carga,319.00,4.00,Hortalizas y Artesanías
GT2213,,Puerto Quetzal,Terrestre - Camión de Carga,436.00,11.00,Café y Cardamomo Especial
GT2214,GT2201,,Terrestre - Camión de Carga,17.00,3.00,Maíz y Frijol Negro
GT2214,GT0101,,Terrestre - Camión de Carga,166.00,6.00,Hortalizas y Artesanías
GT2214,,Frontera Tecún Umán,Terrestre - Camión de Carga,361.00,5.00,Café y Cardamomo Especial
GT2215,GT2201,,Terrestre - Camión de Carga,36.00,3.00,Maíz y Frijol Negro
GT2215,GT0101,,Terrestre - Camión de Carga,265.00,4.00,Hortalizas y Artesanías
GT2215,,Frontera El Florido,Terrestre - Camión de Carga,381.00,6.00,Café y Cardamomo Especial
GT2216,GT2201,,Terrestre - Camión de Carga,29.00,2.00,Maíz y Frijol Negro
GT2216,GT0101,,Terrestre - Camión de Carga,305.00,2.00,Hortalizas y Artesanías
GT2216,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,373.00,11.00,Café y Cardamomo Especial
GT2217,GT2201,,Terrestre - Camión de Carga,78.00,1.00,Maíz y Frijol Negro
GT2217,GT0101,,Terrestre - Camión de Carga,236.00,6.00,Hortalizas y Artesanías
GT2217,,Puerto Quetzal,Terrestre - Camión de Carga,399.00,7.00,Café y Cardamomo Especial
