municipio_pcode,actividad_nombre,cooperativa_nombre,es_principal,volumen_estimado,cantidad_productores_est,empleo_generado_est,ciclo_cosecha_meses,destino_principal
GT1417,Cultivo de Maíz en San Bartolomé Jocotenango,Cooperativa Integral de Producción Agrícola de San Bartolomé Jocotenango R.L.,false,Medio,1337,168,Mayo-Noviembre,Autoconsumo
GT1417,Cultivo de Frijol en San Bartolomé Jocotenango,,false,Bajo,500,131,Mayo-Septiembre,Autoconsumo
GT1417,Producción de Tejidos Mayas en San Bartolomé Jocotenango,Asociación de Productores y Comercializadores de San Bartolomé Jocotenango,true,Medio,389,4240,Diario,Mixto
GT1417,Producción de Cestería en San Bartolomé Jocotenango,Asociación de Productores y Comercializadores de San Bartolomé Jocotenango,true,Medio,708,4628,Diario,Mixto
GT1418,Cultivo de Maíz en Canillá,Cooperativa Integral de Producción Agrícola de Canillá R.L.,false,Medio,485,311,Mayo-Noviembre,Autoconsumo
GT1418,Cultivo de Frijol en Canillá,,false,Bajo,517,211,Mayo-Septiembre,Autoconsumo
GT1418,Producción de Tejidos Mayas en Canillá,Asociación de Productores y Comercializadores de Canillá,true,Alto,1115,4339,Diario,Exportación
GT1418,Producción de Cestería en Canillá,Asociación de Productores y Comercializadores de Canillá,true,Alto,1412,2939,Diario,Exportación
GT1419,Cultivo de Maíz en Chicamán,Cooperativa Integral de Producción Agrícola de Chicamán R.L.,false,Medio,918,168,Mayo-Noviembre,Autoconsumo
GT1419,Cultivo de Frijol en Chicamán,,false,Bajo,395,153,Mayo-Septiembre,Autoconsumo
GT1419,Producción de Tejidos Mayas en Chicamán,Asociación de Productores y Comercializadores de Chicamán,true,Medio,1031,4531,Diario,Mercado Nacional
GT1419,Producción de Cestería en Chicamán,Asociación de Productores y Comercializadores de Chicamán,true,Medio,397,4546,Diario,Mercado Nacional
GT1420,Cultivo de Maíz en Ixcán,Cooperativa Integral de Producción Agrícola de Ixcán R.L.,false,Medio,1079,289,Mayo-Noviembre,Autoconsumo
GT1420,Cultivo de Frijol en Ixcán,,false,Bajo,327,284,Mayo-Septiembre,Autoconsumo
GT1420,Producción de Tejidos Mayas en Ixcán,Asociación de Productores y Comercializadores de Ixcán,true,Alto,1053,2789,Diario,Autoconsumo
GT1420,Producción de Cestería en Ixcán,Asociación de Productores y Comercializadores de Ixcán,true,Alto,1119,4044,Diario,Autoconsumo
GT1421,Cultivo de Maíz en Pachalum,Cooperativa Integral de Producción Agrícola de Pachalum R.L.,false,Medio,1300,347,Mayo-Noviembre,Autoconsumo
GT1421,Cultivo de Frijol en Pachalum,,false,Bajo,547,127,Mayo-Septiembre,Autoconsumo
GT1421,Producción de Tejidos Mayas en Pachalum,Asociación de Productores y Comercializadores de Pachalum,true,Medio,1316,3834,Diario,Mixto
GT1421,Producción de Cestería en Pachalum,Asociación de Productores y Comercializadores de Pachalum,true,Medio,1318,2504,Diario,Mixto
GT1501,Cultivo de Maíz en Salamá,Cooperativa Integral de Producción Agrícola de Salamá R.L.,false,Medio,1463,286,Mayo-Noviembre,Autoconsumo
GT1501,Cultivo de Frijol en Salamá,,false,Bajo,284,266,Mayo-Septiembre,Autoconsumo
GT1501,Cultivo de Hortalizas en Salamá,Asociación de Productores y Comercializadores de Salamá,true,Alto,1169,1323,Diario,Exportación
GT1502,Cultivo de Maíz en San Miguel Chicaj,Cooperativa Integral de Producción Agrícola de San Miguel Chicaj R.L.,false,Medio,1281,458,Mayo-Noviembre,Autoconsumo
GT1502,Cultivo de Frijol en San Miguel Chicaj,,false,Bajo,384,219,Mayo-Septiembre,Autoconsumo
GT1502,Cultivo de Hortalizas en San Miguel Chicaj,Asociación de Productores y Comercializadores de San Miguel Chicaj,true,Medio,901,2315,Diario,Mercado Nacional
GT1503,Cultivo de Maíz en Rabinal,Cooperativa Integral de Producción Agrícola de Rabinal R.L.,false,Medio,610,190,Mayo-Noviembre,Autoconsumo
GT1503,Cultivo de Frijol en Rabinal,,false,Bajo,535,249,Mayo-Septiembre,Autoconsumo
GT1503,Cultivo de Hortalizas en Rabinal,Asociación de Productores y Comercializadores de Rabinal,true,Alto,905,2255,Diario,Autoconsumo
GT1503,Producción de Alfarería en Rabinal,Asociación de Productores y Comercializadores de Rabinal,true,Alto,1213,3468,Diario,Autoconsumo
GT1504,Cultivo de Maíz en Cubulco,Cooperativa Integral de Producción Agrícola de Cubulco R.L.,false,Medio,1272,235,Mayo-Noviembre,Autoconsumo
GT1504,Cultivo de Frijol en Cubulco,,false,Bajo,654,169,Mayo-Septiembre,Autoconsumo
GT1504,Cultivo de Hortalizas en Cubulco,Asociación de Productores y Comercializadores de Cubulco,true,Medio,1215,1173,Diario,Mixto
GT1505,Cultivo de Maíz en Granados,Cooperativa Integral de Producción Agrícola de Granados R.L.,false,Medio,1122,464,Mayo-Noviembre,Autoconsumo
GT1505,Cultivo de Frijol en Granados,,false,Bajo,645,150,Mayo-Septiembre,Autoconsumo
GT1505,Cultivo de Hortalizas en Granados,Asociación de Productores y Comercializadores de Granados,true,Alto,417,1307,Diario,Exportación
GT1506,Cultivo de Maíz en El Chol,Cooperativa Integral de Producción Agrícola de El Chol R.L.,false,Medio,1231,336,Mayo-Noviembre,Autoconsumo
GT1506,Cultivo de Frijol en El Chol,,false,Bajo,725,285,Mayo-Septiembre,Autoconsumo
GT1506,Cultivo de Hortalizas en El Chol,Asociación de Productores y Comercializadores de El Chol,true,Medio,627,4902,Diario,Mercado Nacional
GT1507,Cultivo de Maíz en San Jerónimo,Cooperativa Integral de Producción Agrícola de San Jerónimo R.L.,false,Medio,463,223,Mayo-Noviembre,Autoconsumo
GT1507,Cultivo de Frijol en San Jerónimo,,false,Bajo,648,88,Mayo-Septiembre,Autoconsumo
GT1507,Cultivo de Hortalizas en San Jerónimo,Asociación de Productores y Comercializadores de San Jerónimo,true,Alto,558,1275,Diario,Autoconsumo
GT1508,Cultivo de Maíz en Purulhá,Cooperativa Integral de Producción Agrícola de Purulhá R.L.,false,Medio,883,548,Mayo-Noviembre,Autoconsumo
GT1508,Cultivo de Frijol en Purulhá,,false,Bajo,575,172,Mayo-Septiembre,Autoconsumo
GT1508,Cultivo de Hortalizas en Purulhá,Asociación de Productores y Comercializadores de Purulhá,true,Medio,1084,4889,Diario,Mixto
GT1601,Cultivo de Maíz en Cobán,Cooperativa Integral de Producción Agrícola de Cobán R.L.,false,Medio,466,459,Mayo-Noviembre,Autoconsumo
GT1601,Cultivo de Frijol en Cobán,,false,Bajo,357,253,Mayo-Septiembre,Autoconsumo
GT1601,Cultivo de Cardamomo en Cobán,Asociación de Productores y Comercializadores de Cobán,true,Alto,1221,4886,Diario,Exportación
GT1601,Cultivo de Café en Cobán,Cooperativa Integral de Producción Agrícola de Cobán R.L.,true,Alto,1059,2523,Noviembre-Marzo,Exportación
GT1601,Cultivo de Cacao en Cobán,Asociación de Productores y Comercializadores de Cobán,true,Alto,1209,4125,Diario,Exportación
GT1602,Cultivo de Maíz en Santa Cruz Verapaz,Cooperativa Integral de Producción Agrícola de Santa Cruz Verapaz R.L.,false,Medio,557,443,Mayo-Noviembre,Autoconsumo
GT1602,Cultivo de Frijol en Santa Cruz Verapaz,,false,Bajo,340,215,Mayo-Septiembre,Autoconsumo
GT1602,Cultivo de Cardamomo en Santa Cruz Verapaz,Asociación de Productores y Comercializadores de Santa Cruz Verapaz,true,Medio,1051,2630,Diario,Mercado Nacional
GT1602,Cultivo de Café en Santa Cruz Verapaz,Cooperativa Integral de Producción Agrícola de Santa Cruz Verapaz R.L.,true,Medio,943,3660,Noviembre-Marzo,Mercado Nacional
GT1602,Cultivo de Cacao en Santa Cruz Verapaz,Asociación de Productores y Comercializadores de Santa Cruz Verapaz,true,Medio,870,2022,Diario,Mercado Nacional
GT1603,Cultivo de Maíz en San Cristóbal Verapaz,Cooperativa Integral de Producción Agrícola de San Cristóbal Verapaz R.L.,false,Medio,632,163,Mayo-Noviembre,Autoconsumo
GT1603,Cultivo de Frijol en San Cristóbal Verapaz,,false,Bajo,390,207,Mayo-Septiembre,Autoconsumo
GT1603,Cultivo de Cardamomo en San Cristóbal Verapaz,Asociación de Productores y Comercializadores de San Cristóbal Verapaz,true,Alto,1360,2585,Diario,Autoconsumo
GT1603,Cultivo de Café en San Cristóbal Verapaz,Cooperativa Integral de Producción Agrícola de San Cristóbal Verapaz R.L.,true,Alto,1450,1482,Noviembre-Marzo,Autoconsumo
GT1603,Cultivo de Cacao en San Cristóbal Verapaz,Asociación de Productores y Comercializadores de San Cristóbal Verapaz,true,Alto,836,4174,Diario,Autoconsumo
GT1604,Cultivo de Maíz en Tactic,Cooperativa Integral de Producción Agrícola de Tactic R.L.,false,Medio,933,510,Mayo-Noviembre,Autoconsumo
GT1604,Cultivo de Frijol en Tactic,,false,Bajo,656,134,Mayo-Septiembre,Autoconsumo
GT1604,Cultivo de Cardamomo en Tactic,Asociación de Productores y Comercializadores de Tactic,true,Medio,884,3842,Diario,Mixto
GT1604,Cultivo de Café en Tactic,Cooperativa Integral de Producción Agrícola de Tactic R.L.,true,Medio,1305,1819,Noviembre-Marzo,Mixto
GT1604,Cultivo de Cacao en Tactic,Asociación de Productores y Comercializadores de Tactic,true,Medio,551,1555,Diario,Mixto
GT1605,Cultivo de Maíz en Tamahú,Cooperativa Integral de Producción Agrícola de Tamahú R.L.,false,Medio,551,381,Mayo-Noviembre,Autoconsumo
GT1605,Cultivo de Frijol en Tamahú,,false,Bajo,376,262,Mayo-Septiembre,Autoconsumo
GT1605,Cultivo de Cardamomo en Tamahú,Asociación de Productores y Comercializadores de Tamahú,true,Alto,1211,1359,Diario,Exportación
GT1605,Cultivo de Café en Tamahú,Cooperativa Integral de Producción Agrícola de Tamahú R.L.,true,Alto,954,3735,Noviembre-Marzo,Exportación
GT1605,Cultivo de Cacao en Tamahú,Asociación de Productores y Comercializadores de Tamahú,true,Alto,1011,3906,Diario,Exportación
GT1606,Cultivo de Maíz en Tucurú,Cooperativa Integral de Producción Agrícola de Tucurú R.L.,false,Medio,532,431,Mayo-Noviembre,Autoconsumo
GT1606,Cultivo de Frijol en Tucurú,,false,Bajo,755,154,Mayo-Septiembre,Autoconsumo
GT1606,Cultivo de Cardamomo en Tucurú,Asociación de Productores y Comercializadores de Tucurú,true,Medio,914,4487,Diario,Mercado Nacional
GT1606,Cultivo de Café en Tucurú,Cooperativa Integral de Producción Agrícola de Tucurú R.L.,true,Medio,622,3915,Noviembre-Marzo,Mercado Nacional
GT1606,Cultivo de Cacao en Tucurú,Asociación de Productores y Comercializadores de Tucurú,true,Medio,656,4250,Diario,Mercado Nacional
GT1607,Cultivo de Maíz en Panzós,Cooperativa Integral de Producción Agrícola de Panzós R.L.,false,Medio,1140,410,Mayo-Noviembre,Autoconsumo
GT1607,Cultivo de Frijol en Panzós,,false,Bajo,429,111,Mayo-Septiembre,Autoconsumo
GT1607,Cultivo de Cardamomo en Panzós,Asociación de Productores y Comercializadores de Panzós,true,Alto,711,4244,Diario,Autoconsumo
GT1607,Cultivo de Café en Panzós,Cooperativa Integral de Producción Agrícola de Panzós R.L.,true,Alto,584,1969,Noviembre-Marzo,Autoconsumo
GT1607,Cultivo de Cacao en Panzós,Asociación de Productores y Comercializadores de Panzós,true,Alto,1311,1107,Diario,Autoconsumo
GT1607,Cultivo de Palma de Aceite en Panzós,Asociación de Productores y Comercializadores de Panzós,true,Alto,1039,3269,Diario,Autoconsumo
GT1608,Cultivo de Maíz en Senahú,Cooperativa Integral de Producción Agrícola de Senahú R.L.,false,Medio,1155,389,Mayo-Noviembre,Autoconsumo
GT1608,Cultivo de Frijol en Senahú,,false,Bajo,764,113,Mayo-Septiembre,Autoconsumo
GT1608,Cultivo de Cardamomo en Senahú,Asociación de Productores y Comercializadores de Senahú,true,Medio,476,1269,Diario,Mixto
GT1608,Cultivo de Café en Senahú,Cooperativa Integral de Producción Agrícola de Senahú R.L.,true,Medio,933,2630,Noviembre-Marzo,Mixto
GT1608,Cultivo de Cacao en Senahú,Asociación de Productores y Comercializadores de Senahú,true,Medio,1280,3153,Diario,Mixto
GT1608,Cultivo de Palma de Aceite en Senahú,Asociación de Productores y Comercializadores de Senahú,true,Medio,1141,4150,Diario,Mixto
GT1609,Cultivo de Maíz en San Pedro Carchá,Cooperativa Integral de Producción Agrícola de San Pedro Carchá R.L.,false,Medio,1238,571,Mayo-Noviembre,Autoconsumo
GT1609,Cultivo de Frijol en San Pedro Carchá,,false,Bajo,788,98,Mayo-Septiembre,Autoconsumo
GT1609,Cultivo de Cardamomo en San Pedro Carchá,Asociación de Productores y Comercializadores de San Pedro Carchá,true,Alto,556,4982,Diario,Exportación
GT1609,Cultivo de Café en San Pedro Carchá,Cooperativa Integral de Producción Agrícola de San Pedro Carchá R.L.,true,Alto,949,3631,Noviembre-Marzo,Exportación
GT1609,Cultivo de Cacao en San Pedro Carchá,Asociación de Productores y Comercializadores de San Pedro Carchá,true,Alto,451,2843,Diario,Exportación
GT1609,Cultivo de Palma de Aceite en San Pedro Carchá,Asociación de Productores y Comercializadores de San Pedro Carchá,true,Alto,1254,3785,Diario,Exportación
GT1610,Cultivo de Maíz en San Juan Chamelco,Cooperativa Integral de Producción Agrícola de San Juan Chamelco R.L.,false,Medio,1459,326,Mayo-Noviembre,Autoconsumo
GT1610,Cultivo de Frijol en San Juan Chamelco,,false,Bajo,331,292,Mayo-Septiembre,Autoconsumo
GT1610,Cultivo de Cardamomo en San Juan Chamelco,Asociación de Productores y Comercializadores de San Juan Chamelco,true,Medio,1429,3620,Diario,Mercado Nacional
GT1610,Cultivo de Café en San Juan Chamelco,Cooperativa Integral de Producción Agrícola de San Juan Chamelco R.L.,true,Medio,672,4144,Noviembre-Marzo,Mercado Nacional
GT1610,Cultivo de Cacao en San Juan Chamelco,Asociación de Productores y Comercializadores de San Juan Chamelco,true,Medio,564,2772,Diario,Mercado Nacional
GT1611,Cultivo de Maíz en Lanquín,Cooperativa Integral de Producción Agrícola de Lanquín R.L.,false,Medio,1429,594,Mayo-Noviembre,Autoconsumo
GT1611,Cultivo de Frijol en Lanquín,,false,Bajo,256,292,Mayo-Septiembre,Autoconsumo
GT1611,Cultivo de Cardamomo en Lanquín,Asociación de Productores y Comercializadores de Lanquín,true,Alto,554,3122,Diario,Autoconsumo
GT1611,Cultivo de Café en Lanquín,Cooperativa Integral de Producción Agrícola de Lanquín R.L.,true,Alto,613,2245,Noviembre-Marzo,Autoconsumo
GT1611,Cultivo de Cacao en Lanquín,Asociación de Productores y Comercializadores de Lanquín,true,Alto,637,1663,Diario,Autoconsumo
GT1612,Cultivo de Maíz en Cahabón,Cooperativa Integral de Producción Agrícola de Cahabón R.L.,false,Medio,1060,513,Mayo-Noviembre,Autoconsumo
GT1612,Cultivo de Frijol en Cahabón,,false,Bajo,430,168,Mayo-Septiembre,Autoconsumo
GT1612,Cultivo de Cardamomo en Cahabón,Asociación de Productores y Comercializadores de Cahabón,true,Medio,1362,4665,Diario,Mixto
GT1612,Cultivo de Café en Cahabón,Cooperativa Integral de Producción Agrícola de Cahabón R.L.,true,Medio,881,4464,Noviembre-Marzo,Mixto
GT1612,Cultivo de Cacao en Cahabón,Asociación de Productores y Comercializadores de Cahabón,true,Medio,461,2026,Diario,Mixto
GT1613,Cultivo de Maíz en Chisec,Cooperativa Integral de Producción Agrícola de Chisec R.L.,false,Medio,802,475,Mayo-Noviembre,Autoconsumo
GT1613,Cultivo de Frijol en Chisec,,false,Bajo,764,150,Mayo-Septiembre,Autoconsumo
GT1613,Cultivo de Cardamomo en Chisec,Asociación de Productores y Comercializadores de Chisec,true,Alto,556,3560,Diario,Exportación
GT1613,Cultivo de Café en Chisec,Cooperativa Integral de Producción Agrícola de Chisec R.L.,true,Alto,920,3516,Noviembre-Marzo,Exportación
GT1613,Cultivo de Cacao en Chisec,Asociación de Productores y Comercializadores de Chisec,true,Alto,1392,1382,Diario,Exportación
GT1614,Cultivo de Maíz en Chahal,Cooperativa Integral de Producción Agrícola de Chahal R.L.,false,Medio,1429,478,Mayo-Noviembre,Autoconsumo
GT1614,Cultivo de Frijol en Chahal,,false,Bajo,372,231,Mayo-Septiembre,Autoconsumo
GT1614,Cultivo de Cardamomo en Chahal,Asociación de Productores y Comercializadores de Chahal,true,Medio,1489,1631,Diario,Mercado Nacional
GT1614,Cultivo de Café en Chahal,Cooperativa Integral de Producción Agrícola de Chahal R.L.,true,Medio,650,3698,Noviembre-Marzo,Mercado Nacional
GT1614,Cultivo de Cacao en Chahal,Asociación de Productores y Comercializadores de Chahal,true,Medio,991,4451,Diario,Mercado Nacional
GT1615,Cultivo de Maíz en Fray Bartolomé de Las Casas,Cooperativa Integral de Producción Agrícola de Fray Bartolomé de Las Casas R.L.,false,Medio,484,572,Mayo-Noviembre,Autoconsumo
GT1615,Cultivo de Frijol en Fray Bartolomé de Las Casas,,false,Bajo,229,100,Mayo-Septiembre,Autoconsumo
GT1615,Cultivo de Cardamomo en Fray Bartolomé de Las Casas,Asociación de Productores y Comercializadores de Fray Bartolomé de Las Casas,true,Alto,393,4885,Diario,Autoconsumo
GT1615,Cultivo de Café en Fray Bartolomé de Las Casas,Cooperativa Integral de Producción Agrícola de Fray Bartolomé de Las Casas R.L.,true,Alto,1481,2084,Noviembre-Marzo,Autoconsumo
GT1615,Cultivo de Cacao en Fray Bartolomé de Las Casas,Asociación de Productores y Comercializadores de Fray Bartolomé de Las Casas,true,Alto,731,4141,Diario,Autoconsumo
GT1616,Cultivo de Maíz en Santa Catalina La Tinta,Cooperativa Integral de Producción Agrícola de Santa Catalina La Tinta R.L.,false,Medio,1253,466,Mayo-Noviembre,Autoconsumo
GT1616,Cultivo de Frijol en Santa Catalina La Tinta,,false,Bajo,231,207,Mayo-Septiembre,Autoconsumo
GT1616,Cultivo de Cardamomo en Santa Catalina La Tinta,Asociación de Productores y Comercializadores de Santa Catalina La Tinta,true,Medio,1417,2186,Diario,Mixto
GT1616,Cultivo de Café en Santa Catalina La Tinta,Cooperativa Integral de Producción Agrícola de Santa Catalina La Tinta R.L.,true,Medio,918,2978,Noviembre-Marzo,Mixto
GT1616,Cultivo de Cacao en Santa Catalina La Tinta,Asociación de Productores y Comercializadores de Santa Catalina La Tinta,true,Medio,801,4296,Diario,Mixto
GT1617,Cultivo de Maíz en Raxruhá,Cooperativa Integral de Producción Agrícola de Raxruhá R.L.,false,Medio,1231,302,Mayo-Noviembre,Autoconsumo
GT1617,Cultivo de Frijol en Raxruhá,,false,Bajo,664,98,Mayo-Septiembre,Autoconsumo
GT1617,Cultivo de Cardamomo en Raxruhá,Asociación de Productores y Comercializadores de Raxruhá,true,Alto,422,1647,Diario,Exportación
GT1617,Cultivo de Café en Raxruhá,Cooperativa Integral de Producción Agrícola de Raxruhá R.L.,true,Alto,1200,2702,Noviembre-Marzo,Exportación
GT1617,Cultivo de Cacao en Raxruhá,Asociación de Productores y Comercializadores de Raxruhá,true,Alto,1291,2902,Diario,Exportación
GT1617,Cultivo de Palma de Aceite en Raxruhá,Asociación de Productores y Comercializadores de Raxruhá,true,Alto,717,2393,Diario,Exportación
GT1701,Cultivo de Maíz en Flores,Cooperativa Integral de Producción Agrícola de Flores R.L.,false,Medio,694,310,Mayo-Noviembre,Autoconsumo
GT1701,Cultivo de Frijol en Flores,,false,Bajo,526,267,Mayo-Septiembre,Autoconsumo
GT1701,Producción Ganadera en Flores,Asociación de Productores y Comercializadores de Flores,true,Medio,1007,4995,Diario,Mercado Nacional
GT1701,Pesca y Acuicultura en Flores,Asociación de Productores y Comercializadores de Flores,true,Medio,1116,1535,Diario,Mercado Nacional
GT1702,Cultivo de Maíz en San José,Cooperativa Integral de Producción Agrícola de San José R.L.,false,Medio,1158,413,Mayo-Noviembre,Autoconsumo
GT1702,Cultivo de Frijol en San José,,false,Bajo,775,107,Mayo-Septiembre,Autoconsumo
GT1702,Producción Ganadera en San José,Asociación de Productores y Comercializadores de San José,true,Alto,953,1990,Diario,Autoconsumo
GT1702,Pesca y Acuicultura en San José,Asociación de Productores y Comercializadores de San José,true,Alto,1255,1501,Diario,Autoconsumo
GT1703,Cultivo de Maíz en San Benito,Cooperativa Integral de Producción Agrícola de San Benito R.L.,false,Medio,947,380,Mayo-Noviembre,Autoconsumo
GT1703,Cultivo de Frijol en San Benito,,false,Bajo,453,116,Mayo-Septiembre,Autoconsumo
GT1703,Producción Ganadera en San Benito,Asociación de Productores y Comercializadores de San Benito,true,Medio,498,1207,Diario,Mixto
GT1703,Pesca y Acuicultura en San Benito,Asociación de Productores y Comercializadores de San Benito,true,Medio,894,4872,Diario,Mixto
GT1704,Cultivo de Maíz en San Andrés,Cooperativa Integral de Producción Agrícola de San Andrés R.L.,false,Medio,1186,592,Mayo-Noviembre,Autoconsumo
GT1704,Cultivo de Frijol en San Andrés,,false,Bajo,628,143,Mayo-Septiembre,Autoconsumo
GT1704,Producción Ganadera en San Andrés,Asociación de Productores y Comercializadores de San Andrés,true,Alto,627,4332,Diario,Exportación
GT1704,Pesca y Acuicultura en San Andrés,Asociación de Productores y Comercializadores de San Andrés,true,Alto,970,4824,Diario,Exportación
GT1705,Cultivo de Maíz en La Libertad,Cooperativa Integral de Producción Agrícola de La Libertad R.L.,false,Medio,1040,247,Mayo-Noviembre,Autoconsumo
GT1705,Cultivo de Frijol en La Libertad,,false,Bajo,363,207,Mayo-Septiembre,Autoconsumo
GT1705,Producción Ganadera en La Libertad,Asociación de Productores y Comercializadores de La Libertad,true,Medio,1354,2912,Diario,Mercado Nacional
GT1705,Pesca y Acuicultura en La Libertad,Asociación de Productores y Comercializadores de La Libertad,true,Medio,1321,4600,Diario,Mercado Nacional
GT1706,Cultivo de Maíz en San Francisco,Cooperativa Integral de Producción Agrícola de San Francisco R.L.,false,Medio,1031,404,Mayo-Noviembre,Autoconsumo
GT1706,Cultivo de Frijol en San Francisco,,false,Bajo,223,103,Mayo-Septiembre,Autoconsumo
GT1706,Producción Ganadera en San Francisco,Asociación de Productores y Comercializadores de San Francisco,true,Alto,1105,3070,Diario,Autoconsumo
GT1706,Pesca y Acuicultura en San Francisco,Asociación de Productores y Comercializadores de San Francisco,true,Alto,1236,4959,Diario,Autoconsumo
GT1707,Cultivo de Maíz en Santa Ana,Cooperativa Integral de Producción Agrícola de Santa Ana R.L.,false,Medio,893,260,Mayo-Noviembre,Autoconsumo
GT1707,Cultivo de Frijol en Santa Ana,,false,Bajo,797,170,Mayo-Septiembre,Autoconsumo
GT1707,Producción Ganadera en Santa Ana,Asociación de Productores y Comercializadores de Santa Ana,true,Medio,399,1207,Diario,Mixto
GT1707,Pesca y Acuicultura en Santa Ana,Asociación de Productores y Comercializadores de Santa Ana,true,Medio,876,3027,Diario,Mixto
GT1708,Cultivo de Maíz en Dolores,Cooperativa Integral de Producción Agrícola de Dolores R.L.,false,Medio,1363,296,Mayo-Noviembre,Autoconsumo
GT1708,Cultivo de Frijol en Dolores,,false,Bajo,749,82,Mayo-Septiembre,Autoconsumo
GT1708,Producción Ganadera en Dolores,Asociación de Productores y Comercializadores de Dolores,true,Alto,520,2765,Diario,Exportación
GT1708,Pesca y Acuicultura en Dolores,Asociación de Productores y Comercializadores de Dolores,true,Alto,574,4614,Diario,Exportación
GT1709,Cultivo de Maíz en San Luis,Cooperativa Integral de Producción Agrícola de San Luis R.L.,false,Medio,941,522,Mayo-Noviembre,Autoconsumo
GT1709,Cultivo de Frijol en San Luis,,false,Bajo,574,275,Mayo-Septiembre,Autoconsumo
GT1709,Producción Ganadera en San Luis,Asociación de Productores y Comercializadores de San Luis,true,Medio,1125,2498,Diario,Mercado Nacional
GT1709,Pesca y Acuicultura en San Luis,Asociación de Productores y Comercializadores de San Luis,true,Medio,392,2640,Diario,Mercado Nacional
GT1710,Cultivo de Maíz en Sayaxché,Cooperativa Integral de Producción Agrícola de Sayaxché R.L.,false,Medio,504,441,Mayo-Noviembre,Autoconsumo
GT1710,Cultivo de Frijol en Sayaxché,,false,Bajo,775,129,Mayo-Septiembre,Autoconsumo
GT1710,Producción Ganadera en Sayaxché,Asociación de Productores y Comercializadores de Sayaxché,true,Alto,1042,3266,Diario,Autoconsumo
GT1710,Pesca y Acuicultura en Sayaxché,Asociación de Productores y Comercializadores de Sayaxché,true,Alto,891,1301,Diario,Autoconsumo
GT1711,Cultivo de Maíz en Melchor de Mencos,Cooperativa Integral de Producción Agrícola de Melchor de Mencos R.L.,false,Medio,1191,408,Mayo-Noviembre,Autoconsumo
GT1711,Cultivo de Frijol en Melchor de Mencos,,false,Bajo,661,275,Mayo-Septiembre,Autoconsumo
GT1711,Producción Ganadera en Melchor de Mencos,Asociación de Productores y Comercializadores de Melchor de Mencos,true,Medio,1426,2145,Diario,Mixto
GT1711,Pesca y Acuicultura en Melchor de Mencos,Asociación de Productores y Comercializadores de Melchor de Mencos,true,Medio,543,1527,Diario,Mixto
GT1712,Cultivo de Maíz en Poptún,Cooperativa Integral de Producción Agrícola de Poptún R.L.,false,Medio,598,351,Mayo-Noviembre,Autoconsumo
GT1712,Cultivo de Frijol en Poptún,,false,Bajo,582,283,Mayo-Septiembre,Autoconsumo
GT1712,Producción Ganadera en Poptún,Asociación de Productores y Comercializadores de Poptún,true,Alto,994,3284,Diario,Exportación
GT1712,Pesca y Acuicultura en Poptún,Asociación de Productores y Comercializadores de Poptún,true,Alto,1048,4092,Diario,Exportación
GT1713,Cultivo de Maíz en Las Cruces,Cooperativa Integral de Producción Agrícola de Las Cruces R.L.,false,Medio,695,251,Mayo-Noviembre,Autoconsumo
GT1713,Cultivo de Frijol en Las Cruces,,false,Bajo,721,182,Mayo-Septiembre,Autoconsumo
GT1713,Producción Ganadera en Las Cruces,Asociación de Productores y Comercializadores de Las Cruces,true,Medio,1324,1164,Diario,Mercado Nacional
GT1713,Pesca y Acuicultura en Las Cruces,Asociación de Productores y Comercializadores de Las Cruces,true,Medio,392,1159,Diario,Mercado Nacional
GT1714,Cultivo de Maíz en El Chal,Cooperativa Integral de Producción Agrícola de El Chal R.L.,false,Medio,680,515,Mayo-Noviembre,Autoconsumo
GT1714,Cultivo de Frijol en El Chal,,false,Bajo,541,285,Mayo-Septiembre,Autoconsumo
GT1714,Producción Ganadera en El Chal,Asociación de Productores y Comercializadores de El Chal,true,Alto,1270,3127,Diario,Autoconsumo
GT1714,Pesca y Acuicultura en El Chal,Asociación de Productores y Comercializadores de El Chal,true,Alto,1235,1610,Diario,Autoconsumo
GT1801,Cultivo de Maíz en Puerto Barrios,Cooperativa Integral de Producción Agrícola de Puerto Barrios R.L.,false,Medio,1455,221,Mayo-Noviembre,Autoconsumo
GT1801,Cultivo de Frijol en Puerto Barrios,,false,Bajo,535,236,Mayo-Septiembre,Autoconsumo
GT1801,Cultivo de Cardamomo en Puerto Barrios,Asociación de Productores y Comercializadores de Puerto Barrios,true,Medio,952,1665,Diario,Mixto
GT1801,Cultivo de Café en Puerto Barrios,Cooperativa Integral de Producción Agrícola de Puerto Barrios R.L.,true,Medio,1104,3525,Noviembre-Marzo,Mixto
GT1801,Cultivo de Cacao en Puerto Barrios,Asociación de Productores y Comercializadores de Puerto Barrios,true,Medio,912,3431,Diario,Mixto
GT1802,Cultivo de Maíz en Lívingston,Cooperativa Integral de Producción Agrícola de Lívingston R.L.,false,Medio,1088,409,Mayo-Noviembre,Autoconsumo
GT1802,Cultivo de Frijol en Lívingston,,false,Bajo,721,216,Mayo-Septiembre,Autoconsumo
GT1802,Cultivo de Cardamomo en Lívingston,Asociación de Productores y Comercializadores de Lívingston,true,Alto,1303,3902,Diario,Exportación
GT1802,Cultivo de Café en Lívingston,Cooperativa Integral de Producción Agrícola de Lívingston R.L.,true,Alto,1452,2227,Noviembre-Marzo,Exportación
