nombre,categoria,descripcion
Cultivo de Frijol en Ixcán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Ixcán, departamento de Quiché."
Producción de Tejidos Mayas en Ixcán,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Ixcán, Quiché."
Producción de Cestería en Ixcán,Artesanía/Textil,Tejido de canastas y sopladores con mimbre y fibras en Ixcán.
Cultivo de Maíz en Pachalum,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Pachalum, departamento de Quiché."
Cultivo de Frijol en Pachalum,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Pachalum, departamento de Quiché."
Producción de Tejidos Mayas en Pachalum,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Pachalum, Quiché."
Producción de Cestería en Pachalum,Artesanía/Textil,Tejido de canastas y sopladores con mimbre y fibras en Pachalum.
Cultivo de Maíz en Salamá,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Salamá, departamento de Baja Verapaz."
Cultivo de Frijol en Salamá,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Salamá, departamento de Baja Verapaz."
Cultivo de Hortalizas en Salamá,Agrícola,"Producción de hortalizas y granos básicos en Salamá, Baja Verapaz."
Cultivo de Maíz en San Miguel Chicaj,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Miguel Chicaj, departamento de Baja Verapaz."
Cultivo de Frijol en San Miguel Chicaj,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Miguel Chicaj, departamento de Baja Verapaz."
Cultivo de Hortalizas en San Miguel Chicaj,Agrícola,"Producción de hortalizas y granos básicos en San Miguel Chicaj, Baja Verapaz."
Cultivo de Maíz en Rabinal,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Rabinal, departamento de Baja Verapaz."
Cultivo de Frijol en Rabinal,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Rabinal, departamento de Baja Verapaz."
Cultivo de Hortalizas en Rabinal,Agrícola,"Producción de hortalizas y granos básicos en Rabinal, Baja Verapaz."
Producción de Alfarería en Rabinal,Artesanía/Textil,Alfarería tradicional de barro en Rabinal.
Cultivo de Maíz en Cubulco,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Cubulco, departamento de Baja Verapaz."
Cultivo de Frijol en Cubulco,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Cubulco, departamento de Baja Verapaz."
Cultivo de Hortalizas en Cubulco,Agrícola,"Producción de hortalizas y granos básicos en Cubulco, Baja Verapaz."
Cultivo de Maíz en Granados,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Granados, departamento de Baja Verapaz."
Cultivo de Frijol en Granados,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Granados, departamento de Baja Verapaz."
Cultivo de Hortalizas en Granados,Agrícola,"Producción de hortalizas y granos básicos en Granados, Baja Verapaz."
Cultivo de Maíz en El Chol,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de El Chol, departamento de Baja Verapaz."
Cultivo de Frijol en El Chol,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de El Chol, departamento de Baja Verapaz."
Cultivo de Hortalizas en El Chol,Agrícola,"Producción de hortalizas y granos básicos en El Chol, Baja Verapaz."
Cultivo de Maíz en San Jerónimo,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Jerónimo, departamento de Baja Verapaz."
Cultivo de Frijol en San Jerónimo,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Jerónimo, departamento de Baja Verapaz."
Cultivo de Hortalizas en San Jerónimo,Agrícola,"Producción de hortalizas y granos básicos en San Jerónimo, Baja Verapaz."
Cultivo de Maíz en Purulhá,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Purulhá, departamento de Baja Verapaz."
Cultivo de Frijol en Purulhá,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Purulhá, departamento de Baja Verapaz."
Cultivo de Hortalizas en Purulhá,Agrícola,"Producción de hortalizas y granos básicos en Purulhá, Baja Verapaz."
Cultivo de Maíz en Cobán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Cobán, departamento de Alta Verapaz."
Cultivo de Frijol en Cobán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Cobán, departamento de Alta Verapaz."
Cultivo de Cardamomo en Cobán,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Cobán, Alta Verapaz."
Cultivo de Café en Cobán,Agrícola,"Caficultura de altura bajo sombra en el municipio de Cobán, departamento de Alta Verapaz."
Cultivo de Cacao en Cobán,Agrícola,"Producción tradicional y fermentación de cacao fino en Cobán, Alta Verapaz."
Cultivo de Maíz en Santa Cruz Verapaz,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Cruz Verapaz, departamento de Alta Verapaz."
Cultivo de Frijol en Santa Cruz Verapaz,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Cruz Verapaz, departamento de Alta Verapaz."
Cultivo de Cardamomo en Santa Cruz Verapaz,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Santa Cruz Verapaz, Alta Verapaz."
Cultivo de Café en Santa Cruz Verapaz,Agrícola,"Caficultura de altura bajo sombra en el municipio de Santa Cruz Verapaz, departamento de Alta Verapaz."
Cultivo de Cacao en Santa Cruz Verapaz,Agrícola,"Producción tradicional y fermentación de cacao fino en Santa Cruz Verapaz, Alta Verapaz."
Cultivo de Maíz en San Cristóbal Verapaz,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Cristóbal Verapaz, departamento de Alta Verapaz."
Cultivo de Frijol en San Cristóbal Verapaz,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Cristóbal Verapaz, departamento de Alta Verapaz."
Cultivo de Cardamomo en San Cristóbal Verapaz,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de San Cristóbal Verapaz, Alta Verapaz."
Cultivo de Café en San Cristóbal Verapaz,Agrícola,"Caficultura de altura bajo sombra en el municipio de San Cristóbal Verapaz, departamento de Alta Verapaz."
Cultivo de Cacao en San Cristóbal Verapaz,Agrícola,"Producción tradicional y fermentación de cacao fino en San Cristóbal Verapaz, Alta Verapaz."
Cultivo de Maíz en Tactic,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Tactic, departamento de Alta Verapaz."
Cultivo de Frijol en Tactic,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Tactic, departamento de Alta Verapaz."
Cultivo de Cardamomo en Tactic,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Tactic, Alta Verapaz."
Cultivo de Café en Tactic,Agrícola,"Caficultura de altura bajo sombra en el municipio de Tactic, departamento de Alta Verapaz."
Cultivo de Cacao en Tactic,Agrícola,"Producción tradicional y fermentación de cacao fino en Tactic, Alta Verapaz."
Cultivo de Maíz en Tamahú,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Tamahú, departamento de Alta Verapaz."
Cultivo de Frijol en Tamahú,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Tamahú, departamento de Alta Verapaz."
Cultivo de Cardamomo en Tamahú,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Tamahú, Alta Verapaz."
Cultivo de Café en Tamahú,Agrícola,"Caficultura de altura bajo sombra en el municipio de Tamahú, departamento de Alta Verapaz."
Cultivo de Cacao en Tamahú,Agrícola,"Producción tradicional y fermentación de cacao fino en Tamahú, Alta Verapaz."
Cultivo de Maíz en Tucurú,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Tucurú, departamento de Alta Verapaz."
Cultivo de Frijol en Tucurú,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Tucurú, departamento de Alta Verapaz."
Cultivo de Cardamomo en Tucurú,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Tucurú, Alta Verapaz."
Cultivo de Café en Tucurú,Agrícola,"Caficultura de altura bajo sombra en el municipio de Tucurú, departamento de Alta Verapaz."
Cultivo de Cacao en Tucurú,Agrícola,"Producción tradicional y fermentación de cacao fino en Tucurú, Alta Verapaz."
Cultivo de Maíz en Panzós,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Panzós, departamento de Alta Verapaz."
Cultivo de Frijol en Panzós,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Panzós, departamento de Alta Verapaz."
Cultivo de Cardamomo en Panzós,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Panzós, Alta Verapaz."
Cultivo de Café en Panzós,Agrícola,"Caficultura de altura bajo sombra en el municipio de Panzós, departamento de Alta Verapaz."
Cultivo de Cacao en Panzós,Agrícola,"Producción tradicional y fermentación de cacao fino en Panzós, Alta Verapaz."
Cultivo de Palma de Aceite en Panzós,Agrícola,Cultivo agroindustrial de palma de aceite en las llanuras húmedas de Panzós.
Cultivo de Maíz en Senahú,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Senahú, departamento de Alta Verapaz."
Cultivo de Frijol en Senahú,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Senahú, departamento de Alta Verapaz."
Cultivo de Cardamomo en Senahú,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Senahú, Alta Verapaz."
Cultivo de Café en Senahú,Agrícola,"Caficultura de altura bajo sombra en el municipio de Senahú, departamento de Alta Verapaz."
Cultivo de Cacao en Senahú,Agrícola,"Producción tradicional y fermentación de cacao fino en Senahú, Alta Verapaz."
Cultivo de Palma de Aceite en Senahú,Agrícola,Cultivo agroindustrial de palma de aceite en las llanuras húmedas de Senahú.
Cultivo de Maíz en San Pedro Carchá,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Pedro Carchá, departamento de Alta Verapaz."
Cultivo de Frijol en San Pedro Carchá,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Pedro Carchá, departamento de Alta Verapaz."
Cultivo de Cardamomo en San Pedro Carchá,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de San Pedro Carchá, Alta Verapaz."
Cultivo de Café en San Pedro Carchá,Agrícola,"Caficultura de altura bajo sombra en el municipio de San Pedro Carchá, departamento de Alta Verapaz."
Cultivo de Cacao en San Pedro Carchá,Agrícola,"Producción tradicional y fermentación de cacao fino en San Pedro Carchá, Alta Verapaz."
Cultivo de Palma de Aceite en San Pedro Carchá,Agrícola,Cultivo agroindustrial de palma de aceite en las llanuras húmedas de San Pedro Carchá.
Cultivo de Maíz en San Juan Chamelco,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Juan Chamelco, departamento de Alta Verapaz."
Cultivo de Frijol en San Juan Chamelco,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Juan Chamelco, departamento de Alta Verapaz."
Cultivo de Cardamomo en San Juan Chamelco,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de San Juan Chamelco, Alta Verapaz."
Cultivo de Café en San Juan Chamelco,Agrícola,"Caficultura de altura bajo sombra en el municipio de San Juan Chamelco, departamento de Alta Verapaz."
Cultivo de Cacao en San Juan Chamelco,Agrícola,"Producción tradicional y fermentación de cacao fino en San Juan Chamelco, Alta Verapaz."
Cultivo de Maíz en Lanquín,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Lanquín, departamento de Alta Verapaz."
Cultivo de Frijol en Lanquín,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Lanquín, departamento de Alta Verapaz."
Cultivo de Cardamomo en Lanquín,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Lanquín, Alta Verapaz."
Cultivo de Café en Lanquín,Agrícola,"Caficultura de altura bajo sombra en el municipio de Lanquín, departamento de Alta Verapaz."
Cultivo de Cacao en Lanquín,Agrícola,"Producción tradicional y fermentación de cacao fino en Lanquín, Alta Verapaz."
Cultivo de Maíz en Cahabón,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Cahabón, departamento de Alta Verapaz."
Cultivo de Frijol en Cahabón,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Cahabón, departamento de Alta Verapaz."
Cultivo de Cardamomo en Cahabón,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Cahabón, Alta Verapaz."
Cultivo de Café en Cahabón,Agrícola,"Caficultura de altura bajo sombra en el municipio de Cahabón, departamento de Alta Verapaz."
Cultivo de Cacao en Cahabón,Agrícola,"Producción tradicional y fermentación de cacao fino en Cahabón, Alta Verapaz."
Cultivo de Maíz en Chisec,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Chisec, departamento de Alta Verapaz."
Cultivo de Frijol en Chisec,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Chisec, departamento de Alta Verapaz."
Cultivo de Cardamomo en Chisec,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Chisec, Alta Verapaz."
Cultivo de Café en Chisec,Agrícola,"Caficultura de altura bajo sombra en el municipio de Chisec, departamento de Alta Verapaz."
Cultivo de Cacao en Chisec,Agrícola,"Producción tradicional y fermentación de cacao fino en Chisec, Alta Verapaz."
Cultivo de Maíz en Chahal,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Chahal, departamento de Alta Verapaz."
Cultivo de Frijol en Chahal,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Chahal, departamento de Alta Verapaz."
Cultivo de Cardamomo en Chahal,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Chahal, Alta Verapaz."
Cultivo de Café en Chahal,Agrícola,"Caficultura de altura bajo sombra en el municipio de Chahal, departamento de Alta Verapaz."
Cultivo de Cacao en Chahal,Agrícola,"Producción tradicional y fermentación de cacao fino en Chahal, Alta Verapaz."
Cultivo de Maíz en Fray Bartolomé de Las Casas,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Fray Bartolomé de Las Casas, departamento de Alta Verapaz."
Cultivo de Frijol en Fray Bartolomé de Las Casas,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Fray Bartolomé de Las Casas, departamento de Alta Verapaz."
Cultivo de Cardamomo en Fray Bartolomé de Las Casas,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Fray Bartolomé de Las Casas, Alta Verapaz."
Cultivo de Café en Fray Bartolomé de Las Casas,Agrícola,"Caficultura de altura bajo sombra en el municipio de Fray Bartolomé de Las Casas, departamento de Alta Verapaz."
Cultivo de Cacao en Fray Bartolomé de Las Casas,Agrícola,"Producción tradicional y fermentación de cacao fino en Fray Bartolomé de Las Casas, Alta Verapaz."
Cultivo de Maíz en Santa Catalina La Tinta,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Catalina La Tinta, departamento de Alta Verapaz."
Cultivo de Frijol en Santa Catalina La Tinta,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Catalina La Tinta, departamento de Alta Verapaz."
Cultivo de Cardamomo en Santa Catalina La Tinta,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Santa Catalina La Tinta, Alta Verapaz."
Cultivo de Café en Santa Catalina La Tinta,Agrícola,"Caficultura de altura bajo sombra en el municipio de Santa Catalina La Tinta, departamento de Alta Verapaz."
Cultivo de Cacao en Santa Catalina La Tinta,Agrícola,"Producción tradicional y fermentación de cacao fino en Santa Catalina La Tinta, Alta Verapaz."
Cultivo de Maíz en Raxruhá,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Raxruhá, departamento de Alta Verapaz."
Cultivo de Frijol en Raxruhá,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Raxruhá, departamento de Alta Verapaz."
Cultivo de Cardamomo en Raxruhá,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Raxruhá, Alta Verapaz."
Cultivo de Café en Raxruhá,Agrícola,"Caficultura de altura bajo sombra en el municipio de Raxruhá, departamento de Alta Verapaz."
Cultivo de Cacao en Raxruhá,Agrícola,"Producción tradicional y fermentación de cacao fino en Raxruhá, Alta Verapaz."
Cultivo de Palma de Aceite en Raxruhá,Agrícola,Cultivo agroindustrial de palma de aceite en las llanuras húmedas de Raxruhá.
Cultivo de Maíz en Flores,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Flores, departamento de Petén."
Cultivo de Frijol en Flores,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Flores, departamento de Petén."
Producción Ganadera en Flores,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Flores, Petén."
Pesca y Acuicultura en Flores,Pecuaria,Pesca artesanal lacustre y marina en Flores.
Cultivo de Maíz en San José,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San José, departamento de Petén."
Cultivo de Frijol en San José,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San José, departamento de Petén."
Producción Ganadera en San José,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San José, Petén."
Pesca y Acuicultura en San José,Pecuaria,Pesca artesanal lacustre y marina en San José.
Cultivo de Maíz en San Benito,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Benito, departamento de Petén."
Cultivo de Frijol en San Benito,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Benito, departamento de Petén."
Producción Ganadera en San Benito,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Benito, Petén."
Pesca y Acuicultura en San Benito,Pecuaria,Pesca artesanal lacustre y marina en San Benito.
Cultivo de Maíz en San Andrés,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Andrés, departamento de Petén."
Cultivo de Frijol en San Andrés,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Andrés, departamento de Petén."
Producción Ganadera en San Andrés,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Andrés, Petén."
Pesca y Acuicultura en San Andrés,Pecuaria,Pesca artesanal lacustre y marina en San Andrés.
Cultivo de Maíz en La Libertad,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de La Libertad, departamento de Petén."
Cultivo de Frijol en La Libertad,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de La Libertad, departamento de Petén."
Producción Ganadera en La Libertad,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de La Libertad, Petén."
Pesca y Acuicultura en La Libertad,Pecuaria,Pesca artesanal lacustre y marina en La Libertad.
Cultivo de Maíz en San Francisco,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Francisco, departamento de Petén."
Cultivo de Frijol en San Francisco,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Francisco, departamento de Petén."
Producción Ganadera en San Francisco,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Francisco, Petén."
Pesca y Acuicultura en San Francisco,Pecuaria,Pesca artesanal lacustre y marina en San Francisco.
Cultivo de Maíz en Santa Ana,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Ana, departamento de Petén."
Cultivo de Frijol en Santa Ana,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Ana, departamento de Petén."
Producción Ganadera en Santa Ana,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Santa Ana, Petén."
Pesca y Acuicultura en Santa Ana,Pecuaria,Pesca artesanal lacustre y marina en Santa Ana.
Cultivo de Maíz en Dolores,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Dolores, departamento de Petén."
Cultivo de Frijol en Dolores,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Dolores, departamento de Petén."
Producción Ganadera en Dolores,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Dolores, Petén."
Pesca y Acuicultura en Dolores,Pecuaria,Pesca artesanal lacustre y marina en Dolores.
Cultivo de Maíz en San Luis,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Luis, departamento de Petén."
Cultivo de Frijol en San Luis,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Luis, departamento de Petén."
Producción Ganadera en San Luis,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Luis, Petén."
Pesca y Acuicultura en San Luis,Pecuaria,Pesca artesanal lacustre y marina en San Luis.
Cultivo de Maíz en Sayaxché,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Sayaxché, departamento de Petén."
Cultivo de Frijol en Sayaxché,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Sayaxché, departamento de Petén."
Producción Ganadera en Sayaxché,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Sayaxché, Petén."
Pesca y Acuicultura en Sayaxché,Pecuaria,Pesca artesanal lacustre y marina en Sayaxché.
Cultivo de Maíz en Melchor de Mencos,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Melchor de Mencos, departamento de Petén."
Cultivo de Frijol en Melchor de Mencos,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Melchor de Mencos, departamento de Petén."
Producción Ganadera en Melchor de Mencos,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Melchor de Mencos, Petén."
Pesca y Acuicultura en Melchor de Mencos,Pecuaria,Pesca artesanal lacustre y marina en Melchor de Mencos.
Cultivo de Maíz en Poptún,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Poptún, departamento de Petén."
Cultivo de Frijol en Poptún,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Poptún, departamento de Petén."
Producción Ganadera en Poptún,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Poptún, Petén."
Pesca y Acuicultura en Poptún,Pecuaria,Pesca artesanal lacustre y marina en Poptún.
Cultivo de Maíz en Las Cruces,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Las Cruces, departamento de Petén."
Cultivo de Frijol en Las Cruces,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Las Cruces, departamento de Petén."
Producción Ganadera en Las Cruces,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Las Cruces, Petén."
Pesca y Acuicultura en Las Cruces,Pecuaria,Pesca artesanal lacustre y marina en Las Cruces.
Cultivo de Maíz en El Chal,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de El Chal, departamento de Petén."
Cultivo de Frijol en El Chal,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de El Chal, departamento de Petén."
Producción Ganadera en El Chal,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de El Chal, Petén."
Pesca y Acuicultura en El Chal,Pecuaria,Pesca artesanal lacustre y marina en El Chal.
Cultivo de Maíz en Puerto Barrios,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Puerto Barrios, departamento de Izabal."
Cultivo de Frijol en Puerto Barrios,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Puerto Barrios, departamento de Izabal."
Cultivo de Cardamomo en Puerto Barrios,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Puerto Barrios, Izabal."
Cultivo de Café en Puerto Barrios,Agrícola,"Caficultura de altura bajo sombra en el municipio de Puerto Barrios, departamento de Izabal."
Cultivo de Cacao en Puerto Barrios,Agrícola,"Producción tradicional y fermentación de cacao fino en Puerto Barrios, Izabal."
Cultivo de Maíz en Lívingston,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Lívingston, departamento de Izabal."
Cultivo de Frijol en Lívingston,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Lívingston, departamento de Izabal."
Cultivo de Cardamomo en Lívingston,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Lívingston, Izabal."
Cultivo de Café en Lívingston,Agrícola,"Caficultura de altura bajo sombra en el municipio de Lívingston, departamento de Izabal."
Cultivo de Cacao en Lívingston,Agrícola,"Producción tradicional y fermentación de cacao fino en Lívingston, Izabal."
Cultivo de Maíz en El Estor,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de El Estor, departamento de Izabal."
Cultivo de Frijol en El Estor,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de El Estor, departamento de Izabal."
Cultivo de Cardamomo en El Estor,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de El Estor, Izabal."
Cultivo de Café en El Estor,Agrícola,"Caficultura de altura bajo sombra en el municipio de El Estor, departamento de Izabal."
Cultivo de Cacao en El Estor,Agrícola,"Producción tradicional y fermentación de cacao fino en El Estor, Izabal."
Cultivo de Maíz en Morales,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Morales, departamento de Izabal."
Cultivo de Frijol en Morales,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Morales, departamento de Izabal."
Cultivo de Cardamomo en Morales,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Morales, Izabal."
Cultivo de Café en Morales,Agrícola,"Caficultura de altura bajo sombra en el municipio de Morales, departamento de Izabal."
Cultivo de Cacao en Morales,Agrícola,"Producción tradicional y fermentación de cacao fino en Morales, Izabal."
Cultivo de Maíz en Los Amates,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Los Amates, departamento de Izabal."
Cultivo de Frijol en Los Amates,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Los Amates, departamento de Izabal."
Cultivo de Cardamomo en Los Amates,Agrícola,"Cosecha y secado de cardamomo para exportación en el clima húmedo de Los Amates, Izabal."
Cultivo de Café en Los Amates,Agrícola,"Caficultura de altura bajo sombra en el municipio de Los Amates, departamento de Izabal."
Cultivo de Cacao en Los Amates,Agrícola,"Producción tradicional y fermentación de cacao fino en Los Amates, Izabal."
Cultivo de Maíz en Zacapa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Zacapa, departamento de Zacapa."
Cultivo de Frijol en Zacapa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Zacapa, departamento de Zacapa."
Producción Ganadera en Zacapa,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Zacapa, Zacapa."
Cultivo de Maíz en Estanzuela,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Estanzuela, departamento de Zacapa."
Cultivo de Frijol en Estanzuela,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Estanzuela, departamento de Zacapa."
Producción Ganadera en Estanzuela,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Estanzuela, Zacapa."
