nombre,municipio_pcode,dias_plaza,tipo_mercado,cantidad_vendedores_est,latitud,longitud,descripcion
Mercado Cantonal de El Asintal,GT1109,Jueves y Domingos,Mixto,776,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en El Asintal.
Mercado de Productores y Artesanos de El Asintal,GT1109,Sábados,Mayorista,430,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en El Asintal.
Mercado Municipal Central de San Marcos,GT1201,Diario,Cantonal/Municipal,1218,15.002500,-91.837200,Mercado municipal de abastos y comercio cotidiano de San Marcos.
Mercado Cantonal de San Marcos,GT1201,Jueves y Domingos,Artesanal,539,15.005500,-91.840200,Plaza y mercado cantonal de comercio vecinal en San Marcos.
Mercado de Productores y Artesanos de San Marcos,GT1201,Sábados,Artesanal,594,14.999500,-91.834200,Mercado de productores locales para venta al por mayor en San Marcos.
Mercado Municipal Central de San Pedro Sacatepéquez,GT1202,Diario,Cantonal/Municipal,1281,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de San Pedro Sacatepéquez.
Mercado Cantonal de San Pedro Sacatepéquez,GT1202,Jueves y Domingos,Mayorista,308,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en San Pedro Sacatepéquez.
Mercado de Productores y Artesanos de San Pedro Sacatepéquez,GT1202,Sábados,Mayorista,105,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en San Pedro Sacatepéquez.
Mercado Municipal Central de San Antonio Sacatepéquez,GT1203,Diario,Cantonal/Municipal,601,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de San Antonio Sacatepéquez.
Mercado Cantonal de San Antonio Sacatepéquez,GT1203,Jueves y Domingos,Cantonal/Municipal,464,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en San Antonio Sacatepéquez.
Mercado de Productores y Artesanos de San Antonio Sacatepéquez,GT1203,Sábados,Artesanal,213,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en San Antonio Sacatepéquez.
Mercado Municipal Central de Comitancillo,GT1204,Diario,Cantonal/Municipal,1445,14.683400,-90.568300,Mercado municipal de abastos y comercio cotidiano de Comitancillo.
Mercado Cantonal de Comitancillo,GT1204,Jueves y Domingos,Mixto,731,14.686400,-90.571300,Plaza y mercado cantonal de comercio vecinal en Comitancillo.
Mercado de Productores y Artesanos de Comitancillo,GT1204,Sábados,Mayorista,385,14.680400,-90.565300,Mercado de productores locales para venta al por mayor en Comitancillo.
Mercado Municipal Central de San Miguel Ixtahuacán,GT1205,Diario,Cantonal/Municipal,852,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de San Miguel Ixtahuacán.
Mercado Cantonal de San Miguel Ixtahuacán,GT1205,Jueves y Domingos,Artesanal,656,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en San Miguel Ixtahuacán.
Mercado de Productores y Artesanos de San Miguel Ixtahuacán,GT1205,Sábados,Artesanal,291,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en San Miguel Ixtahuacán.
Mercado Municipal Central de Concepción Tutuapa,GT1206,Diario,Cantonal/Municipal,1201,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de Concepción Tutuapa.
Mercado Cantonal de Concepción Tutuapa,GT1206,Jueves y Domingos,Mayorista,674,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en Concepción Tutuapa.
Mercado de Productores y Artesanos de Concepción Tutuapa,GT1206,Sábados,Mayorista,495,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en Concepción Tutuapa.
Mercado Municipal Central de Tacaná,GT1207,Diario,Cantonal/Municipal,1424,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Tacaná.
Mercado Cantonal de Tacaná,GT1207,Jueves y Domingos,Cantonal/Municipal,354,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Tacaná.
Mercado de Productores y Artesanos de Tacaná,GT1207,Sábados,Artesanal,276,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Tacaná.
Mercado Municipal Central de Sibinal,GT1208,Diario,Cantonal/Municipal,450,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Sibinal.
Mercado Cantonal de Sibinal,GT1208,Jueves y Domingos,Mixto,694,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Sibinal.
Mercado de Productores y Artesanos de Sibinal,GT1208,Sábados,Mayorista,153,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Sibinal.
Mercado Municipal Central de Tajumulco,GT1209,Diario,Cantonal/Municipal,1005,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de Tajumulco.
Mercado Cantonal de Tajumulco,GT1209,Jueves y Domingos,Artesanal,625,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en Tajumulco.
Mercado de Productores y Artesanos de Tajumulco,GT1209,Sábados,Artesanal,571,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en Tajumulco.
Mercado Municipal Central de Tejutla,GT1210,Diario,Cantonal/Municipal,575,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de Tejutla.
Mercado Cantonal de Tejutla,GT1210,Jueves y Domingos,Mayorista,318,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en Tejutla.
Mercado de Productores y Artesanos de Tejutla,GT1210,Sábados,Mayorista,525,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en Tejutla.
Mercado Municipal Central de San Rafael Pie de la Cuesta,GT1211,Diario,Cantonal/Municipal,690,14.718400,-90.603300,Mercado municipal de abastos y comercio cotidiano de San Rafael Pie de la Cuesta.
Mercado Cantonal de San Rafael Pie de la Cuesta,GT1211,Jueves y Domingos,Cantonal/Municipal,556,14.721400,-90.606300,Plaza y mercado cantonal de comercio vecinal en San Rafael Pie de la Cuesta.
Mercado de Productores y Artesanos de San Rafael Pie de la Cuesta,GT1211,Sábados,Artesanal,259,14.715400,-90.600300,Mercado de productores locales para venta al por mayor en San Rafael Pie de la Cuesta.
Mercado Municipal Central de Nuevo Progreso,GT1212,Diario,Cantonal/Municipal,1102,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de Nuevo Progreso.
Mercado Cantonal de Nuevo Progreso,GT1212,Jueves y Domingos,Mixto,666,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en Nuevo Progreso.
Mercado de Productores y Artesanos de Nuevo Progreso,GT1212,Sábados,Mayorista,501,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en Nuevo Progreso.
Mercado Municipal Central de El Tumbador,GT1213,Diario,Cantonal/Municipal,823,14.628400,-90.513300,Mercado municipal de abastos y comercio cotidiano de El Tumbador.
Mercado Cantonal de El Tumbador,GT1213,Jueves y Domingos,Artesanal,733,14.631400,-90.516300,Plaza y mercado cantonal de comercio vecinal en El Tumbador.
Mercado de Productores y Artesanos de El Tumbador,GT1213,Sábados,Artesanal,347,14.625400,-90.510300,Mercado de productores locales para venta al por mayor en El Tumbador.
Mercado Municipal Central de El Rodeo,GT1214,Diario,Cantonal/Municipal,1113,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de El Rodeo.
Mercado Cantonal de El Rodeo,GT1214,Jueves y Domingos,Mayorista,687,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en El Rodeo.
Mercado de Productores y Artesanos de El Rodeo,GT1214,Sábados,Mayorista,149,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en El Rodeo.
Mercado Municipal Central de Malacatán,GT1215,Diario,Cantonal/Municipal,1297,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de Malacatán.
Mercado Cantonal de Malacatán,GT1215,Jueves y Domingos,Cantonal/Municipal,663,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en Malacatán.
Mercado de Productores y Artesanos de Malacatán,GT1215,Sábados,Artesanal,263,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en Malacatán.
Mercado Municipal Central de Catarina,GT1216,Diario,Cantonal/Municipal,537,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de Catarina.
Mercado Cantonal de Catarina,GT1216,Jueves y Domingos,Mixto,507,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en Catarina.
Mercado de Productores y Artesanos de Catarina,GT1216,Sábados,Mayorista,122,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en Catarina.
Mercado Municipal Central de Ayutla,GT1217,Diario,Cantonal/Municipal,635,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de Ayutla.
Mercado Cantonal de Ayutla,GT1217,Jueves y Domingos,Artesanal,223,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en Ayutla.
Mercado de Productores y Artesanos de Ayutla,GT1217,Sábados,Artesanal,534,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en Ayutla.
Mercado Municipal Central de Ocós,GT1218,Diario,Cantonal/Municipal,1102,14.653400,-90.538300,Mercado municipal de abastos y comercio cotidiano de Ocós.
Mercado Cantonal de Ocós,GT1218,Jueves y Domingos,Mayorista,311,14.656400,-90.541300,Plaza y mercado cantonal de comercio vecinal en Ocós.
Mercado de Productores y Artesanos de Ocós,GT1218,Sábados,Mayorista,446,14.650400,-90.535300,Mercado de productores locales para venta al por mayor en Ocós.
Mercado Municipal Central de San Pablo,GT1219,Diario,Cantonal/Municipal,736,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de San Pablo.
Mercado Cantonal de San Pablo,GT1219,Jueves y Domingos,Cantonal/Municipal,449,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en San Pablo.
Mercado de Productores y Artesanos de San Pablo,GT1219,Sábados,Artesanal,364,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en San Pablo.
Mercado Municipal Central de El Quetzal,GT1220,Diario,Cantonal/Municipal,757,14.663400,-90.548300,Mercado municipal de abastos y comercio cotidiano de El Quetzal.
Mercado Cantonal de El Quetzal,GT1220,Jueves y Domingos,Mixto,765,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en El Quetzal.
Mercado de Productores y Artesanos de El Quetzal,GT1220,Sábados,Mayorista,181,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en El Quetzal.
Mercado Municipal Central de La Reforma,GT1221,Diario,Cantonal/Municipal,1077,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de La Reforma.
Mercado Cantonal de La Reforma,GT1221,Jueves y Domingos,Artesanal,773,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en La Reforma.
Mercado de Productores y Artesanos de La Reforma,GT1221,Sábados,Artesanal,318,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en La Reforma.
Mercado Municipal Central de Pajapita,GT1222,Diario,Cantonal/Municipal,1346,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de Pajapita.
Mercado Cantonal de Pajapita,GT1222,Jueves y Domingos,Mayorista,437,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en Pajapita.
Mercado de Productores y Artesanos de Pajapita,GT1222,Sábados,Mayorista,508,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en Pajapita.
Mercado Municipal Central de Ixchiguán,GT1223,Diario,Cantonal/Municipal,1229,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de Ixchiguán.
Mercado Cantonal de Ixchiguán,GT1223,Jueves y Domingos,Cantonal/Municipal,388,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en Ixchiguán.
Mercado de Productores y Artesanos de Ixchiguán,GT1223,Sábados,Artesanal,195,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en Ixchiguán.
Mercado Municipal Central de San José Ojetenam,GT1224,Diario,Cantonal/Municipal,1285,14.683400,-90.568300,Mercado municipal de abastos y comercio cotidiano de San José Ojetenam.
Mercado Cantonal de San José Ojetenam,GT1224,Jueves y Domingos,Mixto,605,14.686400,-90.571300,Plaza y mercado cantonal de comercio vecinal en San José Ojetenam.
Mercado de Productores y Artesanos de San José Ojetenam,GT1224,Sábados,Mayorista,114,14.680400,-90.565300,Mercado de productores locales para venta al por mayor en San José Ojetenam.
Mercado Municipal Central de San Cristóbal Cucho,GT1225,Diario,Cantonal/Municipal,804,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de San Cristóbal Cucho.
Mercado Cantonal de San Cristóbal Cucho,GT1225,Jueves y Domingos,Artesanal,660,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en San Cristóbal Cucho.
Mercado de Productores y Artesanos de San Cristóbal Cucho,GT1225,Sábados,Artesanal,403,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en San Cristóbal Cucho.
Mercado Municipal Central de Sipacapa,GT1226,Diario,Cantonal/Municipal,1279,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de Sipacapa.
Mercado Cantonal de Sipacapa,GT1226,Jueves y Domingos,Mayorista,598,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en Sipacapa.
Mercado de Productores y Artesanos de Sipacapa,GT1226,Sábados,Mayorista,102,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en Sipacapa.
Mercado Municipal Central de Esquipulas Palo Gordo,GT1227,Diario,Cantonal/Municipal,839,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Esquipulas Palo Gordo.
Mercado Cantonal de Esquipulas Palo Gordo,GT1227,Jueves y Domingos,Cantonal/Municipal,410,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Esquipulas Palo Gordo.
Mercado de Productores y Artesanos de Esquipulas Palo Gordo,GT1227,Sábados,Artesanal,242,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Esquipulas Palo Gordo.
Mercado Municipal Central de Río Blanco,GT1228,Diario,Cantonal/Municipal,528,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Río Blanco.
Mercado Cantonal de Río Blanco,GT1228,Jueves y Domingos,Mixto,791,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Río Blanco.
Mercado de Productores y Artesanos de Río Blanco,GT1228,Sábados,Mayorista,152,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Río Blanco.
Mercado Municipal Central de San Lorenzo,GT1229,Diario,Cantonal/Municipal,1499,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de San Lorenzo.
Mercado Cantonal de San Lorenzo,GT1229,Jueves y Domingos,Artesanal,391,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en San Lorenzo.
Mercado de Productores y Artesanos de San Lorenzo,GT1229,Sábados,Artesanal,287,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en San Lorenzo.
Mercado Municipal Central de La Blanca,GT1230,Diario,Cantonal/Municipal,1067,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de La Blanca.
Mercado Cantonal de La Blanca,GT1230,Jueves y Domingos,Mayorista,401,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en La Blanca.
Mercado de Productores y Artesanos de La Blanca,GT1230,Sábados,Mayorista,334,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en La Blanca.
Mercado Municipal Central de Huehuetenango,GT1301,Diario,Cantonal/Municipal,633,15.409700,-91.560300,Mercado municipal de abastos y comercio cotidiano de Huehuetenango.
Mercado Cantonal de Huehuetenango,GT1301,Jueves y Domingos,Cantonal/Municipal,468,15.412700,-91.563300,Plaza y mercado cantonal de comercio vecinal en Huehuetenango.
Mercado de Productores y Artesanos de Huehuetenango,GT1301,Sábados,Artesanal,443,15.406700,-91.557300,Mercado de productores locales para venta al por mayor en Huehuetenango.
Mercado Municipal Central de Chiantla,GT1302,Diario,Cantonal/Municipal,1402,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de Chiantla.
Mercado Cantonal de Chiantla,GT1302,Jueves y Domingos,Mixto,740,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en Chiantla.
Mercado de Productores y Artesanos de Chiantla,GT1302,Sábados,Mayorista,594,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en Chiantla.
Mercado Municipal Central de Malacatancito,GT1303,Diario,Cantonal/Municipal,1041,14.628400,-90.513300,Mercado municipal de abastos y comercio cotidiano de Malacatancito.
Mercado Cantonal de Malacatancito,GT1303,Jueves y Domingos,Artesanal,597,14.631400,-90.516300,Plaza y mercado cantonal de comercio vecinal en Malacatancito.
Mercado de Productores y Artesanos de Malacatancito,GT1303,Sábados,Artesanal,412,14.625400,-90.510300,Mercado de productores locales para venta al por mayor en Malacatancito.
Mercado Municipal Central de Cuilco,GT1304,Diario,Cantonal/Municipal,1203,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de Cuilco.
Mercado Cantonal de Cuilco,GT1304,Jueves y Domingos,Mayorista,316,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en Cuilco.
Mercado de Productores y Artesanos de Cuilco,GT1304,Sábados,Mayorista,278,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en Cuilco.
Mercado Municipal Central de Nentón,GT1305,Diario,Cantonal/Municipal,1120,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de Nentón.
Mercado Cantonal de Nentón,GT1305,Jueves y Domingos,Cantonal/Municipal,668,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en Nentón.
Mercado de Productores y Artesanos de Nentón,GT1305,Sábados,Artesanal,416,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en Nentón.
Mercado Municipal Central de San Pedro Necta,GT1306,Diario,Cantonal/Municipal,753,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de San Pedro Necta.
Mercado Cantonal de San Pedro Necta,GT1306,Jueves y Domingos,Mixto,504,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en San Pedro Necta.
Mercado de Productores y Artesanos de San Pedro Necta,GT1306,Sábados,Mayorista,570,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en San Pedro Necta.
Mercado Municipal Central de Jacaltenango,GT1307,Diario,Cantonal/Municipal,573,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de Jacaltenango.
Mercado Cantonal de Jacaltenango,GT1307,Jueves y Domingos,Artesanal,337,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en Jacaltenango.
Mercado de Productores y Artesanos de Jacaltenango,GT1307,Sábados,Artesanal,260,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en Jacaltenango.
Mercado Municipal Central de Soloma,GT1308,Diario,Cantonal/Municipal,641,14.653400,-90.538300,Mercado municipal de abastos y comercio cotidiano de Soloma.
Mercado Cantonal de Soloma,GT1308,Jueves y Domingos,Mayorista,444,14.656400,-90.541300,Plaza y mercado cantonal de comercio vecinal en Soloma.
Mercado de Productores y Artesanos de Soloma,GT1308,Sábados,Mayorista,256,14.650400,-90.535300,Mercado de productores locales para venta al por mayor en Soloma.
Mercado Municipal Central de Ixtahuacán,GT1309,Diario,Cantonal/Municipal,639,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de Ixtahuacán.
Mercado Cantonal de Ixtahuacán,GT1309,Jueves y Domingos,Cantonal/Municipal,387,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en Ixtahuacán.
Mercado de Productores y Artesanos de Ixtahuacán,GT1309,Sábados,Artesanal,291,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en Ixtahuacán.
Mercado Municipal Central de Santa Bárbara,GT1310,Diario,Cantonal/Municipal,689,14.663400,-90.548300,Mercado municipal de abastos y comercio cotidiano de Santa Bárbara.
Mercado Cantonal de Santa Bárbara,GT1310,Jueves y Domingos,Mixto,723,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en Santa Bárbara.
Mercado de Productores y Artesanos de Santa Bárbara,GT1310,Sábados,Mayorista,298,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en Santa Bárbara.
Mercado Municipal Central de La Libertad,GT1311,Diario,Cantonal/Municipal,1256,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de La Libertad.
Mercado Cantonal de La Libertad,GT1311,Jueves y Domingos,Artesanal,341,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en La Libertad.
Mercado de Productores y Artesanos de La Libertad,GT1311,Sábados,Artesanal,394,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en La Libertad.
Mercado Municipal Central de La Democracia,GT1312,Diario,Cantonal/Municipal,1185,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de La Democracia.
Mercado Cantonal de La Democracia,GT1312,Jueves y Domingos,Mayorista,633,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en La Democracia.
Mercado de Productores y Artesanos de La Democracia,GT1312,Sábados,Mayorista,195,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en La Democracia.
Mercado Municipal Central de San Miguel Acatán,GT1313,Diario,Cantonal/Municipal,1396,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de San Miguel Acatán.
Mercado Cantonal de San Miguel Acatán,GT1313,Jueves y Domingos,Cantonal/Municipal,750,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en San Miguel Acatán.
Mercado de Productores y Artesanos de San Miguel Acatán,GT1313,Sábados,Artesanal,455,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en San Miguel Acatán.
Mercado Municipal Central de San Rafael La Independencia,GT1314,Diario,Cantonal/Municipal,754,14.683400,-90.568300,Mercado municipal de abastos y comercio cotidiano de San Rafael La Independencia.
Mercado Cantonal de San Rafael La Independencia,GT1314,Jueves y Domingos,Mixto,768,14.686400,-90.571300,Plaza y mercado cantonal de comercio vecinal en San Rafael La Independencia.
Mercado de Productores y Artesanos de San Rafael La Independencia,GT1314,Sábados,Mayorista,185,14.680400,-90.565300,Mercado de productores locales para venta al por mayor en San Rafael La Independencia.
Mercado Municipal Central de Todos Santos Cuchumatán,GT1315,Diario,Cantonal/Municipal,1402,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de Todos Santos Cuchumatán.
Mercado Cantonal de Todos Santos Cuchumatán,GT1315,Jueves y Domingos,Artesanal,495,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en Todos Santos Cuchumatán.
Mercado de Productores y Artesanos de Todos Santos Cuchumatán,GT1315,Sábados,Artesanal,171,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en Todos Santos Cuchumatán.
Mercado Municipal Central de San Juan Atitán,GT1316,Diario,Cantonal/Municipal,783,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de San Juan Atitán.
Mercado Cantonal de San Juan Atitán,GT1316,Jueves y Domingos,Mayorista,522,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en San Juan Atitán.
Mercado de Productores y Artesanos de San Juan Atitán,GT1316,Sábados,Mayorista,531,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en San Juan Atitán.
Mercado Municipal Central de Santa Eulalia,GT1317,Diario,Cantonal/Municipal,1323,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Santa Eulalia.
Mercado Cantonal de Santa Eulalia,GT1317,Jueves y Domingos,Cantonal/Municipal,254,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Santa Eulalia.
Mercado de Productores y Artesanos de Santa Eulalia,GT1317,Sábados,Artesanal,543,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Santa Eulalia.
Mercado Municipal Central de San Mateo Ixtatán,GT1318,Diario,Cantonal/Municipal,1135,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de San Mateo Ixtatán.
Mercado Cantonal de San Mateo Ixtatán,GT1318,Jueves y Domingos,Mixto,209,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en San Mateo Ixtatán.
Mercado de Productores y Artesanos de San Mateo Ixtatán,GT1318,Sábados,Mayorista,348,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en San Mateo Ixtatán.
Mercado Municipal Central de Colotenango,GT1319,Diario,Cantonal/Municipal,679,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de Colotenango.
Mercado Cantonal de Colotenango,GT1319,Jueves y Domingos,Artesanal,399,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en Colotenango.
Mercado de Productores y Artesanos de Colotenango,GT1319,Sábados,Artesanal,517,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en Colotenango.
Mercado Municipal Central de San Sebastián Huehuetenango,GT1320,Diario,Cantonal/Municipal,1186,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de San Sebastián Huehuetenango.
Mercado Cantonal de San Sebastián Huehuetenango,GT1320,Jueves y Domingos,Mayorista,775,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en San Sebastián Huehuetenango.
Mercado de Productores y Artesanos de San Sebastián Huehuetenango,GT1320,Sábados,Mayorista,358,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en San Sebastián Huehuetenango.
Mercado Municipal Central de Tectitán,GT1321,Diario,Cantonal/Municipal,1413,14.718400,-90.603300,Mercado municipal de abastos y comercio cotidiano de Tectitán.
Mercado Cantonal de Tectitán,GT1321,Jueves y Domingos,Cantonal/Municipal,618,14.721400,-90.606300,Plaza y mercado cantonal de comercio vecinal en Tectitán.
Mercado de Productores y Artesanos de Tectitán,GT1321,Sábados,Artesanal,450,14.715400,-90.600300,Mercado de productores locales para venta al por mayor en Tectitán.
Mercado Municipal Central de Concepción Huista,GT1322,Diario,Cantonal/Municipal,1407,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de Concepción Huista.
Mercado Cantonal de Concepción Huista,GT1322,Jueves y Domingos,Mixto,625,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en Concepción Huista.
Mercado de Productores y Artesanos de Concepción Huista,GT1322,Sábados,Mayorista,463,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en Concepción Huista.
Mercado Municipal Central de San Juan Ixcoy,GT1323,Diario,Cantonal/Municipal,1309,14.628400,-90.513300,Mercado municipal de abastos y comercio cotidiano de San Juan Ixcoy.
Mercado Cantonal de San Juan Ixcoy,GT1323,Jueves y Domingos,Artesanal,700,14.631400,-90.516300,Plaza y mercado cantonal de comercio vecinal en San Juan Ixcoy.
Mercado de Productores y Artesanos de San Juan Ixcoy,GT1323,Sábados,Artesanal,185,14.625400,-90.510300,Mercado de productores locales para venta al por mayor en San Juan Ixcoy.
Mercado Municipal Central de San Antonio Huista,GT1324,Diario,Cantonal/Municipal,569,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de San Antonio Huista.
Mercado Cantonal de San Antonio Huista,GT1324,Jueves y Domingos,Mayorista,778,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en San Antonio Huista.
Mercado de Productores y Artesanos de San Antonio Huista,GT1324,Sábados,Mayorista,115,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en San Antonio Huista.
Mercado Municipal Central de San Sebastián Coatán,GT1325,Diario,Cantonal/Municipal,851,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de San Sebastián Coatán.
Mercado Cantonal de San Sebastián Coatán,GT1325,Jueves y Domingos,Cantonal/Municipal,499,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en San Sebastián Coatán.
Mercado de Productores y Artesanos de San Sebastián Coatán,GT1325,Sábados,Artesanal,116,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en San Sebastián Coatán.
Mercado Municipal Central de Barillas,GT1326,Diario,Cantonal/Municipal,962,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de Barillas.
Mercado Cantonal de Barillas,GT1326,Jueves y Domingos,Mixto,430,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en Barillas.
