nombre,tipo,municipio_pcode,capacidad_estimada
Centro de Acopio Agrícola Municipal de Flores,Centro de Acopio,GT1701,536 quintales por día
Taller Textil y Artesanal Municipal de Flores,Taller Artesanal,GT1701,102 prendas tejidas por semana
Planta Procesadora Agroindustrial de Flores,Centro de Acopio,GT1701,841 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San José,Centro de Acopio,GT1702,1009 quintales por día
Taller Textil y Artesanal Municipal de San José,Taller Artesanal,GT1702,215 prendas tejidas por semana
Planta Procesadora Agroindustrial de San José,Aserradero,GT1702,910 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Benito,Centro de Acopio,GT1703,1205 quintales por día
Taller Textil y Artesanal Municipal de San Benito,Taller Artesanal,GT1703,259 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Benito,Procesadora,GT1703,332 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Andrés,Centro de Acopio,GT1704,710 quintales por día
Taller Textil y Artesanal Municipal de San Andrés,Taller Artesanal,GT1704,296 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Andrés,Beneficio de Café,GT1704,715 toneladas métricas por año
Centro de Acopio Agrícola Municipal de La Libertad,Centro de Acopio,GT1705,1705 quintales por día
Taller Textil y Artesanal Municipal de La Libertad,Taller Artesanal,GT1705,256 prendas tejidas por semana
Planta Procesadora Agroindustrial de La Libertad,Taller Artesanal,GT1705,371 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Francisco,Centro de Acopio,GT1706,633 quintales por día
Taller Textil y Artesanal Municipal de San Francisco,Taller Artesanal,GT1706,123 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Francisco,Centro de Acopio,GT1706,505 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Santa Ana,Centro de Acopio,GT1707,1095 quintales por día
Taller Textil y Artesanal Municipal de Santa Ana,Taller Artesanal,GT1707,333 prendas tejidas por semana
Planta Procesadora Agroindustrial de Santa Ana,Aserradero,GT1707,945 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Dolores,Centro de Acopio,GT1708,1565 quintales por día
Taller Textil y Artesanal Municipal de Dolores,Taller Artesanal,GT1708,368 prendas tejidas por semana
Planta Procesadora Agroindustrial de Dolores,Procesadora,GT1708,545 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Luis,Centro de Acopio,GT1709,1388 quintales por día
Taller Textil y Artesanal Municipal de San Luis,Taller Artesanal,GT1709,168 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Luis,Beneficio de Café,GT1709,550 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Sayaxché,Centro de Acopio,GT1710,1503 quintales por día
Taller Textil y Artesanal Municipal de Sayaxché,Taller Artesanal,GT1710,283 prendas tejidas por semana
Planta Procesadora Agroindustrial de Sayaxché,Taller Artesanal,GT1710,968 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Melchor de Mencos,Centro de Acopio,GT1711,885 quintales por día
Taller Textil y Artesanal Municipal de Melchor de Mencos,Taller Artesanal,GT1711,184 prendas tejidas por semana
Planta Procesadora Agroindustrial de Melchor de Mencos,Centro de Acopio,GT1711,613 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Poptún,Centro de Acopio,GT1712,539 quintales por día
Taller Textil y Artesanal Municipal de Poptún,Taller Artesanal,GT1712,216 prendas tejidas por semana
Planta Procesadora Agroindustrial de Poptún,Aserradero,GT1712,429 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Las Cruces,Centro de Acopio,GT1713,1989 quintales por día
Taller Textil y Artesanal Municipal de Las Cruces,Taller Artesanal,GT1713,167 prendas tejidas por semana
Planta Procesadora Agroindustrial de Las Cruces,Procesadora,GT1713,416 toneladas métricas por año
Centro de Acopio Agrícola Municipal de El Chal,Centro de Acopio,GT1714,544 quintales por día
Taller Textil y Artesanal Municipal de El Chal,Taller Artesanal,GT1714,358 prendas tejidas por semana
Planta Procesadora Agroindustrial de El Chal,Beneficio de Café,GT1714,373 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Puerto Barrios,Centro de Acopio,GT1801,752 quintales por día
Taller Textil y Artesanal Municipal de Puerto Barrios,Taller Artesanal,GT1801,287 prendas tejidas por semana
Planta Procesadora Agroindustrial de Puerto Barrios,Taller Artesanal,GT1801,928 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Lívingston,Centro de Acopio,GT1802,1832 quintales por día
Taller Textil y Artesanal Municipal de Lívingston,Taller Artesanal,GT1802,119 prendas tejidas por semana
Planta Procesadora Agroindustrial de Lívingston,Centro de Acopio,GT1802,584 toneladas métricas por año
Centro de Acopio Agrícola Municipal de El Estor,Centro de Acopio,GT1803,1811 quintales por día
Taller Textil y Artesanal Municipal de El Estor,Taller Artesanal,GT1803,230 prendas tejidas por semana
Planta Procesadora Agroindustrial de El Estor,Aserradero,GT1803,989 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Morales,Centro de Acopio,GT1804,1595 quintales por día
Taller Textil y Artesanal Municipal de Morales,Taller Artesanal,GT1804,124 prendas tejidas por semana
Planta Procesadora Agroindustrial de Morales,Procesadora,GT1804,808 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Los Amates,Centro de Acopio,GT1805,598 quintales por día
Taller Textil y Artesanal Municipal de Los Amates,Taller Artesanal,GT1805,155 prendas tejidas por semana
Planta Procesadora Agroindustrial de Los Amates,Beneficio de Café,GT1805,869 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Zacapa,Centro de Acopio,GT1901,540 quintales por día
Taller Textil y Artesanal Municipal de Zacapa,Taller Artesanal,GT1901,124 prendas tejidas por semana
Planta Procesadora Agroindustrial de Zacapa,Taller Artesanal,GT1901,906 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Estanzuela,Centro de Acopio,GT1902,737 quintales por día
Taller Textil y Artesanal Municipal de Estanzuela,Taller Artesanal,GT1902,313 prendas tejidas por semana
Planta Procesadora Agroindustrial de Estanzuela,Centro de Acopio,GT1902,654 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Río Hondo,Centro de Acopio,GT1903,1278 quintales por día
Taller Textil y Artesanal Municipal de Río Hondo,Taller Artesanal,GT1903,163 prendas tejidas por semana
Planta Procesadora Agroindustrial de Río Hondo,Aserradero,GT1903,760 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Gualán,Centro de Acopio,GT1904,1017 quintales por día
Taller Textil y Artesanal Municipal de Gualán,Taller Artesanal,GT1904,342 prendas tejidas por semana
Planta Procesadora Agroindustrial de Gualán,Procesadora,GT1904,918 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Teculután,Centro de Acopio,GT1905,813 quintales por día
Taller Textil y Artesanal Municipal de Teculután,Taller Artesanal,GT1905,205 prendas tejidas por semana
Planta Procesadora Agroindustrial de Teculután,Beneficio de Café,GT1905,911 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Usumatlán,Centro de Acopio,GT1906,1904 quintales por día
Taller Textil y Artesanal Municipal de Usumatlán,Taller Artesanal,GT1906,104 prendas tejidas por semana
Planta Procesadora Agroindustrial de Usumatlán,Taller Artesanal,GT1906,508 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Cabañas,Centro de Acopio,GT1907,1361 quintales por día
Taller Textil y Artesanal Municipal de Cabañas,Taller Artesanal,GT1907,151 prendas tejidas por semana
Planta Procesadora Agroindustrial de Cabañas,Centro de Acopio,GT1907,878 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Diego,Centro de Acopio,GT1908,1565 quintales por día
Taller Textil y Artesanal Municipal de San Diego,Taller Artesanal,GT1908,238 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Diego,Aserradero,GT1908,837 toneladas métricas por año
Centro de Acopio Agrícola Municipal de La Unión,Centro de Acopio,GT1909,1740 quintales por día
Taller Textil y Artesanal Municipal de La Unión,Taller Artesanal,GT1909,170 prendas tejidas por semana
Planta Procesadora Agroindustrial de La Unión,Procesadora,GT1909,628 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Huité,Centro de Acopio,GT1910,714 quintales por día
Taller Textil y Artesanal Municipal de Huité,Taller Artesanal,GT1910,361 prendas tejidas por semana
Planta Procesadora Agroindustrial de Huité,Beneficio de Café,GT1910,936 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Jorge,Centro de Acopio,GT1911,1765 quintales por día
Taller Textil y Artesanal Municipal de San Jorge,Taller Artesanal,GT1911,160 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Jorge,Taller Artesanal,GT1911,489 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Chiquimula,Centro de Acopio,GT2001,733 quintales por día
Taller Textil y Artesanal Municipal de Chiquimula,Taller Artesanal,GT2001,154 prendas tejidas por semana
Planta Procesadora Agroindustrial de Chiquimula,Centro de Acopio,GT2001,709 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San José La Arada,Centro de Acopio,GT2002,906 quintales por día
Taller Textil y Artesanal Municipal de San José La Arada,Taller Artesanal,GT2002,202 prendas tejidas por semana
Planta Procesadora Agroindustrial de San José La Arada,Aserradero,GT2002,996 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Juan Ermita,Centro de Acopio,GT2003,1038 quintales por día
Taller Textil y Artesanal Municipal de San Juan Ermita,Taller Artesanal,GT2003,367 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Juan Ermita,Procesadora,GT2003,406 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Jocotán,Centro de Acopio,GT2004,1233 quintales por día
Taller Textil y Artesanal Municipal de Jocotán,Taller Artesanal,GT2004,309 prendas tejidas por semana
Planta Procesadora Agroindustrial de Jocotán,Beneficio de Café,GT2004,502 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Camotán,Centro de Acopio,GT2005,828 quintales por día
Taller Textil y Artesanal Municipal de Camotán,Taller Artesanal,GT2005,120 prendas tejidas por semana
Planta Procesadora Agroindustrial de Camotán,Taller Artesanal,GT2005,761 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Olopa,Centro de Acopio,GT2006,1516 quintales por día
Taller Textil y Artesanal Municipal de Olopa,Taller Artesanal,GT2006,206 prendas tejidas por semana
Planta Procesadora Agroindustrial de Olopa,Centro de Acopio,GT2006,904 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Esquipulas,Centro de Acopio,GT2007,1484 quintales por día
Taller Textil y Artesanal Municipal de Esquipulas,Taller Artesanal,GT2007,269 prendas tejidas por semana
Planta Procesadora Agroindustrial de Esquipulas,Aserradero,GT2007,440 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Concepción Las Minas,Centro de Acopio,GT2008,505 quintales por día
Taller Textil y Artesanal Municipal de Concepción Las Minas,Taller Artesanal,GT2008,106 prendas tejidas por semana
Planta Procesadora Agroindustrial de Concepción Las Minas,Procesadora,GT2008,887 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Quezaltepeque,Centro de Acopio,GT2009,682 quintales por día
Taller Textil y Artesanal Municipal de Quezaltepeque,Taller Artesanal,GT2009,156 prendas tejidas por semana
Planta Procesadora Agroindustrial de Quezaltepeque,Beneficio de Café,GT2009,787 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Jacinto,Centro de Acopio,GT2010,1870 quintales por día
Taller Textil y Artesanal Municipal de San Jacinto,Taller Artesanal,GT2010,352 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Jacinto,Taller Artesanal,GT2010,352 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Ipala,Centro de Acopio,GT2011,684 quintales por día
Taller Textil y Artesanal Municipal de Ipala,Taller Artesanal,GT2011,361 prendas tejidas por semana
Planta Procesadora Agroindustrial de Ipala,Centro de Acopio,GT2011,276 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Jalapa,Centro de Acopio,GT2101,1981 quintales por día
Taller Textil y Artesanal Municipal de Jalapa,Taller Artesanal,GT2101,151 prendas tejidas por semana
Planta Procesadora Agroindustrial de Jalapa,Aserradero,GT2101,462 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Pedro Pinula,Centro de Acopio,GT2102,1819 quintales por día
Taller Textil y Artesanal Municipal de San Pedro Pinula,Taller Artesanal,GT2102,218 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Pedro Pinula,Procesadora,GT2102,667 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Luis Jilotepeque,Centro de Acopio,GT2103,1106 quintales por día
Taller Textil y Artesanal Municipal de San Luis Jilotepeque,Taller Artesanal,GT2103,235 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Luis Jilotepeque,Beneficio de Café,GT2103,675 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Manuel Chaparrón,Centro de Acopio,GT2104,602 quintales por día
Taller Textil y Artesanal Municipal de San Manuel Chaparrón,Taller Artesanal,GT2104,151 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Manuel Chaparrón,Taller Artesanal,GT2104,378 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San Carlos Alzatate,Centro de Acopio,GT2105,580 quintales por día
Taller Textil y Artesanal Municipal de San Carlos Alzatate,Taller Artesanal,GT2105,248 prendas tejidas por semana
Planta Procesadora Agroindustrial de San Carlos Alzatate,Centro de Acopio,GT2105,568 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Monjas,Centro de Acopio,GT2106,1886 quintales por día
Taller Textil y Artesanal Municipal de Monjas,Taller Artesanal,GT2106,260 prendas tejidas por semana
Planta Procesadora Agroindustrial de Monjas,Aserradero,GT2106,636 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Mataquescuintla,Centro de Acopio,GT2107,737 quintales por día
Taller Textil y Artesanal Municipal de Mataquescuintla,Taller Artesanal,GT2107,148 prendas tejidas por semana
Planta Procesadora Agroindustrial de Mataquescuintla,Procesadora,GT2107,976 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Jutiapa,Centro de Acopio,GT2201,593 quintales por día
Taller Textil y Artesanal Municipal de Jutiapa,Taller Artesanal,GT2201,104 prendas tejidas por semana
Planta Procesadora Agroindustrial de Jutiapa,Beneficio de Café,GT2201,341 toneladas métricas por año
Centro de Acopio Agrícola Municipal de El Progreso,Centro de Acopio,GT2202,1858 quintales por día
Taller Textil y Artesanal Municipal de El Progreso,Taller Artesanal,GT2202,187 prendas tejidas por semana
Planta Procesadora Agroindustrial de El Progreso,Taller Artesanal,GT2202,536 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Santa Catarina Mita,Centro de Acopio,GT2203,1232 quintales por día
Taller Textil y Artesanal Municipal de Santa Catarina Mita,Taller Artesanal,GT2203,324 prendas tejidas por semana
Planta Procesadora Agroindustrial de Santa Catarina Mita,Centro de Acopio,GT2203,836 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Agua Blanca,Centro de Acopio,GT2204,1049 quintales por día
Taller Textil y Artesanal Municipal de Agua Blanca,Taller Artesanal,GT2204,147 prendas tejidas por semana
Planta Procesadora Agroindustrial de Agua Blanca,Aserradero,GT2204,581 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Asunción Mita,Centro de Acopio,GT2205,1201 quintales por día
Taller Textil y Artesanal Municipal de Asunción Mita,Taller Artesanal,GT2205,193 prendas tejidas por semana
Planta Procesadora Agroindustrial de Asunción Mita,Procesadora,GT2205,316 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Yupiltepeque,Centro de Acopio,GT2206,1320 quintales por día
Taller Textil y Artesanal Municipal de Yupiltepeque,Taller Artesanal,GT2206,304 prendas tejidas por semana
Planta Procesadora Agroindustrial de Yupiltepeque,Beneficio de Café,GT2206,667 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Atescatempa,Centro de Acopio,GT2207,1056 quintales por día
Taller Textil y Artesanal Municipal de Atescatempa,Taller Artesanal,GT2207,297 prendas tejidas por semana
Planta Procesadora Agroindustrial de Atescatempa,Taller Artesanal,GT2207,906 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Jerez,Centro de Acopio,GT2208,1479 quintales por día
Taller Textil y Artesanal Municipal de Jerez,Taller Artesanal,GT2208,315 prendas tejidas por semana
Planta Procesadora Agroindustrial de Jerez,Centro de Acopio,GT2208,864 toneladas métricas por año
Centro de Acopio Agrícola Municipal de El Adelanto,Centro de Acopio,GT2209,841 quintales por día
Taller Textil y Artesanal Municipal de El Adelanto,Taller Artesanal,GT2209,157 prendas tejidas por semana
Planta Procesadora Agroindustrial de El Adelanto,Aserradero,GT2209,335 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Zapotitlán,Centro de Acopio,GT2210,1925 quintales por día
Taller Textil y Artesanal Municipal de Zapotitlán,Taller Artesanal,GT2210,130 prendas tejidas por semana
Planta Procesadora Agroindustrial de Zapotitlán,Procesadora,GT2210,363 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Comapa,Centro de Acopio,GT2211,712 quintales por día
Taller Textil y Artesanal Municipal de Comapa,Taller Artesanal,GT2211,313 prendas tejidas por semana
Planta Procesadora Agroindustrial de Comapa,Beneficio de Café,GT2211,804 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Jalpatagua,Centro de Acopio,GT2212,1488 quintales por día
Taller Textil y Artesanal Municipal de Jalpatagua,Taller Artesanal,GT2212,391 prendas tejidas por semana
Planta Procesadora Agroindustrial de Jalpatagua,Taller Artesanal,GT2212,894 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Conguaco,Centro de Acopio,GT2213,1397 quintales por día
Taller Textil y Artesanal Municipal de Conguaco,Taller Artesanal,GT2213,192 prendas tejidas por semana
Planta Procesadora Agroindustrial de Conguaco,Centro de Acopio,GT2213,825 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Moyuta,Centro de Acopio,GT2214,1277 quintales por día
Taller Textil y Artesanal Municipal de Moyuta,Taller Artesanal,GT2214,283 prendas tejidas por semana
Planta Procesadora Agroindustrial de Moyuta,Aserradero,GT2214,826 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Pasaco,Centro de Acopio,GT2215,559 quintales por día
Taller Textil y Artesanal Municipal de Pasaco,Taller Artesanal,GT2215,166 prendas tejidas por semana
Planta Procesadora Agroindustrial de Pasaco,Procesadora,GT2215,694 toneladas métricas por año
Centro de Acopio Agrícola Municipal de San José Acatempa,Centro de Acopio,GT2216,1499 quintales por día
Taller Textil y Artesanal Municipal de San José Acatempa,Taller Artesanal,GT2216,157 prendas tejidas por semana
Planta Procesadora Agroindustrial de San José Acatempa,Beneficio de Café,GT2216,621 toneladas métricas por año
Centro de Acopio Agrícola Municipal de Quesada,Centro de Acopio,GT2217,1402 quintales por día
Taller Textil y Artesanal Municipal de Quesada,Taller Artesanal,GT2217,123 prendas tejidas por semana
Planta Procesadora Agroindustrial de Quesada,Taller Artesanal,GT2217,264 toneladas métricas por año
