municipio_pcode,actividad_nombre,certificacion_nombre,porcentaje_produccion,fecha_auditoria
GT1016,Producción Ganadera en San Juan Bautista,Certificación Orgánica y de Origen - Reg ASO-GT1016-C,80.00,2026-03-15
GT1017,Cultivo de Maíz en Santo Tomás La Unión,Certificación Orgánica y de Origen - Reg COOP-GT1017-A,84.00,2026-03-15
GT1017,Cultivo de Frijol en Santo Tomás La Unión,Certificación Orgánica y de Origen - Reg COOP-GT1017-B,66.00,2026-03-15
GT1017,Cultivo de Caña de Azúcar en Santo Tomás La Unión,Certificación Orgánica y de Origen - Reg ASO-GT1017-C,72.00,2026-03-15
GT1017,Cultivo de Banano en Santo Tomás La Unión,Certificación Orgánica y de Origen - Reg ASO-GT1017-C,73.00,2026-03-15
GT1017,Producción Ganadera en Santo Tomás La Unión,Certificación Orgánica y de Origen - Reg ASO-GT1017-C,73.00,2026-03-15
GT1018,Cultivo de Maíz en Zunilito,Certificación Orgánica y de Origen - Reg COOP-GT1018-A,94.00,2026-03-15
GT1018,Cultivo de Frijol en Zunilito,Certificación Orgánica y de Origen - Reg COOP-GT1018-B,60.00,2026-03-15
GT1018,Cultivo de Caña de Azúcar en Zunilito,Certificación Orgánica y de Origen - Reg ASO-GT1018-C,79.00,2026-03-15
GT1018,Cultivo de Banano en Zunilito,Certificación Orgánica y de Origen - Reg ASO-GT1018-C,74.00,2026-03-15
GT1018,Producción Ganadera en Zunilito,Certificación Orgánica y de Origen - Reg ASO-GT1018-C,75.00,2026-03-15
GT1019,Cultivo de Maíz en Pueblo Nuevo,Certificación Orgánica y de Origen - Reg COOP-GT1019-A,76.00,2026-03-15
GT1019,Cultivo de Frijol en Pueblo Nuevo,Certificación Orgánica y de Origen - Reg COOP-GT1019-B,55.00,2026-03-15
GT1019,Cultivo de Caña de Azúcar en Pueblo Nuevo,Certificación Orgánica y de Origen - Reg ASO-GT1019-C,74.00,2026-03-15
GT1019,Cultivo de Banano en Pueblo Nuevo,Certificación Orgánica y de Origen - Reg ASO-GT1019-C,79.00,2026-03-15
GT1019,Producción Ganadera en Pueblo Nuevo,Certificación Orgánica y de Origen - Reg ASO-GT1019-C,100.00,2026-03-15
GT1020,Cultivo de Maíz en Río Bravo,Certificación Orgánica y de Origen - Reg COOP-GT1020-A,86.00,2026-03-15
GT1020,Cultivo de Frijol en Río Bravo,Certificación Orgánica y de Origen - Reg COOP-GT1020-B,93.00,2026-03-15
GT1020,Cultivo de Caña de Azúcar en Río Bravo,Certificación Orgánica y de Origen - Reg ASO-GT1020-C,75.00,2026-03-15
GT1020,Cultivo de Banano en Río Bravo,Certificación Orgánica y de Origen - Reg ASO-GT1020-C,71.00,2026-03-15
GT1020,Producción Ganadera en Río Bravo,Certificación Orgánica y de Origen - Reg ASO-GT1020-C,89.00,2026-03-15
GT1021,Cultivo de Maíz en San José La Máquina,Certificación Orgánica y de Origen - Reg COOP-GT1021-A,80.00,2026-03-15
GT1021,Cultivo de Frijol en San José La Máquina,Certificación Orgánica y de Origen - Reg COOP-GT1021-B,61.00,2026-03-15
GT1021,Cultivo de Caña de Azúcar en San José La Máquina,Certificación Orgánica y de Origen - Reg ASO-GT1021-C,70.00,2026-03-15
GT1021,Cultivo de Banano en San José La Máquina,Certificación Orgánica y de Origen - Reg ASO-GT1021-C,92.00,2026-03-15
GT1021,Producción Ganadera en San José La Máquina,Certificación Orgánica y de Origen - Reg ASO-GT1021-C,71.00,2026-03-15
GT1101,Cultivo de Maíz en Retalhuleu,Certificación Orgánica y de Origen - Reg COOP-GT1101-A,79.00,2026-03-15
GT1101,Cultivo de Frijol en Retalhuleu,Certificación Orgánica y de Origen - Reg COOP-GT1101-B,74.00,2026-03-15
GT1101,Cultivo de Caña de Azúcar en Retalhuleu,Certificación Orgánica y de Origen - Reg ASO-GT1101-C,73.00,2026-03-15
GT1101,Cultivo de Banano en Retalhuleu,Certificación Orgánica y de Origen - Reg ASO-GT1101-C,80.00,2026-03-15
GT1101,Producción Ganadera en Retalhuleu,Certificación Orgánica y de Origen - Reg ASO-GT1101-C,74.00,2026-03-15
GT1102,Cultivo de Maíz en San Sebastián,Certificación Orgánica y de Origen - Reg COOP-GT1102-A,86.00,2026-03-15
GT1102,Cultivo de Frijol en San Sebastián,Certificación Orgánica y de Origen - Reg COOP-GT1102-B,70.00,2026-03-15
GT1102,Cultivo de Caña de Azúcar en San Sebastián,Certificación Orgánica y de Origen - Reg ASO-GT1102-C,78.00,2026-03-15
GT1102,Cultivo de Banano en San Sebastián,Certificación Orgánica y de Origen - Reg ASO-GT1102-C,82.00,2026-03-15
GT1102,Producción Ganadera en San Sebastián,Certificación Orgánica y de Origen - Reg ASO-GT1102-C,100.00,2026-03-15
GT1103,Cultivo de Maíz en Santa Cruz Muluá,Certificación Orgánica y de Origen - Reg COOP-GT1103-A,67.00,2026-03-15
GT1103,Cultivo de Frijol en Santa Cruz Muluá,Certificación Orgánica y de Origen - Reg COOP-GT1103-B,53.00,2026-03-15
GT1103,Cultivo de Caña de Azúcar en Santa Cruz Muluá,Certificación Orgánica y de Origen - Reg ASO-GT1103-C,76.00,2026-03-15
GT1103,Cultivo de Banano en Santa Cruz Muluá,Certificación Orgánica y de Origen - Reg ASO-GT1103-C,77.00,2026-03-15
GT1103,Producción Ganadera en Santa Cruz Muluá,Certificación Orgánica y de Origen - Reg ASO-GT1103-C,94.00,2026-03-15
GT1104,Cultivo de Maíz en San Martín Zapotitlán,Certificación Orgánica y de Origen - Reg COOP-GT1104-A,98.00,2026-03-15
GT1104,Cultivo de Frijol en San Martín Zapotitlán,Certificación Orgánica y de Origen - Reg COOP-GT1104-B,87.00,2026-03-15
GT1104,Cultivo de Caña de Azúcar en San Martín Zapotitlán,Certificación Orgánica y de Origen - Reg ASO-GT1104-C,77.00,2026-03-15
GT1104,Cultivo de Banano en San Martín Zapotitlán,Certificación Orgánica y de Origen - Reg ASO-GT1104-C,85.00,2026-03-15
GT1104,Producción Ganadera en San Martín Zapotitlán,Certificación Orgánica y de Origen - Reg ASO-GT1104-C,86.00,2026-03-15
GT1105,Cultivo de Maíz en San Felipe,Certificación Orgánica y de Origen - Reg COOP-GT1105-A,92.00,2026-03-15
GT1105,Cultivo de Frijol en San Felipe,Certificación Orgánica y de Origen - Reg COOP-GT1105-B,74.00,2026-03-15
GT1105,Cultivo de Caña de Azúcar en San Felipe,Certificación Orgánica y de Origen - Reg ASO-GT1105-C,100.00,2026-03-15
GT1105,Cultivo de Banano en San Felipe,Certificación Orgánica y de Origen - Reg ASO-GT1105-C,73.00,2026-03-15
GT1105,Producción Ganadera en San Felipe,Certificación Orgánica y de Origen - Reg ASO-GT1105-C,78.00,2026-03-15
GT1106,Cultivo de Maíz en San Andrés Villa Seca,Certificación Orgánica y de Origen - Reg COOP-GT1106-A,63.00,2026-03-15
GT1106,Cultivo de Frijol en San Andrés Villa Seca,Certificación Orgánica y de Origen - Reg COOP-GT1106-B,70.00,2026-03-15
GT1106,Cultivo de Caña de Azúcar en San Andrés Villa Seca,Certificación Orgánica y de Origen - Reg ASO-GT1106-C,84.00,2026-03-15
GT1106,Cultivo de Banano en San Andrés Villa Seca,Certificación Orgánica y de Origen - Reg ASO-GT1106-C,87.00,2026-03-15
GT1106,Producción Ganadera en San Andrés Villa Seca,Certificación Orgánica y de Origen - Reg ASO-GT1106-C,83.00,2026-03-15
GT1107,Cultivo de Maíz en Champerico,Certificación Orgánica y de Origen - Reg COOP-GT1107-A,64.00,2026-03-15
GT1107,Cultivo de Frijol en Champerico,Certificación Orgánica y de Origen - Reg COOP-GT1107-B,80.00,2026-03-15
GT1107,Cultivo de Caña de Azúcar en Champerico,Certificación Orgánica y de Origen - Reg ASO-GT1107-C,70.00,2026-03-15
GT1107,Cultivo de Banano en Champerico,Certificación Orgánica y de Origen - Reg ASO-GT1107-C,83.00,2026-03-15
GT1107,Producción Ganadera en Champerico,Certificación Orgánica y de Origen - Reg ASO-GT1107-C,90.00,2026-03-15
GT1108,Cultivo de Maíz en Nuevo San Carlos,Certificación Orgánica y de Origen - Reg COOP-GT1108-A,74.00,2026-03-15
GT1108,Cultivo de Frijol en Nuevo San Carlos,Certificación Orgánica y de Origen - Reg COOP-GT1108-B,51.00,2026-03-15
GT1108,Cultivo de Caña de Azúcar en Nuevo San Carlos,Certificación Orgánica y de Origen - Reg ASO-GT1108-C,78.00,2026-03-15
GT1108,Cultivo de Banano en Nuevo San Carlos,Certificación Orgánica y de Origen - Reg ASO-GT1108-C,87.00,2026-03-15
GT1108,Producción Ganadera en Nuevo San Carlos,Certificación Orgánica y de Origen - Reg ASO-GT1108-C,100.00,2026-03-15
GT1109,Cultivo de Maíz en El Asintal,Certificación Orgánica y de Origen - Reg COOP-GT1109-A,97.00,2026-03-15
GT1109,Cultivo de Frijol en El Asintal,Certificación Orgánica y de Origen - Reg COOP-GT1109-B,93.00,2026-03-15
GT1109,Cultivo de Caña de Azúcar en El Asintal,Certificación Orgánica y de Origen - Reg ASO-GT1109-C,73.00,2026-03-15
GT1109,Cultivo de Banano en El Asintal,Certificación Orgánica y de Origen - Reg ASO-GT1109-C,77.00,2026-03-15
GT1109,Producción Ganadera en El Asintal,Certificación Orgánica y de Origen - Reg ASO-GT1109-C,94.00,2026-03-15
GT1201,Cultivo de Maíz en San Marcos,Certificación Orgánica y de Origen - Reg COOP-GT1201-A,95.00,2026-03-15
GT1201,Cultivo de Frijol en San Marcos,Certificación Orgánica y de Origen - Reg COOP-GT1201-B,91.00,2026-03-15
GT1201,Cultivo de Café en San Marcos,Certificación Orgánica y de Origen - Reg COOP-GT1201-A,95.00,2026-03-15
GT1201,Apicultura en San Marcos,Certificación Orgánica y de Origen - Reg ASO-GT1201-C,74.00,2026-03-15
GT1202,Cultivo de Maíz en San Pedro Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1202-A,79.00,2026-03-15
GT1202,Cultivo de Frijol en San Pedro Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1202-B,86.00,2026-03-15
GT1202,Cultivo de Café en San Pedro Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1202-A,83.00,2026-03-15
GT1202,Apicultura en San Pedro Sacatepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1202-C,84.00,2026-03-15
GT1203,Cultivo de Maíz en San Antonio Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1203-A,65.00,2026-03-15
GT1203,Cultivo de Frijol en San Antonio Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1203-B,90.00,2026-03-15
GT1203,Cultivo de Café en San Antonio Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1203-A,86.00,2026-03-15
GT1203,Apicultura en San Antonio Sacatepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1203-C,76.00,2026-03-15
GT1204,Cultivo de Maíz en Comitancillo,Certificación Orgánica y de Origen - Reg COOP-GT1204-A,69.00,2026-03-15
GT1204,Cultivo de Frijol en Comitancillo,Certificación Orgánica y de Origen - Reg COOP-GT1204-B,73.00,2026-03-15
GT1204,Cultivo de Café en Comitancillo,Certificación Orgánica y de Origen - Reg COOP-GT1204-A,87.00,2026-03-15
GT1204,Apicultura en Comitancillo,Certificación Orgánica y de Origen - Reg ASO-GT1204-C,75.00,2026-03-15
GT1205,Cultivo de Maíz en San Miguel Ixtahuacán,Certificación Orgánica y de Origen - Reg COOP-GT1205-A,75.00,2026-03-15
GT1205,Cultivo de Frijol en San Miguel Ixtahuacán,Certificación Orgánica y de Origen - Reg COOP-GT1205-B,84.00,2026-03-15
GT1205,Cultivo de Café en San Miguel Ixtahuacán,Certificación Orgánica y de Origen - Reg COOP-GT1205-A,100.00,2026-03-15
GT1205,Apicultura en San Miguel Ixtahuacán,Certificación Orgánica y de Origen - Reg ASO-GT1205-C,83.00,2026-03-15
GT1206,Cultivo de Maíz en Concepción Tutuapa,Certificación Orgánica y de Origen - Reg COOP-GT1206-A,95.00,2026-03-15
GT1206,Cultivo de Frijol en Concepción Tutuapa,Certificación Orgánica y de Origen - Reg COOP-GT1206-B,78.00,2026-03-15
GT1206,Cultivo de Café en Concepción Tutuapa,Certificación Orgánica y de Origen - Reg COOP-GT1206-A,71.00,2026-03-15
GT1206,Apicultura en Concepción Tutuapa,Certificación Orgánica y de Origen - Reg ASO-GT1206-C,70.00,2026-03-15
GT1207,Cultivo de Maíz en Tacaná,Certificación Orgánica y de Origen - Reg COOP-GT1207-A,89.00,2026-03-15
GT1207,Cultivo de Frijol en Tacaná,Certificación Orgánica y de Origen - Reg COOP-GT1207-B,89.00,2026-03-15
GT1207,Cultivo de Café en Tacaná,Certificación Orgánica y de Origen - Reg COOP-GT1207-A,79.00,2026-03-15
GT1207,Apicultura en Tacaná,Certificación Orgánica y de Origen - Reg ASO-GT1207-C,90.00,2026-03-15
GT1208,Cultivo de Maíz en Sibinal,Certificación Orgánica y de Origen - Reg COOP-GT1208-A,70.00,2026-03-15
GT1208,Cultivo de Frijol en Sibinal,Certificación Orgánica y de Origen - Reg COOP-GT1208-B,50.00,2026-03-15
GT1208,Cultivo de Café en Sibinal,Certificación Orgánica y de Origen - Reg COOP-GT1208-A,71.00,2026-03-15
GT1208,Apicultura en Sibinal,Certificación Orgánica y de Origen - Reg ASO-GT1208-C,99.00,2026-03-15
GT1209,Cultivo de Maíz en Tajumulco,Certificación Orgánica y de Origen - Reg COOP-GT1209-A,90.00,2026-03-15
GT1209,Cultivo de Frijol en Tajumulco,Certificación Orgánica y de Origen - Reg COOP-GT1209-B,67.00,2026-03-15
GT1209,Cultivo de Café en Tajumulco,Certificación Orgánica y de Origen - Reg COOP-GT1209-A,89.00,2026-03-15
GT1209,Apicultura en Tajumulco,Certificación Orgánica y de Origen - Reg ASO-GT1209-C,78.00,2026-03-15
GT1210,Cultivo de Maíz en Tejutla,Certificación Orgánica y de Origen - Reg COOP-GT1210-A,84.00,2026-03-15
GT1210,Cultivo de Frijol en Tejutla,Certificación Orgánica y de Origen - Reg COOP-GT1210-B,72.00,2026-03-15
GT1210,Cultivo de Café en Tejutla,Certificación Orgánica y de Origen - Reg COOP-GT1210-A,96.00,2026-03-15
GT1210,Apicultura en Tejutla,Certificación Orgánica y de Origen - Reg ASO-GT1210-C,90.00,2026-03-15
GT1211,Cultivo de Maíz en San Rafael Pie de la Cuesta,Certificación Orgánica y de Origen - Reg COOP-GT1211-A,73.00,2026-03-15
GT1211,Cultivo de Frijol en San Rafael Pie de la Cuesta,Certificación Orgánica y de Origen - Reg COOP-GT1211-B,87.00,2026-03-15
GT1211,Cultivo de Café en San Rafael Pie de la Cuesta,Certificación Orgánica y de Origen - Reg COOP-GT1211-A,96.00,2026-03-15
GT1211,Apicultura en San Rafael Pie de la Cuesta,Certificación Orgánica y de Origen - Reg ASO-GT1211-C,86.00,2026-03-15
GT1212,Cultivo de Maíz en Nuevo Progreso,Certificación Orgánica y de Origen - Reg COOP-GT1212-A,78.00,2026-03-15
GT1212,Cultivo de Frijol en Nuevo Progreso,Certificación Orgánica y de Origen - Reg COOP-GT1212-B,52.00,2026-03-15
GT1212,Cultivo de Café en Nuevo Progreso,Certificación Orgánica y de Origen - Reg COOP-GT1212-A,75.00,2026-03-15
GT1212,Apicultura en Nuevo Progreso,Certificación Orgánica y de Origen - Reg ASO-GT1212-C,93.00,2026-03-15
GT1213,Cultivo de Maíz en El Tumbador,Certificación Orgánica y de Origen - Reg COOP-GT1213-A,94.00,2026-03-15
GT1213,Cultivo de Frijol en El Tumbador,Certificación Orgánica y de Origen - Reg COOP-GT1213-B,86.00,2026-03-15
GT1213,Cultivo de Café en El Tumbador,Certificación Orgánica y de Origen - Reg COOP-GT1213-A,72.00,2026-03-15
GT1213,Apicultura en El Tumbador,Certificación Orgánica y de Origen - Reg ASO-GT1213-C,79.00,2026-03-15
GT1214,Cultivo de Maíz en El Rodeo,Certificación Orgánica y de Origen - Reg COOP-GT1214-A,65.00,2026-03-15
GT1214,Cultivo de Frijol en El Rodeo,Certificación Orgánica y de Origen - Reg COOP-GT1214-B,75.00,2026-03-15
GT1214,Cultivo de Café en El Rodeo,Certificación Orgánica y de Origen - Reg COOP-GT1214-A,92.00,2026-03-15
GT1214,Apicultura en El Rodeo,Certificación Orgánica y de Origen - Reg ASO-GT1214-C,73.00,2026-03-15
GT1215,Cultivo de Maíz en Malacatán,Certificación Orgánica y de Origen - Reg COOP-GT1215-A,68.00,2026-03-15
GT1215,Cultivo de Frijol en Malacatán,Certificación Orgánica y de Origen - Reg COOP-GT1215-B,85.00,2026-03-15
GT1215,Cultivo de Café en Malacatán,Certificación Orgánica y de Origen - Reg COOP-GT1215-A,78.00,2026-03-15
GT1215,Apicultura en Malacatán,Certificación Orgánica y de Origen - Reg ASO-GT1215-C,98.00,2026-03-15
GT1216,Cultivo de Maíz en Catarina,Certificación Orgánica y de Origen - Reg COOP-GT1216-A,87.00,2026-03-15
GT1216,Cultivo de Frijol en Catarina,Certificación Orgánica y de Origen - Reg COOP-GT1216-B,63.00,2026-03-15
GT1216,Cultivo de Café en Catarina,Certificación Orgánica y de Origen - Reg COOP-GT1216-A,89.00,2026-03-15
GT1216,Apicultura en Catarina,Certificación Orgánica y de Origen - Reg ASO-GT1216-C,86.00,2026-03-15
GT1217,Cultivo de Maíz en Ayutla,Certificación Orgánica y de Origen - Reg COOP-GT1217-A,80.00,2026-03-15
GT1217,Cultivo de Frijol en Ayutla,Certificación Orgánica y de Origen - Reg COOP-GT1217-B,93.00,2026-03-15
GT1217,Cultivo de Café en Ayutla,Certificación Orgánica y de Origen - Reg COOP-GT1217-A,100.00,2026-03-15
GT1217,Apicultura en Ayutla,Certificación Orgánica y de Origen - Reg ASO-GT1217-C,80.00,2026-03-15
GT1218,Cultivo de Maíz en Ocós,Certificación Orgánica y de Origen - Reg COOP-GT1218-A,100.00,2026-03-15
GT1218,Cultivo de Frijol en Ocós,Certificación Orgánica y de Origen - Reg COOP-GT1218-B,66.00,2026-03-15
GT1218,Cultivo de Café en Ocós,Certificación Orgánica y de Origen - Reg COOP-GT1218-A,94.00,2026-03-15
GT1218,Apicultura en Ocós,Certificación Orgánica y de Origen - Reg ASO-GT1218-C,92.00,2026-03-15
GT1219,Cultivo de Maíz en San Pablo,Certificación Orgánica y de Origen - Reg COOP-GT1219-A,88.00,2026-03-15
GT1219,Cultivo de Frijol en San Pablo,Certificación Orgánica y de Origen - Reg COOP-GT1219-B,67.00,2026-03-15
GT1219,Cultivo de Café en San Pablo,Certificación Orgánica y de Origen - Reg COOP-GT1219-A,77.00,2026-03-15
GT1219,Apicultura en San Pablo,Certificación Orgánica y de Origen - Reg ASO-GT1219-C,91.00,2026-03-15
GT1220,Cultivo de Maíz en El Quetzal,Certificación Orgánica y de Origen - Reg COOP-GT1220-A,80.00,2026-03-15
GT1220,Cultivo de Frijol en El Quetzal,Certificación Orgánica y de Origen - Reg COOP-GT1220-B,71.00,2026-03-15
GT1220,Cultivo de Café en El Quetzal,Certificación Orgánica y de Origen - Reg COOP-GT1220-A,76.00,2026-03-15
GT1220,Apicultura en El Quetzal,Certificación Orgánica y de Origen - Reg ASO-GT1220-C,84.00,2026-03-15
GT1221,Cultivo de Maíz en La Reforma,Certificación Orgánica y de Origen - Reg COOP-GT1221-A,98.00,2026-03-15
GT1221,Cultivo de Frijol en La Reforma,Certificación Orgánica y de Origen - Reg COOP-GT1221-B,71.00,2026-03-15
GT1221,Cultivo de Café en La Reforma,Certificación Orgánica y de Origen - Reg COOP-GT1221-A,70.00,2026-03-15
GT1221,Apicultura en La Reforma,Certificación Orgánica y de Origen - Reg ASO-GT1221-C,99.00,2026-03-15
GT1222,Cultivo de Maíz en Pajapita,Certificación Orgánica y de Origen - Reg COOP-GT1222-A,68.00,2026-03-15
GT1222,Cultivo de Frijol en Pajapita,Certificación Orgánica y de Origen - Reg COOP-GT1222-B,91.00,2026-03-15
GT1222,Cultivo de Café en Pajapita,Certificación Orgánica y de Origen - Reg COOP-GT1222-A,99.00,2026-03-15
GT1222,Apicultura en Pajapita,Certificación Orgánica y de Origen - Reg ASO-GT1222-C,70.00,2026-03-15
GT1223,Cultivo de Maíz en Ixchiguán,Certificación Orgánica y de Origen - Reg COOP-GT1223-A,98.00,2026-03-15
GT1223,Cultivo de Frijol en Ixchiguán,Certificación Orgánica y de Origen - Reg COOP-GT1223-B,80.00,2026-03-15
GT1223,Cultivo de Café en Ixchiguán,Certificación Orgánica y de Origen - Reg COOP-GT1223-A,70.00,2026-03-15
GT1223,Apicultura en Ixchiguán,Certificación Orgánica y de Origen - Reg ASO-GT1223-C,98.00,2026-03-15
GT1224,Cultivo de Maíz en San José Ojetenam,Certificación Orgánica y de Origen - Reg COOP-GT1224-A,60.00,2026-03-15
GT1224,Cultivo de Frijol en San José Ojetenam,Certificación Orgánica y de Origen - Reg COOP-GT1224-B,93.00,2026-03-15
GT1224,Cultivo de Café en San José Ojetenam,Certificación Orgánica y de Origen - Reg COOP-GT1224-A,75.00,2026-03-15
GT1224,Apicultura en San José Ojetenam,Certificación Orgánica y de Origen - Reg ASO-GT1224-C,83.00,2026-03-15
GT1225,Cultivo de Maíz en San Cristóbal Cucho,Certificación Orgánica y de Origen - Reg COOP-GT1225-A,95.00,2026-03-15
GT1225,Cultivo de Frijol en San Cristóbal Cucho,Certificación Orgánica y de Origen - Reg COOP-GT1225-B,94.00,2026-03-15
GT1225,Cultivo de Café en San Cristóbal Cucho,Certificación Orgánica y de Origen - Reg COOP-GT1225-A,92.00,2026-03-15
GT1225,Apicultura en San Cristóbal Cucho,Certificación Orgánica y de Origen - Reg ASO-GT1225-C,85.00,2026-03-15
GT1226,Cultivo de Maíz en Sipacapa,Certificación Orgánica y de Origen - Reg COOP-GT1226-A,85.00,2026-03-15
GT1226,Cultivo de Frijol en Sipacapa,Certificación Orgánica y de Origen - Reg COOP-GT1226-B,84.00,2026-03-15
GT1226,Cultivo de Café en Sipacapa,Certificación Orgánica y de Origen - Reg COOP-GT1226-A,72.00,2026-03-15
GT1226,Apicultura en Sipacapa,Certificación Orgánica y de Origen - Reg ASO-GT1226-C,95.00,2026-03-15
GT1227,Cultivo de Maíz en Esquipulas Palo Gordo,Certificación Orgánica y de Origen - Reg COOP-GT1227-A,64.00,2026-03-15
GT1227,Cultivo de Frijol en Esquipulas Palo Gordo,Certificación Orgánica y de Origen - Reg COOP-GT1227-B,84.00,2026-03-15
GT1227,Cultivo de Café en Esquipulas Palo Gordo,Certificación Orgánica y de Origen - Reg COOP-GT1227-A,70.00,2026-03-15
GT1227,Apicultura en Esquipulas Palo Gordo,Certificación Orgánica y de Origen - Reg ASO-GT1227-C,98.00,2026-03-15
GT1228,Cultivo de Maíz en Río Blanco,Certificación Orgánica y de Origen - Reg COOP-GT1228-A,88.00,2026-03-15
GT1228,Cultivo de Frijol en Río Blanco,Certificación Orgánica y de Origen - Reg COOP-GT1228-B,93.00,2026-03-15
GT1228,Cultivo de Café en Río Blanco,Certificación Orgánica y de Origen - Reg COOP-GT1228-A,73.00,2026-03-15
GT1228,Apicultura en Río Blanco,Certificación Orgánica y de Origen - Reg ASO-GT1228-C,81.00,2026-03-15
GT1229,Cultivo de Maíz en San Lorenzo,Certificación Orgánica y de Origen - Reg COOP-GT1229-A,84.00,2026-03-15
GT1229,Cultivo de Frijol en San Lorenzo,Certificación Orgánica y de Origen - Reg COOP-GT1229-B,88.00,2026-03-15
GT1229,Cultivo de Café en San Lorenzo,Certificación Orgánica y de Origen - Reg COOP-GT1229-A,81.00,2026-03-15
GT1229,Apicultura en San Lorenzo,Certificación Orgánica y de Origen - Reg ASO-GT1229-C,82.00,2026-03-15
GT1230,Cultivo de Maíz en La Blanca,Certificación Orgánica y de Origen - Reg COOP-GT1230-A,71.00,2026-03-15
GT1230,Cultivo de Frijol en La Blanca,Certificación Orgánica y de Origen - Reg COOP-GT1230-B,94.00,2026-03-15
GT1230,Cultivo de Café en La Blanca,Certificación Orgánica y de Origen - Reg COOP-GT1230-A,70.00,2026-03-15
GT1230,Apicultura en La Blanca,Certificación Orgánica y de Origen - Reg ASO-GT1230-C,73.00,2026-03-15
GT1301,Cultivo de Maíz en Huehuetenango,Certificación Orgánica y de Origen - Reg COOP-GT1301-A,89.00,2026-03-15
GT1301,Cultivo de Frijol en Huehuetenango,Certificación Orgánica y de Origen - Reg COOP-GT1301-B,73.00,2026-03-15
GT1301,Cultivo de Café en Huehuetenango,Certificación Orgánica y de Origen - Reg COOP-GT1301-A,99.00,2026-03-15
GT1301,Apicultura en Huehuetenango,Certificación Orgánica y de Origen - Reg ASO-GT1301-C,76.00,2026-03-15
GT1302,Cultivo de Maíz en Chiantla,Certificación Orgánica y de Origen - Reg COOP-GT1302-A,88.00,2026-03-15
GT1302,Cultivo de Frijol en Chiantla,Certificación Orgánica y de Origen - Reg COOP-GT1302-B,50.00,2026-03-15
GT1302,Cultivo de Café en Chiantla,Certificación Orgánica y de Origen - Reg COOP-GT1302-A,77.00,2026-03-15
GT1302,Apicultura en Chiantla,Certificación Orgánica y de Origen - Reg ASO-GT1302-C,93.00,2026-03-15
GT1303,Cultivo de Maíz en Malacatancito,Certificación Orgánica y de Origen - Reg COOP-GT1303-A,61.00,2026-03-15
GT1303,Cultivo de Frijol en Malacatancito,Certificación Orgánica y de Origen - Reg COOP-GT1303-B,67.00,2026-03-15
GT1303,Cultivo de Café en Malacatancito,Certificación Orgánica y de Origen - Reg COOP-GT1303-A,91.00,2026-03-15
GT1303,Apicultura en Malacatancito,Certificación Orgánica y de Origen - Reg ASO-GT1303-C,99.00,2026-03-15
GT1304,Cultivo de Maíz en Cuilco,Certificación Orgánica y de Origen - Reg COOP-GT1304-A,82.00,2026-03-15
GT1304,Cultivo de Frijol en Cuilco,Certificación Orgánica y de Origen - Reg COOP-GT1304-B,62.00,2026-03-15
GT1304,Cultivo de Café en Cuilco,Certificación Orgánica y de Origen - Reg COOP-GT1304-A,72.00,2026-03-15
GT1304,Apicultura en Cuilco,Certificación Orgánica y de Origen - Reg ASO-GT1304-C,96.00,2026-03-15
GT1305,Cultivo de Maíz en Nentón,Certificación Orgánica y de Origen - Reg COOP-GT1305-A,99.00,2026-03-15
GT1305,Cultivo de Frijol en Nentón,Certificación Orgánica y de Origen - Reg COOP-GT1305-B,90.00,2026-03-15
GT1305,Cultivo de Café en Nentón,Certificación Orgánica y de Origen - Reg COOP-GT1305-A,79.00,2026-03-15
GT1305,Apicultura en Nentón,Certificación Orgánica y de Origen - Reg ASO-GT1305-C,95.00,2026-03-15
GT1306,Cultivo de Maíz en San Pedro Necta,Certificación Orgánica y de Origen - Reg COOP-GT1306-A,74.00,2026-03-15
GT1306,Cultivo de Frijol en San Pedro Necta,Certificación Orgánica y de Origen - Reg COOP-GT1306-B,64.00,2026-03-15
GT1306,Cultivo de Café en San Pedro Necta,Certificación Orgánica y de Origen - Reg COOP-GT1306-A,85.00,2026-03-15
GT1306,Apicultura en San Pedro Necta,Certificación Orgánica y de Origen - Reg ASO-GT1306-C,100.00,2026-03-15
GT1307,Cultivo de Maíz en Jacaltenango,Certificación Orgánica y de Origen - Reg COOP-GT1307-A,83.00,2026-03-15
GT1307,Cultivo de Frijol en Jacaltenango,Certificación Orgánica y de Origen - Reg COOP-GT1307-B,52.00,2026-03-15
GT1307,Cultivo de Café en Jacaltenango,Certificación Orgánica y de Origen - Reg COOP-GT1307-A,78.00,2026-03-15
GT1307,Apicultura en Jacaltenango,Certificación Orgánica y de Origen - Reg ASO-GT1307-C,85.00,2026-03-15
GT1308,Cultivo de Maíz en Soloma,Certificación Orgánica y de Origen - Reg COOP-GT1308-A,98.00,2026-03-15
